Date,Open_USD_CHF,Open_CHF_EUR,Open_CHF_GBP,Open_CHF_JPY,Open_CHF_CAD,Open_USD_JPY,Open_USD_EUR,Open_USD_GBP,Open_USD_CAD,Prev_Close_USD_CHF,Prev_Close_BondCH1m,Prev_Close_BondCH2y,Prev_Close_BondCH10y,Prev_Close_SMI,Prev_Close_BondUS1m,Prev_Close_BondUS2y,Prev_Close_BondUS10y,Prev_Close_SP500
2009-11-04,1.0255,0.6618,0.5929,88.05,1.0395,90.42,0.6788,0.6082,1.0659,1.0255,0.01,0.555,2.046,6213.35,0.041,0.917,3.469,1045.41
2009-11-05,1.0158,0.6619,0.5942,89.31,1.0458,90.69,0.6724,0.6037,1.0625,1.0156,0.09,0.569,2.075,6267.11,0.046,0.9,3.52,1046.5
2009-11-06,1.016,0.6612,0.5931,89.16,1.048,90.8,0.6725,0.6032,1.0663,1.016,0.01,0.533,2.013,6285.2,0.051,0.881,3.527,1066.63
2009-11-09,1.0167,0.6618,0.5913,88.66,1.0564,89.88,0.6716,0.6,1.072,1.0175,0.01,0.527,2.013,6293.61,0.061,0.848,3.501,1069.3
2009-11-10,1.0077,0.6613,0.5916,89.22,1.0469,89.86,0.6668,0.5966,1.0558,1.0074,0.01,0.521,1.996,6385.14,0.058,0.852,3.484,1093.08
2009-11-12,1.0082,0.662,0.5983,89.09,1.0364,89.93,0.6674,0.6033,1.0454,1.0082,0.05,0.528,1.979,6374.7,0.056,0.835,3.444,1098.51
2009-11-13,1.0166,0.6616,0.5925,88.75,1.0378,90.29,0.6735,0.6031,1.0567,1.0167,0.01,0.522,1.995,6355.76,0.058,0.811,3.444,1087.24
2009-11-16,1.009,0.6622,0.5913,88.49,1.0418,89.64,0.6699,0.5982,1.054,1.0126,0.09,0.486,1.995,6351.08,0.053,0.806,3.423,1093.48
2009-11-17,1.0073,0.6627,0.5897,88.39,1.0394,89.03,0.6678,0.5943,1.048,1.0073,0.01,0.48,1.978,6422.81,0.051,0.774,3.349,1109.3
2009-11-18,1.0162,0.6615,0.585,87.82,1.034,89.26,0.6722,0.5946,1.0511,1.0158,0.01,0.474,1.972,6376.4,0.051,0.761,3.323,1110.32
2009-11-19,1.0105,0.6616,0.5912,88.45,1.0438,89.39,0.6683,0.5972,1.0545,1.0105,0.01,0.487,1.999,6368.97,0.036,0.749,3.366,1109.8
2009-11-23,1.0172,0.6605,0.5948,87.18,1.0507,88.89,0.6728,0.606,1.0705,1.018,0.01,0.45,2.004,6277.46,0.038,0.731,3.369,1091.38
2009-11-25,1.0087,0.6622,0.5974,87.7,1.048,88.61,0.6684,0.6031,1.0584,1.0087,0.01,0.469,1.982,6397.53,0.048,0.73,3.304,1105.65
2009-11-27,1.005,0.6637,0.6035,86.29,1.0561,85.17,0.6656,0.6053,1.0591,1.0048,0.11,1.135,1.897,6283.38,0.066,0.742,3.268,1110.63
2009-11-30,1.0055,0.663,0.6028,86.29,1.0532,86.64,0.6661,0.6055,1.0579,1.0056,0.07,1.133,1.886,6336.66,0.063,0.687,3.207,1091.49
2009-12-01,1.0035,0.6628,0.6049,85.85,1.0498,86.31,0.6662,0.6081,1.0556,1.0034,0.02,0.394,1.852,6260.95,0.073,0.667,3.198,1095.63
2009-12-02,0.9989,0.6633,0.6022,86.79,1.0464,86.65,0.6629,0.6019,1.0459,0.999,0.03,0.388,1.836,6372.08,0.073,0.675,3.284,1108.86
2009-12-03,1.0007,0.6633,0.5998,87.21,1.0487,87.64,0.6646,0.601,1.0511,1.0007,0.03,0.401,1.879,6386.54,0.091,0.722,3.314,1109.24
2009-12-04,1.0001,0.6633,0.6035,88.14,1.055,88.25,0.6644,0.6045,1.0571,1.0002,0.03,0.426,1.89,6444.08,0.089,0.726,3.379,1099.92
2009-12-07,1.0158,0.6617,0.5984,88.72,1.0382,90.08,0.6732,0.6086,1.056,1.0163,0.02,0.388,1.911,6501.16,0.084,0.846,3.478,1105.98
2009-12-08,1.0189,0.6614,0.596,87.74,1.0312,89.35,0.6746,0.6079,1.0522,1.0187,0.02,1.106,1.9,6470.61,0.084,0.766,3.429,1103.25
2009-12-09,1.0277,0.6619,0.5978,86.06,1.0351,88.42,0.68,0.6139,1.0633,1.0278,0.01,1.092,1.922,6399.74,0.079,0.726,3.384,1091.94
2009-12-10,1.026,0.6611,0.5987,85.57,1.0271,88.1,0.679,0.6149,1.0549,1.0259,0.01,1.063,1.871,6351.71,0.01,0.746,3.433,1095.95
2009-12-11,1.0263,0.6616,0.5987,86.03,1.0243,88.29,0.6787,0.6142,1.0511,1.0262,-0.02,1.073,1.888,6410.64,0.008,0.77,3.501,1102.35
2009-12-14,1.0342,0.6609,0.5948,86.02,1.0251,89.26,0.6835,0.6151,1.0604,1.0344,0.01,1.094,1.904,6411.58,0.008,0.81,3.554,1106.41
2009-12-15,1.0314,0.6611,0.5942,85.81,1.026,88.68,0.6822,0.6132,1.0587,1.0314,0.01,0.382,1.904,6433.09,0.005,0.855,3.552,1114.11
2009-12-16,1.0404,0.6609,0.5906,86.15,1.0199,89.63,0.6879,0.6147,1.0617,1.0403,0.01,0.382,1.926,6439.4,0.008,0.859,3.594,1107.93
2009-12-17,1.0391,0.6624,0.5894,86.45,1.0216,89.89,0.6879,0.6121,1.061,1.0391,0.01,1.085,1.903,6532.32,0.005,0.835,3.598,1109.18
2009-12-18,1.0464,0.6657,0.5907,85.86,1.0224,89.69,0.6974,0.6189,1.0713,1.0465,0.01,1.047,1.875,6489.23,0.002,0.758,3.482,1096.08
2009-12-21,1.0404,0.6719,0.5962,86.86,1.0251,90.45,0.6989,0.6201,1.0667,1.042,0.02,1.045,1.932,6464.32,0.008,0.799,3.546,1102.47
2009-12-22,1.0457,0.669,0.5953,87.09,1.0155,91.08,0.7,0.6229,1.0625,1.0456,0.02,1.043,1.942,6504.44,0.002,0.864,3.68,1114.05
2009-12-23,1.0486,0.6685,0.5967,87.51,1.0075,91.82,0.7016,0.6262,1.0574,1.0487,0.03,1.059,1.963,6582.9,0.008,0.913,3.758,1118.02
2009-12-28,1.037,0.67,0.6042,87.96,1.0128,91.51,0.6954,0.6266,1.0502,1.038,0.02,1.057,1.947,6580.0,0.008,0.968,3.805,1126.48
2009-12-29,1.0355,0.6717,0.6032,88.44,1.0059,91.71,0.6955,0.6248,1.0424,1.0355,0.04,0.597,1.973,6591.01,0.008,1.051,3.848,1127.78
2009-12-30,1.0377,0.6718,0.6066,88.73,1.0063,91.99,0.6967,0.629,1.0439,1.0378,0.06,0.65,1.994,6608.52,0.005,1.095,3.803,1126.2
2010-01-04,1.0363,0.674,0.5973,89.86,1.0156,92.75,0.6979,0.62,1.052,1.0351,0.07,1.105,2.025,6545.9,0.038,1.143,3.837,1115.1
2010-01-05,1.0291,0.6736,0.6032,89.79,1.011,92.47,0.6939,0.6214,1.0417,1.0292,0.06,1.113,2.068,6631.44,0.046,1.076,3.823,1132.99
2010-01-06,1.0335,0.6733,0.6045,88.65,1.0038,91.56,0.696,0.6253,1.0387,1.0336,0.09,1.122,2.105,6579.26,0.036,1.016,3.763,1136.52
2010-01-07,1.0277,0.675,0.6075,89.79,1.0035,92.36,0.694,0.6245,1.032,1.0278,0.06,1.128,2.115,6559.41,0.025,1.0,3.829,1137.14
2010-01-08,1.0338,0.6752,0.607,90.17,1.0,93.46,0.6983,0.6275,1.0343,1.0338,0.15,1.115,2.105,6555.36,0.02,1.028,3.827,1141.69
2010-01-11,1.0204,0.6774,0.6083,90.46,1.0052,92.36,0.6927,0.6221,1.0282,1.0237,0.14,1.125,2.126,6617.88,0.02,0.976,3.836,1144.98
2010-01-12,1.0169,0.6778,0.6106,90.64,1.0166,92.11,0.6889,0.6207,1.0335,1.0169,0.04,1.122,2.12,6592.26,0.008,0.94,3.824,1146.98
2010-01-13,1.0189,0.6776,0.6072,89.31,1.0196,91.11,0.6904,0.6187,1.0391,1.0191,0.07,1.097,2.094,6541.9,0.008,0.907,3.717,1136.22
2010-01-14,1.0176,0.6767,0.603,89.75,1.0117,91.4,0.689,0.614,1.0305,1.0176,0.04,0.618,2.041,6554.55,0.005,0.964,3.793,1145.68
2010-01-15,1.0188,0.6765,0.6006,89.48,1.0035,91.28,0.6895,0.6121,1.0231,1.0188,0.03,0.616,2.051,6627.42,0.005,0.923,3.742,1148.46
2010-01-19,1.0239,0.6782,0.5973,88.52,1.001,90.71,0.6952,0.6122,1.0261,1.0238,0.02,1.06,2.062,6603.78,0.033,0.87,3.676,1136.03
2010-01-20,1.0328,0.6776,0.5917,88.18,0.9982,91.21,0.6996,0.611,1.0313,1.0329,0.02,1.07,2.051,6633.86,0.028,0.886,3.698,1150.23
2010-01-21,1.0437,0.679,0.5877,87.36,1.0019,91.2,0.7089,0.6136,1.0465,1.0437,0.02,0.581,2.003,6586.53,0.025,0.882,3.653,1138.04
2010-01-22,1.0421,0.6805,0.5922,86.78,1.0088,90.43,0.7099,0.6174,1.052,1.0421,0.03,1.014,2.024,6578.95,0.015,0.833,3.595,1116.48
2010-01-25,1.0415,0.6787,0.5967,86.83,1.0167,90.0,0.706,0.6207,1.0576,1.0416,0.03,1.024,2.014,6493.96,0.02,0.792,3.601,1091.76
2010-01-26,1.0401,0.6794,0.5919,86.77,1.0165,90.42,0.7066,0.6156,1.0576,1.0401,0.03,0.553,2.03,6451.3,0.013,0.816,3.63,1096.78
2010-01-27,1.0459,0.6786,0.5917,85.62,1.015,89.64,0.7105,0.6194,1.0627,1.0459,0.04,0.55,2.014,6484.23,0.005,0.811,3.621,1092.17
2010-01-28,1.0498,0.6789,0.5887,85.62,1.014,89.97,0.7132,0.6183,1.0652,1.0499,0.04,0.566,2.008,6473.03,0.005,0.915,3.65,1097.5
2010-01-29,1.052,0.6802,0.5888,85.41,1.0133,89.8,0.7157,0.6196,1.0665,1.052,0.02,0.564,1.997,6442.41,0.005,0.863,3.642,1084.53
2010-02-01,1.0603,0.68,0.5911,84.66,1.0091,90.25,0.7212,0.6269,1.0706,1.0608,0.05,0.561,2.003,6440.72,0.005,0.816,3.588,1073.87
2010-02-02,1.057,0.6795,0.5933,85.75,1.0046,90.77,0.7178,0.6267,1.0614,1.0569,0.03,0.997,2.013,6496.33,0.053,0.855,3.656,1089.19
2010-02-03,1.0549,0.6785,0.5932,85.58,1.0022,90.45,0.7161,0.6261,1.0579,1.055,0.03,0.995,2.013,6550.12,0.043,0.855,3.64,1103.32
2010-02-04,1.0585,0.6794,0.5941,85.85,1.0029,90.89,0.72,0.6296,1.0629,1.0586,0.12,0.528,2.013,6553.8,0.043,0.883,3.707,1097.28
2010-02-05,1.0657,0.6825,0.5946,83.39,1.0061,89.38,0.7283,0.6345,1.0741,1.0659,0.05,0.962,1.992,6396.51,0.03,0.807,3.61,1063.11
2010-02-08,1.0757,0.6806,0.5965,83.27,0.994,89.27,0.7317,0.6412,1.0687,1.0724,0.02,0.936,1.971,6264.33,0.028,0.771,3.571,1066.19
2010-02-09,1.073,0.6822,0.5976,83.16,1.0011,89.23,0.7325,0.6417,1.0753,1.0729,0.03,0.91,1.949,6347.14,0.033,0.763,3.562,1056.74
2010-02-10,1.0655,0.6811,0.5975,84.18,1.0017,89.82,0.7248,0.6363,1.0667,1.0655,0.08,0.907,1.934,6314.75,0.028,0.827,3.647,1070.52
2010-02-11,1.0668,0.6814,0.6003,84.15,0.9949,89.92,0.7281,0.6414,1.0631,1.0668,0.02,0.901,1.939,6333.99,0.056,0.879,3.69,1068.13
2010-02-12,1.0762,0.682,0.5946,83.8,0.9805,90.2,0.7302,0.6367,1.0505,1.0708,0.05,0.424,1.939,6403.42,0.046,0.871,3.721,1078.47
2010-02-16,1.0776,0.6823,0.5924,83.5,0.9732,90.06,0.7353,0.6385,1.049,1.0776,0.01,0.398,1.938,6440.76,0.043,0.831,3.695,1075.51
2010-02-17,1.066,0.6809,0.5938,84.51,0.9784,90.25,0.7263,0.6334,1.044,1.0661,0.01,0.843,1.933,6497.66,0.038,0.806,3.663,1094.87
2010-02-18,1.0776,0.6816,0.5914,84.57,0.9701,91.09,0.7351,0.638,1.0466,1.0776,0.09,0.825,1.917,6567.6,0.041,0.855,3.735,1099.51
2010-02-19,1.0875,0.6825,0.5941,84.72,0.9651,91.97,0.7391,0.6435,1.0457,1.0876,0.02,0.384,1.954,6637.29,0.071,0.928,3.807,1106.75
2010-02-23,1.0755,0.6833,0.5999,84.66,0.9687,91.26,0.7355,0.6459,1.0433,1.0755,0.02,0.381,1.991,6687.41,0.053,0.887,3.797,1108.01
2010-02-24,1.0826,0.6829,0.5978,83.2,0.974,90.17,0.7401,0.6482,1.0563,1.0825,0.02,0.84,1.959,6649.09,0.068,0.838,3.689,1094.6
2010-02-25,1.081,0.683,0.6,83.31,0.974,90.29,0.7387,0.6489,1.0538,1.0811,0.02,0.829,1.948,6687.95,0.079,0.867,3.695,1105.24
2010-02-26,1.0813,0.6826,0.6058,82.44,0.9811,89.29,0.738,0.655,1.0602,1.0812,0.08,0.338,1.932,6643.96,0.081,0.828,3.632,1102.94
2010-03-01,1.0732,0.6829,0.6139,82.69,0.9816,88.86,0.7337,0.6595,1.0548,1.0735,0.01,0.335,1.916,6710.99,0.086,0.816,3.619,1104.49
2010-03-02,1.0795,0.683,0.6178,82.52,0.9645,89.18,0.7376,0.6671,1.0417,1.0795,0.02,0.332,1.906,6791.48,0.076,0.804,3.608,1115.71
2010-03-03,1.0744,0.6832,0.6214,82.62,0.9634,88.78,0.7343,0.6679,1.0356,1.0744,0.01,0.807,1.9,6820.04,0.081,0.792,3.608,1118.31
2010-03-04,1.0677,0.6833,0.6198,82.8,0.9658,88.6,0.7301,0.6623,1.0323,1.0676,0.01,0.364,1.884,6813.16,0.091,0.812,3.621,1118.79
2010-03-05,1.0771,0.6835,0.6173,82.74,0.9572,89.17,0.7362,0.665,1.0312,1.0771,0.01,0.835,1.868,6804.87,0.094,0.859,3.606,1122.97
2010-03-08,1.0732,0.6831,0.6153,84.21,0.9577,90.61,0.7334,0.6605,1.0286,1.074,0.01,0.401,1.889,6847.78,0.099,0.899,3.682,1138.7
2010-03-09,1.0739,0.6829,0.6178,84.05,0.957,90.31,0.7334,0.6636,1.028,1.0739,0.01,0.855,1.894,6851.2,0.096,0.895,3.721,1138.5
2010-03-10,1.0745,0.6838,0.6198,83.6,0.9538,90.01,0.7352,0.6667,1.0262,1.0745,0.01,0.439,1.863,6868.32,0.096,0.871,3.7,1140.45
2010-03-11,1.0707,0.6842,0.6238,84.55,0.9576,90.5,0.7322,0.6677,1.0253,1.0708,0.01,0.908,1.899,6873.59,0.119,0.907,3.721,1145.61
2010-03-12,1.0684,0.6833,0.6211,84.67,0.9583,90.67,0.731,0.6639,1.0242,1.0684,0.01,0.471,1.91,6851.73,0.109,0.951,3.729,1150.24
2010-03-15,1.0581,0.6859,0.6227,85.7,0.9612,90.7,0.7258,0.6588,1.0171,1.0578,0.02,0.49,1.942,6836.6,0.101,0.96,3.703,1149.99
2010-03-16,1.0619,0.6883,0.6252,85.15,0.9591,90.33,0.7312,0.6643,1.0192,1.0619,0.01,0.487,1.931,6825.1,0.106,0.944,3.697,1150.51
2010-03-17,1.0553,0.6884,0.6214,85.52,0.9608,90.32,0.7262,0.6555,1.0135,1.0553,-0.02,0.962,1.936,6874.43,0.117,0.911,3.653,1159.46
2010-03-18,1.0543,0.691,0.6198,85.74,0.9583,90.42,0.728,0.6527,1.0102,1.0543,0.02,0.93,1.925,6892.01,0.134,0.919,3.642,1166.21
2010-03-19,1.0575,0.6944,0.6196,85.36,0.9579,90.49,0.735,0.6559,1.0145,1.0575,0.01,0.496,1.92,6897.74,0.134,0.956,3.682,1165.83
2010-03-22,1.0613,0.6967,0.6287,85.33,0.9575,90.44,0.7392,0.6671,1.0162,1.0615,0.01,0.493,1.946,6880.76,0.132,0.997,3.693,1159.9
2010-03-23,1.0576,0.6966,0.6254,85.16,0.9618,90.32,0.7372,0.6619,1.0183,1.0576,0.01,0.911,1.909,6866.43,0.127,0.973,3.661,1165.81
2010-03-24,1.0572,0.7003,0.6283,85.45,0.9612,90.42,0.7408,0.6648,1.0167,1.0572,0.02,0.896,1.925,6877.16,0.106,0.981,3.687,1174.17
2010-03-26,1.0718,0.7008,0.6283,86.25,0.9534,92.54,0.753,0.6749,1.0244,1.0718,0.02,0.914,1.919,6894.17,0.112,1.087,3.881,1165.73
2010-03-29,1.064,0.6997,0.6313,87.17,0.9675,92.4,0.7412,0.6688,1.0253,1.0652,0.08,0.909,1.924,6838.95,0.112,1.048,3.851,1166.59
2010-03-30,1.0619,0.698,0.6279,87.04,0.9604,92.43,0.7418,0.6674,1.0208,1.0619,0.01,0.923,1.93,6850.58,0.112,1.04,3.866,1173.22
2010-03-31,1.0653,0.6984,0.622,87.02,0.9557,92.84,0.7452,0.6634,1.02,1.0653,0.02,0.911,1.924,6871.42,0.122,1.063,3.858,1173.27
2010-04-01,1.0522,0.7019,0.6244,88.59,0.9627,93.53,0.7401,0.6585,1.0152,1.0522,0.01,0.457,1.892,6873.37,0.152,1.02,3.833,1169.43
2010-04-06,1.0636,0.698,0.6153,88.79,0.9428,94.28,0.7416,0.6538,1.0017,1.0636,-0.02,0.477,1.924,6888.9,0.162,1.176,3.99,1187.44
2010-04-07,1.07,0.6981,0.6127,87.69,0.9363,93.64,0.7464,0.6551,1.0011,1.07,0.02,0.519,1.956,6886.21,0.16,1.14,3.956,1189.44
2010-04-08,1.0747,0.6974,0.6109,86.75,0.9355,93.21,0.7498,0.6564,1.0055,1.0747,0.02,0.961,1.951,6843.49,0.165,1.056,3.863,1182.45
2010-04-09,1.072,0.6974,0.6098,86.99,0.9338,93.42,0.7484,0.6544,1.0023,1.072,0.01,0.485,1.918,6791.01,0.157,1.068,3.89,1186.44
2010-04-12,1.0575,0.694,0.6119,88.12,0.9502,93.09,0.7339,0.6472,1.0055,1.0657,0.01,0.969,1.934,6888.97,0.157,1.064,3.881,1194.37
2010-04-13,1.0599,0.6941,0.6139,87.91,0.9457,93.21,0.7361,0.6509,1.0027,1.0599,0.01,0.57,1.977,6910.96,0.152,1.036,3.838,1196.48
2010-04-14,1.0541,0.6965,0.6164,88.41,0.9495,93.24,0.7344,0.65,1.0015,1.0541,0.02,0.978,1.945,6885.86,0.152,1.052,3.82,1197.3
2010-04-15,1.0514,0.6961,0.6144,88.6,0.9491,93.22,0.7324,0.6463,0.9988,1.0514,0.01,0.536,1.939,6916.59,0.152,1.056,3.865,1210.65
2010-04-19,1.0637,0.6979,0.615,86.47,0.9544,91.96,0.742,0.6541,1.0152,1.0615,0.01,0.534,1.939,6893.69,0.152,0.959,3.77,1192.13
2010-04-20,1.063,0.6969,0.6129,86.95,0.9542,92.47,0.7411,0.6518,1.0145,1.063,0.01,0.926,1.902,6803.68,0.145,0.988,3.803,1197.52
2010-04-21,1.0692,0.6963,0.6083,87.24,0.9337,93.12,0.744,0.65,0.9982,1.0692,0.01,0.503,1.912,6841.91,0.147,1.012,3.797,1207.17
2010-04-22,1.0702,0.6978,0.6061,87.0,0.9334,93.0,0.747,0.6489,0.9998,1.0702,0.01,0.517,1.907,6814.71,0.145,1.0,3.738,1205.94
2010-04-23,1.0833,0.6973,0.602,86.57,0.927,93.54,0.7527,0.6498,1.0004,1.0833,0.01,0.927,1.88,6720.09,0.147,1.033,3.77,1208.67
2010-04-26,1.0739,0.6969,0.6044,87.49,0.929,94.18,0.7491,0.6498,0.999,1.0723,0.01,0.512,1.89,6767.97,0.147,1.07,3.817,1217.28
2010-04-27,1.0717,0.6965,0.604,87.74,0.9341,93.89,0.7464,0.647,1.0008,1.0717,0.01,0.923,1.874,6803.74,0.142,1.057,3.809,1212.05
2010-04-28,1.0873,0.6978,0.6021,85.44,0.933,93.19,0.7601,0.6559,1.0163,1.0873,0.02,0.483,1.858,6667.47,0.137,0.963,3.693,1183.71
2010-04-29,1.0865,0.6972,0.6055,86.68,0.9296,94.01,0.7572,0.6575,1.0097,1.0865,0.01,0.862,1.832,6576.39,0.142,1.032,3.767,1191.36
2010-04-30,1.0824,0.6966,0.6015,86.81,0.9277,93.96,0.7549,0.6517,1.0057,1.0824,0.01,0.471,1.853,6665.84,0.139,1.004,3.73,1206.78
2010-05-03,1.0771,0.6971,0.6072,87.35,0.9452,94.12,0.7496,0.6528,1.0162,1.0777,0.04,0.87,1.831,6616.82,0.137,0.964,3.659,1186.69
2010-05-04,1.0856,0.6976,0.604,87.04,0.9299,94.66,0.758,0.6562,1.0104,1.0856,0.01,0.868,1.847,6607.71,0.142,1.0,3.692,1202.26
2010-05-05,1.1039,0.6974,0.5978,85.7,0.9276,94.9,0.771,0.6609,1.0252,1.1039,0.08,0.827,1.794,6488.42,0.137,0.952,3.598,1173.6
2010-05-06,1.1178,0.6977,0.5923,84.01,0.9224,93.88,0.7798,0.6619,1.0311,1.1178,-0.05,0.717,1.673,6448.49,0.142,0.873,3.546,1165.87
2010-05-07,1.1135,0.7109,0.6087,81.53,0.9451,91.36,0.7915,0.6777,1.0524,1.1135,-0.04,0.676,1.662,6387.52,0.068,0.793,3.405,1128.15
2010-05-10,1.1041,0.7021,0.6115,83.93,0.9373,92.17,0.773,0.6732,1.0322,1.1083,0.03,0.622,1.657,6205.63,0.081,0.82,3.42,1110.88
2010-05-11,1.1112,0.7041,0.6057,84.03,0.9221,93.01,0.7817,0.6725,1.0241,1.1112,0.12,0.707,1.793,6481.95,0.127,0.868,3.544,1159.73
2010-05-12,1.1112,0.7112,0.602,83.36,0.9165,92.81,0.791,0.6697,1.0196,1.1112,-0.4,0.222,1.766,6509.0,0.134,0.84,3.527,1155.79
2010-05-14,1.1178,0.7133,0.6122,82.79,0.913,92.6,0.7985,0.6852,1.022,1.1178,0.12,0.242,1.772,6575.0,0.152,0.835,3.537,1157.44
2010-05-17,1.1333,0.7137,0.6068,81.38,0.9127,92.25,0.8094,0.6883,1.0356,1.1334,0.12,0.239,1.729,6428.68,0.152,0.79,3.455,1135.68
2010-05-18,1.1325,0.7132,0.61,81.84,0.9117,92.54,0.8068,0.6902,1.0314,1.1325,-0.25,0.653,1.697,6428.86,0.157,0.806,3.491,1136.94
2010-05-19,1.1531,0.7136,0.608,80.04,0.9048,91.86,0.8207,0.6993,1.0407,1.1531,0.05,0.664,1.681,6470.84,0.167,0.733,3.353,1120.8
2010-05-20,1.1525,0.6989,0.6008,79.74,0.9048,91.78,0.8046,0.6915,1.0417,1.1525,-0.4,0.615,1.655,6374.43,0.17,0.777,3.37,1115.05
2010-05-21,1.149,0.6962,0.605,77.32,0.9299,89.87,0.8019,0.697,1.0711,1.149,-0.02,0.612,1.582,6262.42,0.167,0.716,3.216,1071.59
2010-05-25,1.1602,0.6975,0.598,77.71,0.9147,90.11,0.81,0.6943,1.0625,1.1602,-0.1,0.545,1.519,6206.59,0.157,0.735,3.198,1073.65
2010-05-26,1.1575,0.6992,0.599,78.15,0.9209,90.33,0.8081,0.6923,1.0646,1.1575,-0.02,0.491,1.457,6091.55,0.155,0.759,3.16,1074.03
2010-05-27,1.1589,0.7081,0.5991,77.35,0.9225,89.98,0.8224,0.6957,1.0713,1.1589,0.05,0.534,1.523,6167.53,0.157,0.817,3.192,1067.95
2010-05-28,1.152,0.7023,0.5953,78.96,0.9108,90.99,0.8088,0.6858,1.0492,1.152,-0.02,0.586,1.586,6305.18,0.155,0.881,3.357,1103.06
2010-06-01,1.1558,0.703,0.5951,78.92,0.9025,91.16,0.8126,0.6879,1.0437,1.1558,-0.2,0.62,1.57,6312.6,0.147,0.774,3.3,1089.41
2010-06-02,1.1549,0.7069,0.5895,78.52,0.9106,91.17,0.8191,0.6831,1.0554,1.1549,0.04,0.631,1.539,6316.6,0.147,0.77,3.263,1070.71
2010-06-03,1.1549,0.7068,0.5908,79.84,0.9106,92.09,0.8163,0.6824,1.0385,1.1549,-0.05,0.649,1.512,6368.81,0.129,0.817,3.347,1098.38
2010-06-04,1.1548,0.7104,0.5909,80.0,0.8985,92.59,0.822,0.6839,1.0402,1.1548,0.01,0.673,1.554,6418.82,0.117,0.821,3.369,1102.83
2010-06-07,1.1638,0.7187,0.595,78.85,0.911,91.63,0.8369,0.6931,1.061,1.1629,-0.05,0.644,1.533,6298.97,0.112,0.73,3.208,1064.88
2010-06-08,1.1626,0.7208,0.5938,78.52,0.9112,91.56,0.8391,0.6912,1.0606,1.1626,0.02,0.602,1.486,6291.04,0.101,0.718,3.146,1050.47
2010-06-09,1.153,0.7241,0.5993,79.38,0.9078,91.35,0.8353,0.6912,1.0475,1.153,0.01,0.587,1.46,6246.22,0.094,0.746,3.189,1062.0
2010-06-10,1.1482,0.7264,0.5989,79.44,0.9092,91.35,0.8345,0.688,1.0449,1.1482,0.02,0.631,1.532,6319.18,0.079,0.726,3.178,1055.69
2010-06-11,1.1425,0.722,0.5948,79.9,0.9013,91.49,0.8258,0.6802,1.0309,1.1425,0.01,0.668,1.568,6376.66,0.043,0.794,3.325,1086.84
2010-06-14,1.144,0.7181,0.598,79.93,0.9012,91.67,0.8245,0.6865,1.0351,1.1501,0.01,0.652,1.557,6426.74,0.036,0.734,3.233,1091.6
2010-06-15,1.1424,0.7162,0.5936,80.11,0.9042,91.63,0.8188,0.6785,1.0338,1.1424,0.08,0.663,1.573,6472.12,0.025,0.738,3.262,1089.63
2010-06-16,1.1332,0.7156,0.5957,80.71,0.9036,91.53,0.8114,0.6755,1.0249,1.1332,0.01,0.687,1.599,6484.73,0.038,0.758,3.306,1115.23
2010-06-17,1.1312,0.7183,0.6001,80.74,0.9057,91.32,0.8129,0.6791,1.0251,1.1312,0.04,0.679,1.572,6490.07,0.051,0.734,3.264,1114.61
2010-06-18,1.1114,0.7255,0.6065,81.69,0.9231,90.89,0.8074,0.6749,1.0273,1.1114,0.08,0.703,1.582,6475.25,0.051,0.706,3.194,1116.04
2010-06-21,1.1049,0.7291,0.6105,81.96,0.9245,90.56,0.8039,0.673,1.0194,1.1088,0.04,0.767,1.619,6447.06,0.033,0.714,3.225,1117.51
2010-06-22,1.1098,0.7298,0.6091,81.86,0.9212,91.03,0.8116,0.6774,1.0248,1.1098,0.05,0.805,1.651,6519.57,0.041,0.717,3.243,1113.2
2010-06-23,1.1082,0.7358,0.6094,81.64,0.9287,90.39,0.8153,0.6753,1.0291,1.1082,0.06,0.762,1.603,6463.46,0.041,0.685,3.165,1095.31
2010-06-24,1.1052,0.7346,0.6049,81.38,0.9403,89.94,0.8117,0.6684,1.0393,1.1052,0.09,0.741,1.582,6381.85,0.073,0.68,3.124,1092.04
2010-06-25,1.102,0.7358,0.6076,81.22,0.9461,89.6,0.8111,0.67,1.0433,1.102,0.08,0.725,1.56,6320.62,0.066,0.68,3.143,1073.69
2010-06-28,1.0906,0.7384,0.6069,81.62,0.9456,89.3,0.808,0.6642,1.0352,1.094,0.13,0.723,1.55,6275.35,0.046,0.653,3.11,1076.76
2010-06-29,1.0874,0.7491,0.609,82.18,0.9531,89.39,0.8145,0.6622,1.0365,1.0874,0.06,0.68,1.523,6311.15,0.051,0.629,3.023,1074.57
2010-06-30,1.0824,0.758,0.6135,81.75,0.9746,88.63,0.8205,0.664,1.0552,1.0824,0.1,0.678,1.508,6144.45,0.061,0.601,2.953,1041.24
2010-07-02,1.0612,0.7532,0.6212,82.61,0.9975,87.71,0.7986,0.6583,1.0589,1.0612,0.01,0.67,1.523,5981.66,0.162,0.637,2.954,1027.37
2010-07-06,1.0659,0.7483,0.6201,82.37,0.9985,87.53,0.7973,0.6605,1.0639,1.0659,0.05,0.675,1.465,5942.25,0.162,0.629,2.98,1022.58
2010-07-07,1.0601,0.7471,0.6225,82.58,0.9942,87.64,0.7919,0.6599,1.0541,1.0601,0.04,0.673,1.449,6063.12,0.162,0.621,2.936,1028.06
