caldt,totval,totcnt,spindx
20150327,18844894200.00,502,2061.02
20150330,19074399900.00,502,2086.24
20150331,18945863400.00,502,2067.89
20150401,18868522600.00,502,2059.69
20150402,18933697300.00,502,2066.96
20150406,19058532500.00,502,2080.62
20150407,19024698800.00,502,2076.33
20150408,19078297400.00,502,2081.90
20150409,19162816200.00,502,2091.18
20150410,19251605300.00,502,2102.06
20150413,19163797100.00,502,2092.43
20150414,19194714700.00,502,2095.84
20150415,19292265300.00,502,2106.63
20150416,19275155300.00,502,2104.99
20150417,19054624700.00,502,2081.18
20150420,19229027400.00,502,2100.40
20150421,19202359500.00,502,2097.29
20150422,19300168600.00,502,2107.96
20150423,19346128500.00,502,2112.93
20150424,19392526600.00,502,2117.69
20150427,19311834700.00,502,2108.92
20150428,19362293900.00,502,2114.76
20150429,19287775200.00,502,2106.85
20150430,19090457900.00,502,2085.51
20150501,19297631800.00,502,2108.29
20150504,19353173300.00,502,2114.49
20150505,19124736800.00,502,2089.46
20150506,19039479500.00,502,2080.15
20150507,19112759300.00,502,2088.00
20150508,19367971100.00,502,2116.10
20150511,19271023300.00,502,2105.33
20150512,19185689200.00,502,2099.12
20150513,19210172600.00,502,2098.48
20150514,19417396800.00,502,2121.10
20150515,19430898300.00,502,2122.73
20150518,19490442500.00,502,2129.20
20150519,19471453200.00,502,2127.83
20150520,19452997500.00,502,2125.85
20150521,19499429300.00,502,2130.82
20150522,19455773200.00,502,2126.06
20150526,19254859200.00,502,2104.20
20150527,19431411400.00,502,2123.48
20150528,19406306100.00,502,2120.79
20150529,19246562600.00,502,2107.39
20150601,19286851600.00,502,2111.73
20150602,19266160000.00,502,2109.60
20150603,19307792800.00,502,2114.07
20150604,19141412800.00,502,2095.84
20150605,19113232500.00,502,2092.83
20150608,18988102700.00,502,2079.28
20150609,18943979200.00,502,2080.15
20150610,19228488200.00,502,2105.20
20150611,19261342300.00,502,2108.86
20150612,19117755000.00,502,2094.11
20150615,19029011900.00,502,2084.43
20150616,19139203000.00,502,2096.29
20150617,19177651000.00,502,2100.44
20150618,19364026700.00,502,2121.24
20150619,19260712200.00,502,2109.99
20150622,19382128800.00,502,2122.85
20150623,19395056300.00,502,2124.20
20150624,19252855300.00,502,2108.58
20150625,19195500600.00,502,2102.31
20150626,19177296400.00,502,2101.49
20150629,18776327300.00,502,2057.64
20150630,18822415700.00,502,2063.11
20150701,18954321300.00,502,2077.42
20150702,18953018300.00,502,2076.78
20150706,18919129000.00,502,2068.76
20150707,19027908800.00,502,2081.34
20150708,18712950200.00,502,2046.68
20150709,18767437600.00,502,2051.31
20150710,18999175900.00,502,2076.62
20150713,19211242900.00,502,2099.60
20150714,19296970700.00,502,2108.95
20150715,19278934400.00,502,2107.40
20150716,19434625200.00,502,2124.29
20150717,19459450800.00,502,2126.64
20150720,19470335900.00,502,2128.28
20150721,19386052200.00,502,2119.21
20150722,19340875000.00,502,2114.15
20150723,19229131600.00,502,2102.15
20150724,19027529700.00,502,2079.65
20150727,18871085500.00,502,2067.64
20150728,19102726100.00,502,2093.25
20150729,19251963100.00,502,2108.57
20150730,19253775900.00,502,2108.63
20150731,19220137700.00,502,2103.84
20150803,19168686800.00,502,2098.04
20150804,19126948200.00,502,2093.32
20150805,19190023700.00,502,2099.84
20150806,19040222100.00,502,2083.56
20150807,18981600500.00,502,2077.57
20150810,19221624500.00,502,2104.18
20150811,19042261400.00,502,2084.07
20150812,19059476200.00,502,2086.05
20150813,19033641800.00,502,2083.39
20150814,19109324800.00,502,2091.54
20150817,19206569000.00,502,2102.44
20150818,19150232200.00,502,2096.92
20150819,18992551400.00,502,2079.61
20150820,18594385900.00,502,2035.73
20150821,18002840800.00,502,1970.89
20150824,17293554400.00,502,1893.21
20150825,17062083500.00,502,1867.61
20150826,17729192800.00,502,1940.51
20150827,18157629900.00,502,1987.66
20150828,18166385000.00,502,1988.87
20150831,18012263100.00,502,1972.18
20150901,17481505500.00,502,1913.85
20150902,17801531400.00,502,1948.86
20150903,17829424900.00,502,1951.13
20150904,17556480400.00,502,1921.22
20150908,18001440800.00,502,1969.41
20150909,17751314400.00,502,1942.04
20150910,17842522000.00,502,1952.29
20150911,17924633700.00,502,1961.05
20150914,17851560400.00,502,1953.03
20150915,18078019000.00,502,1978.09
20150916,18236431300.00,502,1995.31
20150917,18190579900.00,502,1990.20
20150918,17897986600.00,502,1958.03
20150921,18025245400.00,505,1966.97
20150922,17802688600.00,505,1942.74
20150923,17765670700.00,505,1938.76
20150924,17704946000.00,505,1932.24
20150925,17691307500.00,505,1931.34
20150928,17235390000.00,505,1881.77
20150929,17253792900.00,505,1884.09
20150930,17566116800.00,505,1920.03
20151001,17601545300.00,505,1923.82
20151002,17855184400.00,505,1951.36
20151005,18181142200.00,505,1987.05
20151006,18114701400.00,505,1979.92
20151007,18259329000.00,505,1995.83
20151008,18431264600.00,505,2013.43
20151009,18431288300.00,505,2014.89
20151012,18455004900.00,505,2017.46
20151013,18329607500.00,505,2003.69
20151014,18232756800.00,505,1994.24
20151015,18500837900.00,505,2023.86
20151016,18585908400.00,505,2033.11
20151019,18589344900.00,505,2033.66
20151020,18561070400.00,505,2030.77
20151021,18453282500.00,505,2018.94
20151022,18758185700.00,505,2052.51
20151023,18962972100.00,505,2075.15
20151026,18928558900.00,505,2071.18
20151027,18880750700.00,505,2065.89
20151028,19100820400.00,505,2090.35
20151029,19092180800.00,505,2089.41
20151030,18961900200.00,505,2079.36
20151102,19179316600.00,506,2104.05
20151103,19230399300.00,505,2109.79
20151104,19164214000.00,505,2102.31
20151105,19146162300.00,505,2099.93
20151106,19138297400.00,505,2099.20
20151109,18950135200.00,505,2078.58
20151110,18980701800.00,506,2081.72
20151111,18917268800.00,505,2075.00
20151112,18653963500.00,505,2045.97
20151113,18443186900.00,505,2023.04
20151116,18719589100.00,505,2053.19
20151117,18697911200.00,505,2050.44
20151118,19006825200.00,505,2083.58
20151119,19011238400.00,505,2081.24
20151120,19084269200.00,505,2089.17
20151123,19064087200.00,505,2086.59
20151124,19086487400.00,505,2089.14
20151125,19086585100.00,505,2088.87
20151127,19096305200.00,505,2090.11
20151130,18963723800.00,506,2080.41
20151201,19161190100.00,505,2102.63
20151202,18950813500.00,505,2079.51
20151203,18680773600.00,505,2049.62
20151204,19061177400.00,505,2091.69
20151207,18930859000.00,505,2077.07
20151208,18810228700.00,505,2063.59
20151209,18664362800.00,505,2047.62
20151210,18705684600.00,505,2052.23
20151211,18362404000.00,505,2012.37
20151214,18431452600.00,504,2021.94
20151215,18623795300.00,504,2043.41
20151216,18894909300.00,504,2073.07
20151217,18609291200.00,504,2041.89
20151218,18282548600.00,504,2005.55
20151221,18424328100.00,504,2021.15
20151222,18587204500.00,504,2038.97
20151223,18817136600.00,504,2064.29
20151224,18781941700.00,504,2060.99
20151228,18726484800.00,504,2056.50
20151229,18938379500.00,504,2078.36
20151230,18802688100.00,504,2063.36
20151231,18617395400.00,504,2043.94
20160104,18330362600.00,504,2012.66
20160105,18385082700.00,504,2016.71
20160106,18147688600.00,504,1990.26
20160107,17721250100.00,504,1943.09
20160108,17528085500.00,504,1922.03
20160111,17546162200.00,504,1923.67
20160112,17681740400.00,504,1938.68
20160113,17236875200.00,504,1890.28
20160114,17523378100.00,504,1921.84
20160115,17114674600.00,504,1880.33
20160119,17135258000.00,504,1881.33
20160120,16933898300.00,504,1859.33
20160121,17024825400.00,504,1868.99
20160122,17369116800.00,504,1906.90
20160125,17102432000.00,504,1877.08
20160126,17343627100.00,504,1903.63
20160127,17154601900.00,504,1882.95
20160128,17252350200.00,504,1893.36
20160129,17677853600.00,504,1940.24
20160201,17630374500.00,504,1939.38
20160202,17300783000.00,504,1903.03
20160203,17379180600.00,504,1912.53
20160204,17403794700.00,504,1915.45
20160205,17081702200.00,504,1880.05
20160208,16835819700.00,504,1853.44
20160209,16822686400.00,504,1852.21
20160210,16821648700.00,504,1851.86
20160211,16617755000.00,504,1829.08
20160212,16945746000.00,504,1864.78
20160216,17225466000.00,504,1895.58
20160217,17510068200.00,504,1926.82
20160218,17424984400.00,504,1917.83
20160219,17426059100.00,504,1917.78
20160222,17684190500.00,504,1945.50
20160223,17468288300.00,504,1921.27
20160224,17545989400.00,504,1929.80
20160225,17746481000.00,504,1951.70
20160226,17714313000.00,504,1948.05
20160229,17507959900.00,504,1932.23
20160301,17920719500.00,504,1978.35
20160302,17992052600.00,504,1986.45
20160303,18041140400.00,504,1993.40
20160304,18106924700.00,504,1999.99
20160307,18131117000.00,504,2001.76
20160308,17930001100.00,504,1979.26
20160309,18017873500.00,504,1989.26
20160310,18019454900.00,504,1989.57
20160311,18313233800.00,504,2022.19
20160314,18292021000.00,504,2019.64
20160315,18257911900.00,504,2015.93
20160316,18361728200.00,504,2027.22
20160317,18478842900.00,504,2040.59
20160318,18557980000.00,504,2049.58
20160321,18575969500.00,504,2051.60
20160322,18558985700.00,504,2049.80
20160323,18441376400.00,504,2036.71
20160324,18418061800.00,504,2035.94
20160328,18434301000.00,504,2037.05
20160329,18596439900.00,504,2055.01
20160330,18692858900.00,504,2063.95
20160331,18634390600.00,504,2059.74
20160401,18752803500.00,504,2072.78
20160404,18687731800.00,504,2066.13
20160405,18498085300.00,504,2045.17
20160406,18692444800.00,504,2066.66
20160407,18467637500.00,504,2041.91
20160408,18517870200.00,505,2047.60
20160411,18465916300.00,505,2041.99
20160412,18645409100.00,505,2061.72
20160413,18830898400.00,505,2082.42
20160414,18833472700.00,505,2082.78
20160415,18816091000.00,505,2080.73
20160418,18950487900.00,505,2094.34
20160419,19005702700.00,505,2100.80
20160420,19018629700.00,505,2102.40
20160421,18918566900.00,505,2091.48
20160422,18919012300.00,505,2091.58
20160425,18893811400.00,505,2087.79
20160426,18927330000.00,505,2091.70
20160427,18959477100.00,505,2095.15
20160428,18784720900.00,505,2075.81
20160429,18690033000.00,505,2065.30
20160502,18831649600.00,505,2081.43
20160503,18678436900.00,505,2063.37
20160504,18569885900.00,505,2051.12
20160505,18567405700.00,505,2050.63
20160506,18629242600.00,505,2057.14
20160509,18646204900.00,505,2058.69
20160510,18878929200.00,505,2084.39
20160511,18696433100.00,505,2064.46
20160512,18681878200.00,505,2064.11
20160513,18530045100.00,506,2046.61
20160516,18710201600.00,506,2066.66
20160517,18528699800.00,505,2047.21
20160518,18481185700.00,505,2047.63
20160519,18422374600.00,505,2040.04
20160520,18533166800.00,505,2052.32
20160523,18493601700.00,505,2048.04
20160524,18746190300.00,505,2076.06
20160525,18875440500.00,505,2090.54
20160526,18872069300.00,505,2090.10
20160527,18951992300.00,505,2099.06
20160531,18914293500.00,505,2096.96
20160601,18935028400.00,505,2099.33
20160602,18987947800.00,505,2105.26
20160603,18916560900.00,505,2099.13
20160606,19008073200.00,505,2109.41
20160607,19031363500.00,505,2112.13
20160608,19094551400.00,505,2119.12
20160609,19061350400.00,505,2115.48
20160610,18886294100.00,505,2096.07
20160613,18734156500.00,505,2079.06
20160614,18701542100.00,505,2075.32
20160615,18668151100.00,505,2071.50
20160616,18726022800.00,505,2077.99
20160617,18665453600.00,505,2071.22
20160620,18774670500.00,505,2083.25
20160621,18824361300.00,505,2088.90
20160622,18785490900.00,505,2085.45
20160623,19035734700.00,505,2113.32
20160624,18356267100.00,505,2037.41
20160627,18025643000.00,505,2000.54
20160628,18342844600.00,505,2036.09
20160629,18656784200.00,505,2070.77
20160630,18902419700.00,505,2098.86
20160701,18933291500.00,505,2102.95
20160705,18806546500.00,506,2088.55
20160706,18907553000.00,505,2099.73
20160707,18890945100.00,505,2097.90
20160708,19177860600.00,505,2129.90
20160711,19243959700.00,505,2137.16
20160712,19374562300.00,505,2152.14
20160713,19377739000.00,505,2152.43
20160714,19478669200.00,505,2163.75
20160715,19459213400.00,505,2161.74
20160718,19505829900.00,505,2166.89
20160719,19477796700.00,505,2163.78
20160720,19560666400.00,505,2173.02
20160721,19490357000.00,505,2165.17
20160722,19576109500.00,505,2175.03
20160725,19519498300.00,505,2168.48
20160726,19522654700.00,505,2169.18
20160727,19495967200.00,505,2166.58
20160728,19528592800.00,505,2170.06
20160729,19539744000.00,505,2173.60
20160801,19516606100.00,505,2170.84
20160802,19391059800.00,505,2157.03
20160803,19450418800.00,505,2163.79
20160804,19455460100.00,505,2164.25
20160805,19624187700.00,505,2182.87
20160808,19606268700.00,505,2180.89
20160809,19612975200.00,505,2181.74
20160810,19559540400.00,505,2175.49
20160811,19651832200.00,505,2185.79
20160812,19636878200.00,505,2184.05
20160815,19690365900.00,505,2190.15
20160816,19581877000.00,505,2178.15
20160817,19617079100.00,505,2182.22
20160818,19662434600.00,505,2187.02
20160819,19632432300.00,505,2183.87
20160822,19621658300.00,505,2182.64
20160823,19658413500.00,505,2186.90
20160824,19555003200.00,505,2175.44
20160825,19526959200.00,505,2172.47
20160826,19496934800.00,505,2169.04
20160829,19598214600.00,505,2180.38
20160830,19558672800.00,505,2176.12
20160831,19491364100.00,505,2170.95
20160901,19492418300.00,505,2170.86
20160902,19571825200.00,505,2179.98
20160906,19612773900.00,505,2186.48
20160907,19588167400.00,506,2186.16
20160908,19608098500.00,505,2181.30
20160909,19124673100.00,505,2127.81
20160912,19407556500.00,505,2159.04
20160913,19120695000.00,505,2127.02
20160914,19108803700.00,505,2125.77
20160915,19302016900.00,505,2147.26
20160916,19230202900.00,505,2139.16
20160919,19228082000.00,505,2139.12
20160920,19234390400.00,505,2139.76
20160921,19442686400.00,505,2163.12
20160922,19569551900.00,505,2177.18
20160923,19455144800.00,505,2164.69
20160926,19286887300.00,505,2146.10
20160927,19413319700.00,505,2159.93
20160928,19514260900.00,505,2171.37
20160929,19331388100.00,505,2151.13
20160930,19493888200.00,505,2168.27
20161003,19429985500.00,507,2161.20
20161004,19330081700.00,505,2150.49
20161005,19412086800.00,505,2159.73
20161006,19417062500.00,505,2160.77
20161007,19352769500.00,505,2153.74
20161010,19441240100.00,505,2163.66
20161011,19198617900.00,505,2136.73
20161012,19220416000.00,505,2139.18
20161013,19163289700.00,505,2132.55
20161014,19160874900.00,505,2132.98
20161017,19102278500.00,505,2126.50
20161018,19220552700.00,505,2139.60
20161019,19261926700.00,505,2144.29
20161020,19235150000.00,505,2141.34
20161021,19238214500.00,505,2141.16
20161024,19333377400.00,505,2151.33
20161025,19260517700.00,505,2143.16
20161026,19225346400.00,505,2139.43
20161027,19166577800.00,505,2133.04
20161028,19109160000.00,505,2126.41
20161031,19098854900.00,506,2126.15
20161101,18967986400.00,508,2111.72
20161102,18827400300.00,505,2097.94
20161103,18743896100.00,505,2088.66
20161104,18710313000.00,505,2085.18
20161107,19125253300.00,505,2131.52
20161108,19197850000.00,505,2139.56
20161109,19406175900.00,505,2163.26
20161110,19432756100.00,506,2167.48
20161111,19405304700.00,505,2164.45
20161114,19401037200.00,505,2164.20
20161115,19548357600.00,505,2180.39
20161116,19518239700.00,505,2176.94
20161117,19606369600.00,505,2187.12
20161118,19557782100.00,505,2181.90
20161121,19705113700.00,505,2198.18
20161122,19750227100.00,505,2202.94
20161123,19765499400.00,505,2204.72
20161125,19843138400.00,505,2213.35
20161128,19739309300.00,505,2201.72
20161129,19765620100.00,505,2204.66
20161130,19675340900.00,505,2198.81
20161201,19602118100.00,505,2191.08
20161202,19618750100.00,505,2191.95
20161205,19733104100.00,505,2204.71
20161206,19800393200.00,505,2212.23
20161207,20060875000.00,505,2241.35
20161208,20103317500.00,505,2246.19
20161209,20221009700.00,505,2259.53
20161212,20197555500.00,505,2256.96
20161213,20329179200.00,505,2271.72
20161214,20164532200.00,505,2253.28
20161215,20240849600.00,505,2262.03
20161216,20204631700.00,505,2258.07
20161219,20244726400.00,505,2262.53
20161220,20318505500.00,505,2270.76
20161221,20268589200.00,505,2265.18
20161222,20226774500.00,505,2260.96
20161223,20252122700.00,505,2263.79
20161227,20298459000.00,505,2268.88
20161228,20129600800.00,505,2249.92
20161229,20123661300.00,505,2249.26
20161230,20013228000.00,505,2238.83
20170103,20181757900.00,505,2257.83
20170104,20298730600.00,505,2270.75
20170105,20274142800.00,505,2269.00
20170106,20343574100.00,505,2276.98
20170109,20272884100.00,505,2268.90
20170110,20272485900.00,505,2268.90
20170111,20331153900.00,505,2275.32
20170112,20289156900.00,505,2270.44
20170113,20325300300.00,505,2274.64
20170117,20277901800.00,505,2267.89
20170118,20313057600.00,505,2271.89
20170119,20240553000.00,505,2263.69
20170120,20306864400.00,505,2271.31
20170123,20253803500.00,505,2265.20
20170124,20387662000.00,505,2280.07
20170125,20548943600.00,505,2298.37
20170126,20534844400.00,505,2296.68
20170127,20515059200.00,505,2294.69
20170130,20391890700.00,505,2280.90
20170131,20371809800.00,505,2278.87
20170201,20372706100.00,505,2279.55
20170202,20386016800.00,506,2280.85
20170203,20526208000.00,505,2297.42
20170206,20482042800.00,505,2292.56
20170207,20487050900.00,505,2293.08
20170208,20503073400.00,505,2294.67
20170209,20621798200.00,505,2307.87
20170210,20694349100.00,505,2316.10
20170213,20800597700.00,505,2328.25
20170214,20884437600.00,505,2337.58
20170215,20988972100.00,505,2349.25
20170216,20967469600.00,505,2347.22
20170217,21008930500.00,505,2351.16
20170221,21137945800.00,505,2365.38
20170222,21114668900.00,505,2362.82
20170223,21120887700.00,505,2363.81
20170224,21153048400.00,505,2367.34
20170227,21155808300.00,505,2369.75
20170228,21074513100.00,505,2363.64
20170301,21361341700.00,505,2395.96
20170302,21242768900.00,505,2381.92
20170303,21251705800.00,505,2383.12
20170306,21182322700.00,505,2375.31
20170307,21118531800.00,505,2368.39
20170308,21071606900.00,505,2362.98
20170309,21088768700.00,505,2364.87
20170310,21162534200.00,505,2372.60
20170313,21160355100.00,505,2373.47
20170314,21093577500.00,505,2365.45
20170315,21269292200.00,505,2385.26
20170316,21250046800.00,505,2381.38
20170317,21221449600.00,505,2378.25
20170320,21202031200.00,505,2373.47
20170321,20942589300.00,505,2344.02
20170322,20982227900.00,505,2348.45
20170323,20960159700.00,505,2345.96
20170324,20943245000.00,505,2343.98
20170327,20923517500.00,505,2341.59
20170328,21074987700.00,505,2358.57
20170329,21101306000.00,505,2361.13
20170330,21163094200.00,505,2368.06
20170331,21090060200.00,505,2362.72
20170403,21045644600.00,505,2358.84
20170404,21073308300.00,505,2360.16
20170405,21014926400.00,505,2352.95
20170406,21053514900.00,505,2357.49
20170407,21038112100.00,505,2355.54
20170410,21053251900.00,505,2357.16
20170411,21023942900.00,505,2353.78
20170412,20946191100.00,505,2344.93
20170413,20804686000.00,505,2328.95
20170417,20983414700.00,505,2349.01
20170418,20924858800.00,505,2342.19
20170419,20888991000.00,505,2338.17
20170420,21046156800.00,505,2355.84
20170421,20983281800.00,505,2348.69
20170424,21209100400.00,505,2374.15
20170425,21336042800.00,505,2388.61
20170426,21325917100.00,505,2387.45
20170427,21338731500.00,505,2388.77
20170428,21303086200.00,505,2384.20
20170501,21340354300.00,505,2388.33
20170502,21364738900.00,505,2391.17
20170503,21335542700.00,505,2388.13
20170504,21350991900.00,505,2389.52
20170505,21436615400.00,505,2399.29
20170508,21433890500.00,505,2399.38
20170509,21415001400.00,505,2396.92
20170510,21439230000.00,505,2399.63
20170511,21392139400.00,505,2394.44
20170512,21359555900.00,505,2390.90
20170515,21461604000.00,505,2402.32
20170516,21445981600.00,505,2400.67
20170517,21058414500.00,505,2357.03
20170518,21140092500.00,505,2365.72
20170519,21283409900.00,505,2381.73
20170522,21393819500.00,505,2394.02
20170523,21433216300.00,505,2398.42
20170524,21488454400.00,505,2404.39
20170525,21585234900.00,505,2415.07
20170526,21592193800.00,505,2415.82
20170530,21565569400.00,505,2412.91
20170531,21539204300.00,505,2411.80
20170601,21702482900.00,505,2430.06
20170602,21798219100.00,505,2439.07
20170605,21772895000.00,505,2436.10
20170606,21709403400.00,505,2429.33
20170607,21744107100.00,505,2433.14
20170608,21748517200.00,505,2433.79
20170609,21725138200.00,505,2431.77
20170612,21704003900.00,505,2429.39
20170613,21802369400.00,505,2440.35
20170614,21781897300.00,505,2437.92
20170615,21715211400.00,505,2432.46
20170616,21714653400.00,505,2433.15
20170619,21892652200.00,505,2453.46
20170620,21747624200.00,505,2437.03
20170621,21739042600.00,505,2435.61
20170622,21732464400.00,505,2434.50
20170623,21766412800.00,505,2438.30
20170626,21774218500.00,505,2439.07
20170627,21598358300.00,505,2419.38
20170628,21788203000.00,505,2440.69
20170629,21599237800.00,505,2419.70
20170630,21614640700.00,505,2423.41
20170703,21659345600.00,505,2429.01
20170705,21685011100.00,505,2432.54
20170706,21482555500.00,505,2409.75
20170707,21620133300.00,505,2425.18
20170710,21638322100.00,505,2427.43
20170711,21622723600.00,505,2425.53
20170712,21781987900.00,505,2443.25
20170713,21823924300.00,505,2447.83
20170714,21927869900.00,505,2459.27
20170717,21925780200.00,505,2459.14
20170718,21935652700.00,505,2460.61
20170719,22052315000.00,505,2473.83
20170720,22050848800.00,505,2473.45
20170721,22043253100.00,505,2472.54
20170724,22022435300.00,505,2469.91
20170725,21994147600.00,505,2477.13
20170726,22044312300.00,505,2477.83
20170727,22022921600.00,505,2475.42
20170728,21990707400.00,505,2472.10
20170731,21944725800.00,505,2470.30
20170801,21996750300.00,505,2476.35
20170802,22002789300.00,505,2477.57
20170803,21954465600.00,505,2472.16
20170804,21993909100.00,505,2476.83
20170807,22033347000.00,506,2480.91
20170808,21976062800.00,505,2474.92
20170809,21965982900.00,505,2474.02
20170810,21647542500.00,505,2438.21
20170811,21676854300.00,505,2441.32
20170814,21894245600.00,505,2465.84
20170815,21883329200.00,505,2464.61
20170816,21914003400.00,505,2468.11
20170817,21574961500.00,505,2430.01
20170818,21534741000.00,505,2425.55
20170821,21560091100.00,505,2428.37
20170822,21773607300.00,505,2452.51
20170823,21698286200.00,505,2444.04
20170824,21650351200.00,505,2438.97
20170825,21684258100.00,505,2443.05
20170828,21679258900.00,505,2444.24
20170829,21719716500.00,505,2446.30
20170830,21820160800.00,505,2457.59
20170831,21947284000.00,505,2471.65
20170901,22003267600.00,505,2476.55
20170905,21841079600.00,505,2457.85
20170906,21909389800.00,505,2465.54
20170907,21908172600.00,505,2465.10
20170908,21873000500.00,505,2461.43
20170911,22108043900.00,505,2488.11
20170912,22183414300.00,505,2496.48
20170913,22194968800.00,505,2498.37
20170914,22169104600.00,505,2495.62
20170915,22203893800.00,505,2500.23
20170918,22243881300.00,505,2503.87
20170919,22266225800.00,505,2506.65
20170920,22281232600.00,505,2508.24
20170921,22213256900.00,505,2500.60
20170922,22226316400.00,505,2502.22
20170925,22176368200.00,505,2496.66
20170926,22179677400.00,505,2496.84
20170927,22270363300.00,505,2507.04
20170928,22297042100.00,505,2510.06
20170929,22371374100.00,505,2519.36
20171002,22457434600.00,505,2529.12
20171003,22507216400.00,505,2534.58
20171004,22534836200.00,505,2537.74
20171005,22663430000.00,505,2552.07
20171006,22639162300.00,505,2549.33
20171009,22599364800.00,505,2544.73
20171010,22656296500.00,505,2550.64
20171011,22700444500.00,505,2555.24
20171012,22664360200.00,505,2550.93
20171013,22677774600.00,505,2553.17
20171016,22715359500.00,505,2557.64
20171017,22729170500.00,505,2559.36
20171018,22746547000.00,505,2561.26
20171019,22754421500.00,505,2562.10
20171020,22872153000.00,505,2575.21
20171023,22782456100.00,505,2564.98
20171024,22819412600.00,505,2569.13
20171025,22714307000.00,505,2557.15
20171026,22742355700.00,505,2560.40
20171027,22933087000.00,505,2581.07
20171030,22857391600.00,505,2572.83
20171031,22841910200.00,505,2575.26
20171101,22878415500.00,505,2579.36
20171102,22883505300.00,505,2579.85
20171103,22956409900.00,505,2587.84
20171106,22984357900.00,505,2591.13
20171107,22982132800.00,505,2590.64
20171108,23019287600.00,505,2594.38
20171109,22931988000.00,505,2584.62
20171110,22913634600.00,505,2582.30
20171113,22936538300.00,505,2584.84
20171114,22887106500.00,505,2578.87
20171115,22759602800.00,505,2564.62
20171116,22961616300.00,505,2585.64
20171117,22899364200.00,505,2578.85
20171120,22927617600.00,505,2582.14
20171121,23074479200.00,505,2599.03
20171122,23058180900.00,505,2597.08
20171124,23109153700.00,505,2602.42
20171127,23100422800.00,505,2601.42
20171128,23323263700.00,505,2627.04
20171129,23313693700.00,505,2626.07
20171130,23487731800.00,505,2647.58
20171201,23439058500.00,505,2642.22
20171204,23412461000.00,505,2639.44
20171205,23322644600.00,505,2629.57
20171206,23321645000.00,505,2629.27
20171207,23389989000.00,505,2636.98
20171208,23517724900.00,505,2651.50
20171211,23592678000.00,505,2659.99
20171212,23628081200.00,505,2664.11
20171213,23618610600.00,505,2662.85
20171214,23524034900.00,505,2652.01
20171215,23723138300.00,505,2675.81
20171218,23850228200.00,505,2690.16
20171219,23775369200.00,505,2681.47
20171220,23753796000.00,505,2679.25
20171221,23799346800.00,505,2684.57
20171222,23789098800.00,505,2683.34
20171226,23767730600.00,505,2680.50
20171227,23785194300.00,505,2682.62
20171228,23828434500.00,505,2687.54
20171229,23675105600.00,505,2673.61
20180102,23869994100.00,505,2695.81
20180103,24034050000.00,505,2713.06
20180104,24131139600.00,505,2723.99
20180105,24301168600.00,505,2743.15
20180108,24344705000.00,505,2747.71
20180109,24375411700.00,505,2751.29
20180110,24345401800.00,505,2748.23
20180111,24516476300.00,505,2767.56
20180112,24684239300.00,505,2786.24
20180116,24597978300.00,505,2776.42
20180117,24830277200.00,505,2802.56
20180118,24792394300.00,505,2798.03
20180119,24900324400.00,505,2810.30
20180122,25101548700.00,505,2832.97
20180123,25159107400.00,505,2839.13
20180124,25149477000.00,505,2837.54
20180125,25169025900.00,505,2839.25
20180126,25467725100.00,505,2872.87
20180129,25301037200.00,505,2853.53
20180130,25027365300.00,505,2822.43
20180131,25029304500.00,505,2823.81
20180201,25004425800.00,505,2821.98
20180202,24478387900.00,505,2762.13
20180205,23477862500.00,505,2648.94
20180206,23886215400.00,505,2695.14
20180207,23769022700.00,505,2681.66
20180208,22878555000.00,505,2581.00
20180209,23212332000.00,505,2619.55
20180212,23535822100.00,505,2656.00
20180213,23602259900.00,505,2662.94
20180214,23922433000.00,505,2698.63
20180215,24201706200.00,505,2731.20
20180216,24209616100.00,505,2732.22
20180220,24054419900.00,505,2716.26
20180221,23921906700.00,505,2701.33
20180222,23946191900.00,505,2703.96
20180223,24326375400.00,505,2747.30
20180226,24605681900.00,505,2779.60
20180227,24291050200.00,505,2744.28
20180228,23987621000.00,505,2713.83
20180301,23667886300.00,505,2677.67
20180302,23787364500.00,505,2691.25
20180305,24051027900.00,505,2720.94
20180306,24117044000.00,505,2728.12
20180307,24109766300.00,505,2726.80
20180308,24217614400.00,505,2738.97
20180309,24635637800.00,505,2786.57
20180312,24605666500.00,505,2783.02
20180313,24450458300.00,505,2765.31
20180314,24311368000.00,505,2749.48
20180315,24289435600.00,505,2747.33
20180316,24332380800.00,505,2752.01
20180319,24022663600.00,505,2712.92
20180320,24054818700.00,505,2716.94
20180321,24009421400.00,505,2711.93
20180322,23406969300.00,505,2643.69
20180323,22907378600.00,505,2588.26
20180326,23527770500.00,505,2658.55
20180327,23118183400.00,505,2612.62
20180328,23047361900.00,505,2605.00
20180329,23343477100.00,505,2640.87
20180402,22815687400.00,505,2581.88
20180403,23103888700.00,505,2614.45
20180404,23377031000.00,505,2644.69
20180405,23540415800.00,505,2662.84
20180406,23023460600.00,505,2604.47
20180409,23098583000.00,505,2613.16
20180410,23481163300.00,505,2656.87
20180411,23351341900.00,505,2642.19
20180412,23541917900.00,505,2663.99
20180413,23472635400.00,505,2656.30
20180416,23664036100.00,505,2677.84
20180417,23920048700.00,505,2706.39
20180418,23940318800.00,505,2708.64
20180419,23810705600.00,505,2693.13
20180420,23601177700.00,505,2670.14
20180423,23598153300.00,505,2670.29
20180424,23280425100.00,505,2634.56
20180425,23323171800.00,505,2639.40
