caldt,totval,totcnt,spindx
20120224,12646988900.00,500,1365.74
20120227,12664041400.00,500,1367.59
20120228,12707973100.00,500,1372.18
20120229,12624202000.00,500,1365.68
20120301,12701218900.00,500,1374.09
20120302,12663204100.00,500,1369.63
20120305,12615298900.00,500,1364.33
20120306,12421297200.00,500,1343.36
20120307,12508559800.00,500,1352.63
20120308,12628860200.00,500,1365.91
20120309,12673705500.00,500,1370.87
20120312,12675856900.00,500,1371.09
20120313,12904082900.00,500,1395.95
20120314,12903701200.00,500,1394.28
20120315,12980890400.00,500,1402.60
20120316,12994663900.00,500,1404.17
20120319,13044180600.00,500,1409.75
20120320,13006907800.00,500,1405.52
20120321,12982218800.00,500,1402.89
20120322,12889060800.00,500,1392.78
20120323,12928859000.00,500,1397.11
20120326,13107880500.00,500,1416.51
20120327,13072461500.00,500,1412.52
20120328,13008146700.00,500,1405.54
20120329,12986585500.00,500,1403.28
20120330,13039494000.00,500,1408.47
20120402,13125570000.00,500,1419.04
20120403,13072759800.00,500,1413.38
20120404,12949454500.00,500,1398.96
20120405,12943984500.00,500,1398.08
20120409,12796531300.00,500,1382.20
20120410,12582954300.00,500,1358.59
20120411,12676572500.00,500,1368.71
20120412,12851339900.00,500,1387.57
20120413,12691715300.00,500,1370.26
20120416,12686225500.00,500,1369.57
20120417,12882927600.00,500,1390.78
20120418,12832068000.00,500,1385.14
20120419,12756778700.00,500,1376.92
20120420,12772392000.00,500,1378.53
20120423,12660162900.00,500,1366.94
20120424,12702279600.00,500,1371.97
20120425,12874485000.00,500,1390.69
20120426,12963954300.00,500,1399.98
20120427,12999232500.00,500,1403.36
20120430,12936189900.00,500,1397.91
20120501,13007095200.00,500,1405.82
20120502,12975368300.00,500,1402.31
20120503,12874646000.00,500,1391.57
20120504,12665124400.00,500,1369.10
20120507,12667124600.00,500,1369.58
20120508,12612689600.00,500,1363.72
20120509,12529800900.00,500,1354.58
20120510,12559927200.00,500,1357.99
20120511,12518174500.00,500,1353.39
20120514,12378979500.00,500,1338.35
20120515,12309126300.00,500,1330.66
20120516,12252435000.00,500,1324.80
20120517,12071436900.00,500,1304.86
20120518,11983019800.00,500,1295.22
20120521,12176029800.00,500,1315.99
20120522,12170582200.00,500,1316.63
20120523,12192447800.00,500,1318.86
20120524,12210936700.00,500,1320.68
20120525,12198320600.00,500,1317.82
20120529,12334211000.00,500,1332.42
20120530,12156834300.00,500,1313.32
20120531,12122975400.00,500,1310.33
20120601,11822895500.00,500,1278.04
20120604,11825974000.00,500,1278.18
20120605,11895954600.00,500,1285.50
20120606,12170300400.00,500,1315.13
20120607,12169742900.00,500,1314.99
20120608,12271374000.00,500,1325.66
20120611,12114554300.00,500,1308.93
20120612,12255542500.00,500,1324.18
20120613,12169357900.00,500,1314.88
20120614,12299697300.00,500,1329.10
20120615,12427404200.00,500,1342.84
20120618,12445767300.00,500,1344.78
20120619,12568061300.00,500,1357.98
20120620,12548883600.00,500,1355.69
20120621,12269809400.00,500,1325.51
20120622,12355917500.00,500,1335.02
20120625,12161982800.00,500,1313.72
20120626,12219852300.00,500,1319.99
20120627,12326961600.00,500,1331.85
20120628,12299635600.00,500,1329.04
20120629,12600286300.00,500,1362.16
20120702,12621828500.00,500,1365.51
20120703,12703665000.00,500,1374.02
20120705,12645607800.00,500,1367.58
20120706,12526961500.00,500,1354.68
20120709,12506403700.00,500,1352.46
20120710,12406057100.00,500,1341.47
20120711,12404267400.00,500,1341.45
20120712,12341771800.00,500,1334.76
20120713,12546530900.00,500,1356.78
20120716,12516462900.00,500,1353.64
20120717,12608777600.00,500,1363.67
20120718,12692147300.00,500,1372.78
20120719,12725482700.00,500,1376.51
20120720,12600413700.00,500,1362.66
20120723,12486055800.00,500,1350.52
20120724,12373226900.00,500,1338.31
20120725,12369013400.00,500,1337.89
20120726,12574795400.00,500,1360.02
20120727,12797369100.00,500,1385.97
20120730,12792511600.00,500,1385.30
20120731,12762979000.00,500,1379.32
20120801,12721654800.00,500,1375.14
20120802,12629552000.00,500,1365.00
20120803,12868249900.00,500,1390.99
20120806,12898190700.00,500,1394.23
20120807,12964694600.00,500,1401.35
20120808,12973224600.00,500,1402.22
20120809,12977543800.00,500,1402.80
20120810,13005096600.00,500,1405.87
20120813,12989231600.00,500,1404.11
20120814,12989681400.00,500,1403.93
20120815,13006640500.00,500,1405.53
20120816,13096162400.00,500,1415.51
20120817,13120409000.00,500,1418.16
20120820,13119845600.00,500,1418.13
20120821,13072003900.00,500,1413.17
20120822,13074442100.00,500,1413.49
20120823,12970437800.00,500,1402.08
20120824,13055299400.00,500,1411.13
20120827,13049861700.00,500,1410.44
20120828,13039882100.00,500,1409.30
20120829,13051660200.00,500,1410.49
20120830,12949761600.00,500,1399.48
20120831,12981524900.00,500,1406.58
20120904,12968803600.00,500,1404.94
20120905,12975562400.00,500,1403.44
20120906,13238094900.00,500,1432.12
20120907,13289974400.00,500,1437.92
20120910,13208148300.00,500,1429.08
20120911,13249945400.00,500,1433.56
20120912,13277496900.00,500,1436.56
20120913,13492050400.00,500,1459.99
20120914,13547689500.00,500,1465.77
20120917,13503901400.00,500,1461.19
20120918,13486309700.00,500,1459.32
20120919,13502400500.00,500,1461.05
20120920,13494388100.00,500,1460.26
20120921,13491881400.00,500,1460.15
20120924,13464463000.00,500,1456.89
20120925,13321280100.00,500,1441.59
20120926,13244796100.00,500,1433.32
20120927,13370831600.00,500,1447.15
20120928,13307014100.00,500,1440.67
20121001,13344492200.00,500,1444.49
20121002,13354637200.00,500,1445.75
20121003,13403585700.00,500,1450.99
20121004,13500536800.00,500,1461.40
20121005,13498409900.00,500,1460.93
20121008,13453875700.00,500,1455.88
20121009,13320015500.00,500,1441.48
20121010,13239381800.00,500,1432.56
20121011,13242801800.00,500,1432.84
20121012,13205562700.00,500,1428.59
20121015,13312614700.00,500,1440.13
20121016,13447626800.00,500,1454.92
20121017,13502193400.00,500,1460.91
20121018,13467712100.00,500,1457.34
20121019,13245639600.00,500,1433.19
20121022,13250897900.00,500,1433.82
20121023,13061279800.00,500,1413.11
20121024,13021583600.00,500,1408.75
20121025,13057480300.00,500,1412.97
20121026,13050415600.00,500,1411.94
20121031,13042326200.00,500,1412.16
20121101,13179147200.00,500,1427.59
20121102,13057575100.00,500,1414.20
20121105,13084184400.00,500,1417.26
20121106,13188431600.00,500,1428.39
20121107,12878087100.00,500,1394.53
20121108,12720365300.00,500,1377.51
20121109,12739925600.00,500,1379.85
20121112,12741187500.00,500,1380.03
20121113,12689651800.00,500,1374.53
20121114,12513300200.00,500,1355.49
20121115,12487658500.00,500,1353.33
20121116,12548053800.00,500,1359.88
20121119,12793595100.00,500,1386.89
20121120,12802566700.00,500,1387.81
20121121,12832840000.00,500,1391.03
20121123,13000566400.00,500,1409.15
20121126,12974081000.00,500,1406.29
20121127,12906775500.00,500,1398.94
20121128,13010130600.00,500,1409.93
20121129,13065231000.00,500,1415.95
20121130,13053457900.00,500,1416.18
20121203,12994724500.00,500,1409.46
20121204,12974073000.00,500,1407.05
20121205,12993890600.00,500,1409.28
20121206,13031643700.00,500,1413.94
20121207,13070873800.00,500,1418.07
20121210,13074706000.00,500,1418.55
20121211,13159442100.00,500,1427.84
20121212,13165971800.00,500,1428.48
20121213,13083640700.00,500,1419.45
20121214,13030231800.00,500,1413.58
20121217,13182448800.00,500,1430.36
20121218,13332855100.00,500,1446.79
20121219,13234708100.00,500,1435.81
20121220,13304771800.00,500,1443.69
20121221,13181290800.00,500,1430.15
20121224,13157999700.00,500,1426.66
20121226,13093322000.00,500,1419.83
20121227,13077751200.00,500,1418.10
20121228,12932269100.00,500,1402.43
20121231,13142271500.00,500,1426.19
20130102,13474076800.00,500,1462.42
20130103,13444453900.00,500,1459.37
20130104,13511647900.00,500,1466.47
20130107,13469936100.00,500,1461.89
20130108,13426462000.00,500,1457.15
20130109,13462859100.00,500,1461.02
20130110,13562654400.00,500,1472.12
20130111,13563592900.00,500,1472.05
20130114,13550948800.00,500,1470.68
20130115,13568569500.00,500,1472.34
20130116,13570664300.00,500,1472.63
20130117,13646914800.00,500,1480.94
20130118,13694953500.00,500,1485.98
20130122,13754611500.00,500,1492.56
20130123,13774062700.00,500,1494.81
20130124,13777375900.00,500,1494.82
20130125,13851750500.00,500,1502.96
20130128,13826349500.00,500,1500.18
20130129,13892332100.00,500,1507.84
20130130,13842764400.00,500,1501.96
20130131,13808364900.00,500,1498.11
20130201,13945957000.00,500,1513.17
20130204,13784507600.00,500,1495.71
20130205,13927594600.00,500,1511.29
20130206,13936116300.00,500,1512.12
20130207,13911505800.00,500,1509.39
20130208,13989471900.00,500,1517.93
20130211,13980922600.00,500,1517.01
20130212,14002623300.00,500,1519.43
20130213,14009987400.00,500,1520.33
20130214,14024574000.00,500,1521.38
20130215,14006665700.00,500,1519.79
20130219,14106616000.00,500,1530.94
20130220,13933384800.00,500,1511.95
20130221,13847592300.00,500,1502.42
20130222,13969197300.00,500,1515.60
20130225,13714333800.00,500,1487.85
20130226,13797901800.00,500,1496.94
20130227,13972397800.00,500,1515.99
20130228,13922280600.00,500,1514.68
20130301,13959269600.00,500,1518.20
20130304,14027216100.00,500,1525.20
20130305,14160147000.00,500,1539.79
20130306,14175437600.00,500,1541.46
20130307,14202598500.00,500,1544.26
20130308,14264210700.00,500,1551.18
20130311,14309906000.00,500,1556.22
20130312,14277739600.00,500,1552.48
20130313,14296614100.00,500,1554.52
20130314,14374481500.00,500,1563.23
20130315,14350652200.00,500,1560.70
20130318,14272465400.00,500,1552.10
20130319,14238524100.00,500,1548.34
20130320,14335147400.00,500,1558.71
20130321,14213251000.00,500,1545.80
20130322,14313777800.00,500,1556.89
20130325,14266355200.00,500,1551.69
20130326,14376676700.00,500,1563.77
20130327,14369248400.00,500,1562.85
20130328,14436687900.00,500,1569.19
20130401,14373967000.00,500,1562.17
20130402,14446004300.00,500,1570.25
20130403,14293884900.00,500,1553.69
20130404,14352020200.00,500,1559.98
20130405,14291330100.00,500,1553.28
20130408,14382830000.00,500,1563.07
20130409,14437490100.00,500,1568.61
20130410,14611293500.00,500,1587.73
20130411,14660559600.00,500,1593.37
20130412,14619716000.00,500,1588.85
20130415,14287214500.00,500,1552.36
20130416,14490033700.00,500,1574.57
20130417,14284520600.00,500,1552.01
20130418,14188737500.00,500,1541.61
20130419,14313951600.00,500,1555.25
20130422,14380388000.00,500,1562.50
20130423,14530304400.00,500,1578.78
20130424,14530327500.00,500,1578.79
20130425,14590737100.00,500,1585.16
20130426,14561672000.00,500,1582.24
20130429,14664778900.00,500,1593.61
20130430,14691831600.00,500,1597.57
20130501,14571786200.00,500,1582.70
20130502,14706632300.00,500,1597.59
20130503,14862223600.00,500,1614.42
20130506,14888700000.00,500,1617.50
20130507,14959220600.00,500,1625.96
20130508,15018848800.00,500,1632.69
20130509,14972661400.00,500,1626.67
20130510,15038956900.00,500,1633.70
20130513,15039664500.00,500,1633.77
20130514,15193311200.00,500,1650.34
20130515,15272689500.00,500,1658.78
20130516,15197026900.00,500,1650.47
20130517,15352883300.00,500,1667.47
20130520,15342105600.00,500,1666.29
20130521,15367225000.00,500,1669.16
20130522,15238419600.00,500,1655.35
20130523,15192629300.00,500,1650.51
20130524,15194777300.00,500,1649.60
20130528,15291765100.00,500,1660.06
20130529,15181842200.00,500,1648.36
20130530,15234821900.00,500,1654.41
20130531,15008107900.00,500,1630.74
20130603,15097082000.00,500,1640.42
20130604,15014516200.00,500,1631.38
20130605,14809304600.00,500,1608.90
20130606,14933499000.00,500,1622.56
20130607,15150502000.00,500,1643.38
20130610,15144707400.00,500,1642.81
20130611,14989674000.00,500,1626.13
20130612,14863179500.00,500,1612.52
20130613,15081619300.00,500,1636.36
20130614,14992896100.00,500,1626.73
20130617,15106747600.00,500,1639.04
20130618,15224478200.00,500,1651.81
20130619,15012562900.00,500,1628.93
20130620,14636861200.00,500,1588.19
20130621,14671193200.00,500,1592.43
20130624,14497718500.00,500,1573.09
20130625,14633864100.00,500,1588.03
20130626,14774903800.00,500,1603.26
20130627,14867772500.00,500,1613.20
20130628,14791521300.00,500,1606.28
20130701,14867342100.00,500,1614.96
20130702,14858028500.00,500,1614.08
20130703,14870245100.00,500,1615.41
20130705,15020627000.00,500,1631.89
20130708,15101798500.00,500,1640.46
20130709,15202937300.00,500,1652.32
20130710,15205796700.00,500,1652.62
20130711,15412471200.00,500,1675.02
20130712,15458803900.00,500,1680.19
20130715,15481724200.00,500,1682.50
20130716,15423748200.00,500,1676.26
20130717,15465517900.00,500,1680.91
20130718,15540859300.00,500,1689.37
20130719,15563628200.00,500,1692.09
20130722,15594613900.00,500,1695.53
20130723,15567392400.00,500,1692.39
20130724,15509206400.00,500,1685.94
20130725,15547692300.00,500,1690.25
20130726,15561167700.00,500,1691.65
20130729,15503321200.00,500,1685.33
20130730,15511017300.00,500,1685.96
20130731,15481333300.00,500,1685.73
20130801,15673304600.00,500,1706.87
20130802,15699025900.00,500,1709.67
20130805,15675267100.00,500,1707.14
20130806,15585453500.00,500,1697.37
20130807,15524450800.00,500,1690.91
20130808,15583808100.00,500,1697.48
20130809,15529494300.00,500,1691.42
20130812,15511335300.00,500,1689.47
20130813,15552518400.00,500,1694.16
20130814,15472270200.00,500,1685.39
20130815,15248977200.00,500,1661.32
20130816,15197308800.00,500,1655.83
20130819,15107067600.00,500,1646.06
20130820,15164840200.00,500,1652.35
20130821,15079093600.00,500,1642.80
20130822,15208537000.00,500,1656.96
20130823,15269691500.00,500,1663.50
20130826,15208103100.00,500,1656.78
20130827,14968364500.00,500,1630.48
20130828,15005807800.00,500,1634.96
20130829,15036921800.00,500,1638.17
20130830,14967939700.00,500,1632.97
20130903,15026881400.00,500,1639.77
20130904,15147365800.00,500,1653.08
20130905,15166035800.00,500,1655.08
20130906,15166516400.00,500,1655.17
20130909,15319739100.00,500,1671.71
20130910,15433841900.00,500,1683.99
20130911,15492946700.00,500,1689.13
20130912,15441135400.00,500,1683.42
20130913,15485405200.00,500,1687.99
20130916,15573989200.00,500,1697.60
20130917,15640634900.00,500,1704.76
20130918,15832563400.00,500,1725.52
20130919,15803992500.00,500,1722.34
20130920,15690389900.00,500,1709.91
20130923,15637470700.00,500,1701.84
20130924,15596634500.00,500,1697.42
20130925,15551919100.00,500,1692.77
20130926,15605665300.00,500,1698.67
20130927,15533646100.00,500,1691.75
20130930,15425476800.00,500,1681.55
20131001,15552896400.00,500,1695.00
20131002,15542908000.00,500,1693.87
20131003,15403251500.00,500,1678.66
20131004,15510379500.00,500,1690.50
20131007,15376102100.00,500,1676.12
20131008,15189591300.00,500,1655.45
20131009,15197543500.00,500,1656.40
20131010,15529571300.00,500,1692.56
20131011,15626407400.00,500,1703.20
20131014,15689377400.00,500,1710.14
20131015,15578732800.00,500,1698.06
20131016,15794285100.00,500,1721.54
20131017,15900120400.00,500,1733.15
20131018,16004756100.00,500,1744.50
20131021,16003582700.00,500,1744.66
20131022,16096595400.00,500,1754.67
20131023,16019676500.00,500,1746.38
20131024,16073615700.00,500,1752.07
20131025,16146348700.00,500,1759.77
20131028,16168988900.00,500,1762.11
20131029,16252250100.00,500,1771.95
20131030,16173867700.00,500,1763.31
20131031,16084261800.00,500,1756.54
20131101,16128939500.00,500,1761.64
20131104,16187301800.00,500,1767.93
20131105,16142761600.00,500,1762.97
20131106,16213455100.00,500,1770.49
20131107,15998367100.00,500,1747.15
20131108,16212262600.00,500,1770.61
20131111,16226327200.00,500,1771.89
20131112,16189346800.00,500,1767.69
20131113,16326389400.00,500,1782.00
20131114,16405542100.00,500,1790.62
20131115,16473592400.00,500,1798.18
20131118,16412919200.00,500,1791.53
20131119,16377793300.00,500,1787.87
20131120,16318436000.00,500,1781.37
20131121,16450171300.00,500,1795.85
20131122,16531801200.00,500,1804.76
20131125,16512917500.00,500,1802.48
20131126,16516277300.00,500,1802.75
20131127,16558431900.00,500,1807.23
20131129,16530422500.00,500,1805.81
20131202,16484874500.00,500,1800.90
20131203,16431382000.00,500,1795.15
20131204,16408879000.00,500,1792.81
20131205,16335382800.00,500,1785.03
20131206,16519084000.00,500,1805.09
20131209,16546037000.00,500,1808.37
20131210,16510633900.00,500,1802.62
20131211,16325176400.00,500,1782.22
20131212,16262086700.00,500,1775.50
20131213,16260727200.00,500,1775.32
20131216,16363237200.00,500,1786.54
20131217,16312556700.00,500,1781.00
20131218,16584388500.00,500,1810.65
20131219,16573963100.00,500,1809.60
20131220,16657358300.00,500,1818.32
20131223,16861472900.00,500,1827.99
20131224,16910421200.00,500,1833.32
20131226,16992748800.00,500,1842.02
20131227,16985031200.00,500,1841.40
20131230,16982022900.00,500,1841.07
20131231,17040676100.00,500,1848.36
20140102,16891931500.00,500,1831.98
20140103,16886602300.00,500,1831.37
20140106,16844182400.00,500,1826.77
20140107,16946589900.00,500,1837.88
20140108,16942668400.00,500,1837.49
20140109,16948918200.00,500,1838.13
20140110,16988634900.00,500,1842.37
20140113,16774053200.00,500,1819.20
20140114,16956346300.00,500,1838.88
20140115,17041726200.00,500,1848.38
20140116,17018173900.00,500,1845.89
20140117,16953292400.00,500,1838.70
20140121,17000239900.00,500,1843.80
20140122,17009075800.00,500,1844.86
20140123,16857269500.00,500,1828.46
20140124,16498181000.00,500,1790.29
20140127,16415723200.00,500,1781.56
20140128,16519217900.00,500,1792.50
20140129,16349376900.00,500,1774.20
20140130,16537046000.00,500,1794.19
20140131,16410535500.00,500,1782.59
20140203,16032131700.00,500,1741.89
20140204,16154553000.00,500,1755.20
20140205,16121990400.00,500,1751.64
20140206,16322020300.00,500,1773.43
20140207,16538372900.00,500,1797.02
20140210,16565632100.00,500,1799.84
20140211,16749172200.00,500,1819.75
20140212,16744385900.00,500,1819.26
20140213,16843454600.00,500,1829.83
20140214,16922701300.00,500,1838.63
20140218,16941651300.00,500,1840.76
20140219,16832981400.00,500,1828.75
20140220,16933258700.00,500,1839.78
20140221,16901630400.00,500,1836.25
20140224,17007492700.00,500,1847.61
20140225,16984956200.00,500,1845.12
20140226,16988102800.00,500,1845.16
20140227,17070383000.00,500,1854.29
20140228,17141525900.00,500,1859.45
20140303,17010527600.00,500,1845.73
20140304,17270821700.00,500,1873.91
20140305,17270169900.00,500,1873.81
20140306,17296893400.00,500,1877.03
20140307,17303909700.00,500,1878.04
20140310,17295097100.00,500,1877.17
20140311,17207185600.00,500,1867.63
20140312,17212954900.00,500,1868.20
20140313,17011220500.00,500,1846.34
20140314,16963488400.00,500,1841.13
20140317,17127916000.00,500,1858.83
20140318,17252091900.00,500,1872.25
20140319,17145264200.00,500,1860.77
20140320,17248306600.00,500,1872.01
20140321,17196777000.00,500,1866.52
20140324,17130040700.00,500,1857.44
20140325,17203972400.00,500,1865.62
20140326,17082511800.00,500,1852.56
20140327,17050268000.00,500,1849.04
20140328,17111129800.00,500,1857.62
20140331,17232591700.00,500,1872.34
20140401,17355076300.00,500,1885.52
20140402,17407962200.00,500,1890.90
20140403,17417804200.00,501,1888.77
20140404,17197726400.00,501,1865.09
20140407,17013963400.00,501,1845.04
20140408,17081759000.00,501,1851.96
20140409,17268549800.00,501,1872.18
20140410,16903986500.00,501,1833.08
20140411,16742352500.00,501,1815.69
20140414,16880917100.00,501,1830.61
20140415,16993005700.00,501,1842.98
20140416,17172121100.00,501,1862.31
20140417,17194481200.00,501,1864.85
20140421,17258636500.00,501,1871.89
20140422,17328980800.00,501,1879.55
20140423,17289440100.00,501,1875.39
20140424,17317600600.00,501,1878.61
20140425,17172999400.00,501,1863.40
20140428,17227384400.00,501,1869.43
20140429,17310865400.00,501,1878.33
20140430,17338111900.00,501,1883.95
20140501,17326920400.00,501,1883.68
20140502,17302705200.00,501,1881.14
20140505,17334194000.00,501,1884.66
20140506,17178062500.00,501,1867.72
20140507,17265998900.00,501,1878.21
20140508,17259544500.00,501,1875.63
20140509,17287393600.00,501,1878.48
20140512,17458105200.00,501,1896.65
20140513,17465833400.00,501,1897.45
20140514,17382890400.00,501,1888.53
20140515,17217004200.00,501,1870.85
20140516,17281097500.00,501,1877.86
20140519,17347152000.00,501,1885.08
20140520,17233437100.00,501,1872.83
20140521,17373306400.00,501,1888.03
20140522,17413365400.00,501,1892.49
20140523,17488516100.00,501,1900.53
20140527,17593214000.00,501,1911.91
20140528,17572510600.00,501,1909.78
20140529,17663620200.00,501,1920.03
20140530,17675521400.00,501,1923.57
20140602,17684819900.00,501,1924.97
20140603,17677134800.00,501,1924.24
20140604,17711053600.00,501,1927.88
20140605,17827647500.00,501,1940.46
20140606,17910860300.00,501,1949.44
20140609,17924808900.00,501,1951.27
20140610,17920000300.00,501,1950.79
20140611,17856197800.00,501,1943.89
20140612,17729041200.00,501,1930.11
20140613,17783955100.00,501,1936.16
20140616,17798775200.00,501,1937.78
20140617,17838293600.00,501,1941.99
20140618,17977925300.00,501,1956.98
20140619,17999030700.00,501,1959.48
20140620,18029374000.00,501,1962.87
20140623,18037332500.00,501,1962.61
20140624,17921246300.00,501,1949.98
20140625,18007231600.00,501,1959.53
20140626,17983506400.00,501,1957.22
20140627,18013355600.00,501,1960.96
20140630,17997792100.00,501,1960.23
20140701,18101147400.00,501,1973.32
20140702,18116679400.00,501,1974.62
20140703,18213995900.00,501,1985.44
20140707,18143261200.00,501,1977.65
20140708,18016134900.00,501,1963.71
20140709,18099022400.00,501,1972.83
20140710,18024029900.00,501,1964.68
20140711,18051348800.00,501,1967.57
20140714,18138920600.00,501,1977.10
20140715,18103680200.00,501,1973.28
20140716,18179663700.00,501,1981.57
20140717,17970565200.00,501,1958.12
20140718,18174114900.00,501,1978.22
20140721,18132329700.00,501,1973.63
20140722,18222476300.00,501,1983.53
20140723,18254427500.00,501,1987.01
20140724,18262716900.00,501,1987.98
20140725,18170278000.00,501,1978.34
20140728,18175279400.00,501,1978.91
20140729,18092740000.00,501,1969.95
20140730,18093330000.00,501,1970.07
20140731,17705580400.00,501,1930.67
20140801,17652600500.00,501,1925.15
20140804,17777398600.00,501,1938.99
20140805,17606965200.00,501,1920.21
20140806,17607396100.00,501,1920.24
20140807,17515883100.00,502,1909.57
20140808,17716713200.00,502,1931.59
20140811,17764881400.00,502,1936.92
20140812,17734345400.00,502,1933.75
20140813,17852921100.00,502,1946.72
20140814,17929895000.00,502,1955.18
20140815,17929344800.00,502,1955.06
20140818,18082651000.00,502,1971.74
20140819,18175149600.00,502,1981.60
20140820,18219717600.00,502,1986.51
20140821,18273481400.00,502,1992.37
20140822,18239042400.00,502,1988.40
20140825,18326167600.00,502,1997.92
20140826,18345939900.00,502,2000.02
20140827,18344614700.00,502,2000.12
20140828,18313102800.00,502,1996.74
20140829,18342510800.00,502,2003.37
20140902,18333730800.00,502,2002.28
20140903,18319959000.00,502,2000.72
20140904,18293885200.00,502,1997.65
20140905,18385920200.00,502,2007.71
20140908,18328101200.00,502,2001.54
20140909,18207742500.00,502,1988.44
20140910,18272828500.00,502,1995.69
20140911,18288337700.00,502,1997.45
20140912,18179961100.00,502,1985.54
20140915,18164705500.00,502,1984.13
20140916,18301413500.00,502,1998.98
20140917,18324008700.00,502,2001.57
20140918,18413662700.00,502,2011.36
20140919,18405257800.00,502,2010.40
20140922,18270791100.00,502,1994.29
20140923,18164160900.00,502,1982.77
20140924,18309064400.00,502,1998.30
20140925,18013888900.00,502,1965.99
20140926,18149475900.00,502,1982.85
20140929,18102589500.00,502,1977.80
20140930,18057660200.00,502,1972.29
20141001,17814872500.00,502,1946.16
20141002,17815029700.00,502,1946.17
20141003,18013754200.00,502,1967.90
20141006,18001383600.00,502,1964.82
20141007,17729580600.00,502,1935.10
20141008,18037180500.00,502,1968.89
20141009,17665278200.00,502,1928.21
20141010,17463921200.00,502,1906.13
20141013,17176489500.00,502,1874.74
20141014,17204462500.00,502,1877.70
20141015,17063619000.00,502,1862.49
20141016,17063868600.00,502,1862.76
20141017,17280472900.00,502,1886.76
20141020,17438811200.00,502,1904.01
20141021,17778041000.00,502,1941.28
20141022,17650018000.00,502,1927.11
20141023,17864955000.00,502,1950.82
20141024,17987349600.00,502,1964.58
20141027,17959587100.00,502,1961.63
20141028,18171604900.00,502,1985.05
20141029,18146211100.00,502,1982.30
20141030,18260445800.00,502,1994.65
20141031,18434167500.00,502,2018.05
20141103,18423335300.00,502,2017.81
20141104,18372331900.00,502,2012.10
20141105,18481685300.00,502,2023.57
20141106,18552143900.00,502,2031.21
20141107,18561057200.00,502,2031.92
20141110,18620859200.00,502,2038.26
20141111,18633474200.00,502,2039.68
20141112,18619822100.00,502,2038.25
20141113,18635186000.00,502,2039.33
20141114,18640994200.00,502,2039.82
20141117,18655237300.00,502,2041.32
20141118,18750465400.00,502,2051.80
20141119,18725571300.00,502,2048.72
20141120,18760329200.00,502,2052.75
20141121,18857691400.00,502,2063.50
20141124,18911972100.00,502,2069.41
20141125,18888447800.00,502,2067.03
20141126,18938549400.00,502,2072.83
20141128,18871755500.00,502,2067.56
20141201,18736525000.00,502,2053.44
20141202,18854593500.00,502,2066.55
20141203,18921634600.00,502,2074.33
20141204,18900106100.00,502,2071.92
20141205,18943595700.00,502,2075.37
20141208,18807806700.00,502,2060.31
20141209,18804043900.00,502,2059.82
20141210,18496980800.00,502,2026.14
20141211,18581394700.00,502,2035.33
20141212,18282368800.00,502,2002.33
20141215,18169096800.00,502,1989.63
20141216,18012651300.00,502,1972.74
20141217,18377755000.00,502,2012.89
20141218,18821444800.00,502,2061.23
20141219,18905825900.00,502,2070.65
20141222,18980496700.00,502,2078.54
20141223,19015722100.00,502,2082.17
20141224,19012188600.00,502,2081.88
20141226,19065620700.00,502,2088.77
20141229,19079418900.00,502,2090.57
20141230,18986789900.00,502,2080.35
20141231,18847408800.00,502,2058.90
20150102,18841749700.00,502,2058.20
20150105,18499161700.00,502,2020.58
20150106,18335102000.00,502,2002.61
20150107,18551468800.00,502,2025.90
20150108,18881841800.00,502,2062.14
20150109,18722996400.00,502,2044.81
20150112,18573590200.00,502,2028.26
20150113,18524185100.00,502,2023.03
20150114,18414439400.00,502,2011.27
20150115,18245376400.00,502,1992.67
20150116,18485485900.00,502,2019.42
20150120,18516052800.00,502,2022.55
20150121,18604110900.00,502,2032.12
20150122,18887925500.00,502,2063.15
20150123,18786458500.00,502,2051.82
20150126,18833081400.00,502,2057.09
20150127,18571313400.00,502,2029.55
20150128,18322044500.00,502,2002.16
20150129,18498920900.00,502,2021.25
20150130,18291336700.00,502,1994.99
20150202,18525114400.00,502,2020.85
20150203,18790179900.00,502,2050.03
20150204,18712866100.00,502,2041.51
20150205,18904337900.00,502,2062.52
20150206,18838644800.00,502,2055.47
20150209,18756701100.00,502,2046.74
20150210,18959123300.00,502,2068.59
20150211,18956668000.00,502,2068.53
20150212,19138239700.00,502,2088.48
20150213,19213488400.00,502,2096.99
20150217,19242993900.00,502,2100.34
20150218,19237283800.00,502,2099.68
20150219,19216068900.00,502,2097.45
20150220,19333336500.00,502,2110.30
20150223,19328355600.00,502,2109.66
20150224,19379913400.00,502,2115.48
20150225,19365370200.00,502,2113.86
20150226,19344150100.00,502,2110.74
20150227,19233834700.00,502,2104.50
20150302,19353061300.00,502,2117.39
20150303,19264073000.00,502,2107.78
20150304,19179599700.00,502,2098.53
20150305,19205389700.00,502,2101.04
20150306,18930499700.00,502,2071.26
20150309,19004510900.00,502,2079.43
20150310,18684090500.00,502,2044.16
20150311,18646158900.00,502,2040.24
20150312,18892406100.00,502,2065.95
20150313,18778534600.00,502,2053.40
20150316,19033761500.00,502,2081.19
20150317,18885951900.00,502,2074.28
20150318,19126723200.00,502,2099.50
20150319,19033958900.00,502,2089.27
20150320,19207195800.00,502,2108.10
20150323,19243811700.00,502,2104.42
20150324,19127850000.00,502,2091.50
20150325,18847341100.00,502,2061.05
20150326,18803912600.00,502,2056.15
