Date,SMI,SP500,USD_CHF,BondCH,BondUS
2012-10-01,6610.910156,1444.49,0.9435,0.969,3.41
2012-10-02,6613.540039,1445.75,0.93835,0.974,3.39
2012-10-03,6604.439941,1450.99,0.9369,0.97,3.41
2012-10-04,6631.350098,1461.4,0.93693,0.976,3.47
2012-10-05,6674.819824,1460.93,0.93086,0.987,3.52
2012-10-08,6655.77002,1455.88,0.93099,1.003,3.52
2012-10-09,6649.100098,1441.48,0.9327,1.002,3.49
2012-10-10,6629.040039,1432.56,0.94153,1.003,3.44
2012-10-11,6654.02002,1432.84,0.94014,0.998,3.42
2012-10-12,6655.200195,1428.59,0.93497,1.008,3.4
2012-10-15,6704.209961,1440.13,0.9347,1.002,3.41
2012-10-16,6774.02002,1454.92,0.9318,1.011,3.48
2012-10-17,6786.399902,1460.91,0.92271,1.027,3.56
2012-10-18,6781.720215,1457.34,0.9223,1.056,3.56
2012-10-19,6756.140137,1433.19,0.92459,1.051,3.49
2012-10-22,6746.709961,1433.82,0.92794,1.032,3.5
2012-10-23,6626.790039,1413.11,0.92617,1.036,3.47
2012-10-24,6627.410156,1408.75,0.9329,1.0,3.49
2012-10-25,6606.569824,1412.97,0.9328,1.006,3.54
2012-10-26,6600.839844,1411.94,0.935,0.993,3.48
2012-10-31,6595.129883,1412.16,0.93226,1.015,3.4
2012-11-01,6660.25,1427.59,0.93133,0.981,3.45
2012-11-02,6701.370117,1414.2,0.93158,0.993,3.47
2012-11-05,6706.27002,1417.26,0.9409,0.982,3.42
2012-11-06,6745.740234,1428.39,0.943,0.98,3.48
2012-11-07,6697.629883,1394.53,0.9431,0.991,3.4
2012-11-08,6713.620117,1377.51,0.9455,0.962,3.42
2012-11-09,6715.200195,1379.85,0.94612,0.94,3.4
2012-11-12,6696.669922,1380.03,0.9477,0.934,3.4
2012-11-13,6722.759766,1374.53,0.9483,0.934,3.41
2012-11-14,6676.959961,1355.49,0.947,0.952,3.44
2012-11-15,6574.560059,1353.33,0.9455,0.934,3.49
2012-11-16,6508.660156,1359.88,0.94218,0.948,3.49
2012-11-19,6638.890137,1386.89,0.9444,0.958,3.53
2012-11-20,6618.990234,1387.81,0.94265,0.954,3.57
2012-11-21,6643.700195,1391.03,0.9401,0.993,3.6
2012-11-23,6715.089844,1409.15,0.9353,0.989,3.6
2012-11-26,6681.879883,1406.29,0.92838,0.988,3.57
2012-11-27,6711.709961,1398.94,0.9269,0.98,3.56
2012-11-28,6756.47998,1409.93,0.93061,0.979,3.54
2012-11-29,6828.52002,1415.95,0.9291,0.965,3.56
2012-11-30,6820.600098,1416.18,0.9278,0.954,3.58
2012-12-03,6838.700195,1409.46,0.9272,0.945,3.59
2012-12-04,6853.149902,1407.05,0.9272,0.947,3.56
2012-12-05,6852.040039,1409.28,0.9264,0.935,3.56
2012-12-06,6912.02002,1413.94,0.9264,0.921,3.55
2012-12-07,6925.25,1418.07,0.93265,0.895,3.6
2012-12-10,6943.899902,1418.55,0.93587,0.863,3.59
2012-12-11,6973.689941,1427.84,0.9335,0.873,3.62
2012-12-12,6959.390137,1428.48,0.93143,0.927,3.68
2012-12-13,6919.540039,1419.45,0.9266,0.939,3.69
2012-12-14,6902.509766,1413.58,0.92364,0.989,3.66
2012-12-17,6897.100098,1430.36,0.9181,1.002,3.71
2012-12-18,6912.089844,1446.79,0.91779,0.994,3.8
2012-12-19,6946.069824,1435.81,0.9129,1.008,3.74
2012-12-20,6912.790039,1443.69,0.91358,1.014,3.73
2012-12-21,6889.540039,1430.15,0.9119,1.023,3.66
2012-12-27,6862.549805,1418.1,0.9131,1.017,3.62
2012-12-28,6822.439941,1402.43,0.9124,1.004,3.62
2013-01-03,7020.459961,1459.37,0.91778,1.031,3.81
2013-01-04,7058.919922,1466.47,0.928,1.047,3.81
2013-01-07,7049.299805,1461.89,0.92453,1.048,3.8
2013-01-08,7074.52002,1457.15,0.9209,1.045,3.77
2013-01-09,7151.600098,1461.02,0.9238,1.047,3.75
2013-01-10,7143.72998,1472.12,0.92585,1.05,3.78
2013-01-11,7188.220215,1472.05,0.91405,1.109,3.77
2013-01-14,7202.52002,1470.68,0.9139,1.106,3.76
2013-01-15,7272.310059,1472.34,0.9223,1.105,3.74
2013-01-16,7304.850098,1472.63,0.9317,1.12,3.74
2013-01-17,7429.890137,1480.94,0.9308,1.175,3.79
2013-01-18,7368.799805,1485.98,0.93315,1.191,3.75
2013-01-22,7291.850098,1492.56,0.93433,1.173,3.74
2013-01-23,7391.950195,1494.81,0.92922,1.155,3.75
2013-01-24,7457.740234,1494.82,0.9296,1.145,3.76
2013-01-25,7458.660156,1502.96,0.92945,1.16,3.85
2013-01-28,7483.950195,1500.18,0.92687,1.2,3.87
2013-01-29,7458.029785,1507.84,0.9261,1.218,3.91
2013-01-30,7387.899902,1501.96,0.9222,1.239,3.93
2013-01-31,7390.859863,1498.11,0.911,1.221,3.9
2013-02-01,7420.350098,1513.17,0.9094,1.207,3.93
2013-02-04,7362.720215,1495.71,0.9082,1.211,3.9
2013-02-05,7404.629883,1511.29,0.90879,1.177,3.94
2013-02-06,7433.470215,1512.12,0.90782,1.193,3.9
2013-02-07,7337.049805,1509.39,0.9099,1.193,3.88
2013-02-08,7395.970215,1517.93,0.91839,1.188,3.89
2013-02-11,7407.600098,1517.01,0.9172,1.163,3.87
2013-02-12,7427.060059,1519.43,0.92057,1.174,3.91
2013-02-13,7482.220215,1520.33,0.9166,1.212,3.94
2013-02-14,7482.200195,1521.38,0.9174,1.217,3.9
2013-02-15,7500.569824,1519.79,0.92213,1.204,3.91
2013-02-19,7579.5,1530.94,0.92323,1.21,3.95
2013-02-20,7626.009766,1511.95,0.922,1.225,3.96
2013-02-21,7505.709961,1502.42,0.9279,1.219,3.91
2013-02-22,7554.379883,1515.6,0.93067,1.213,3.9
2013-02-25,7594.350098,1487.85,0.9304,1.217,3.84
2013-02-26,7449.97998,1496.94,0.93141,1.185,3.82
2013-02-27,7484.990234,1515.99,0.9316,1.167,3.85
2013-02-28,7593.669922,1514.68,0.92851,1.149,3.84
2013-03-01,7601.990234,1518.2,0.9371,1.136,3.83
2013-03-04,7590.52002,1525.2,0.94202,1.12,3.85
2013-03-05,7718.459961,1539.79,0.9403,1.132,3.87
2013-03-06,7698.720215,1541.46,0.94119,1.143,3.91
2013-03-07,7708.959961,1544.26,0.9485,1.136,3.96
2013-03-08,7744.839844,1551.18,0.9422,1.153,4.02
2013-03-11,7758.649902,1556.22,0.9523,1.188,4.02
2013-03-12,7802.930176,1552.48,0.94823,1.208,3.98
2013-03-13,7780.879883,1554.52,0.9472,1.216,3.98
2013-03-14,7842.850098,1563.23,0.95258,1.258,4.01
2013-03-15,7864.390137,1560.7,0.94691,1.256,3.99
2013-03-18,7830.370117,1552.1,0.9454,1.213,3.95
2013-03-19,7789.600098,1548.34,0.9472,1.207,3.9
2013-03-20,7847.700195,1558.71,0.94763,1.189,3.94
2013-03-21,7762.299805,1545.8,0.9446,1.194,3.93
2013-03-22,7744.330078,1556.89,0.9462,1.186,3.91
2013-03-25,7758.220215,1551.69,0.9385,1.207,3.92
2013-03-26,7800.049805,1563.77,0.94831,1.214,3.91
2013-03-27,7780.169922,1562.85,0.9481,1.22,3.87
2013-03-28,7813.669922,1569.19,0.9539,1.203,3.9
2013-04-02,7899.299805,1570.25,0.9463,1.187,3.9
2013-04-03,7875.100098,1553.69,0.94863,1.159,3.86
2013-04-04,7762.649902,1559.98,0.9448,1.157,3.79
2013-04-05,7641.109863,1553.28,0.94055,1.152,3.68
2013-04-08,7691.839844,1563.07,0.9339,1.128,3.72
2013-04-09,7653.950195,1568.61,0.9343,1.168,3.74
2013-04-10,7771.370117,1587.73,0.9323,1.176,3.79
2013-04-11,7815.279785,1593.37,0.93332,1.171,3.78
2013-04-12,7760.600098,1588.85,0.9301,1.181,3.7
2013-04-15,7754.72998,1552.36,0.92835,1.142,3.67
2013-04-16,7717.600098,1574.57,0.93,1.123,3.7
2013-04-17,7533.810059,1552.01,0.9222,1.129,3.68
2013-04-18,7578.970215,1541.61,0.9325,1.113,3.65
2013-04-19,7618.759766,1555.25,0.9323,1.11,3.7
2013-04-22,7609.100098,1562.5,0.93334,1.102,3.7
2013-04-23,7802.47998,1578.78,0.93436,1.068,3.7
2013-04-24,7859.629883,1578.79,0.9456,1.107,3.7
2013-04-25,7901.240234,1585.16,0.94741,1.097,3.72
2013-04-26,7856.319824,1582.24,0.94513,1.089,3.67
2013-04-29,7901.72998,1593.61,0.94203,1.081,3.69
2013-04-30,7906.209961,1597.57,0.9371,1.06,3.7
2013-05-02,7902.209961,1597.59,0.9268,1.066,3.64
2013-05-03,7937.609863,1614.42,0.9347,1.059,3.77
2013-05-06,7927.339844,1617.5,0.93517,1.077,3.78
2013-05-07,7977.540039,1625.96,0.9385,1.057,3.79
2013-05-08,8093.02002,1632.69,0.9408,1.062,3.78
2013-05-10,8177.850098,1633.7,0.94939,1.053,3.89
2013-05-13,8147.680176,1633.77,0.9587,1.074,3.9
2013-05-14,8187.75,1650.34,0.9562,1.082,3.93
2013-05-15,8313.080078,1658.78,0.96524,1.105,3.93
2013-05-16,8256.150391,1650.47,0.9653,1.082,3.85
2013-05-17,8280.25,1667.47,0.9646,1.091,3.94
2013-05-21,8318.419922,1669.16,0.9667,1.107,3.92
2013-05-22,8407.610352,1655.35,0.9691,1.095,3.98
2013-05-23,8168.52002,1650.51,0.9803,1.1,3.97
2013-05-24,8168.779785,1649.6,0.97,1.113,3.94
2013-05-28,8221.219727,1660.06,0.9628,1.115,4.06
2013-05-29,8028.640137,1648.36,0.9769,1.19,4.04
2013-05-30,8021.569824,1654.41,0.9612,1.193,4.06
2013-05-31,7947.009766,1630.74,0.9537,1.171,4.09
2013-06-03,7780.97998,1640.42,0.957,1.191,4.06
2013-06-04,7875.680176,1631.38,0.9475,1.219,4.1
2013-06-05,7747.839844,1608.9,0.9483,1.263,4.07
2013-06-06,7622.740234,1622.56,0.9418,1.256,4.1
2013-06-07,7784.839844,1643.38,0.92948,1.241,4.19
2013-06-10,7790.549805,1642.81,0.93711,1.266,4.24
2013-06-11,7673.009766,1626.13,0.9337,1.338,4.24
2013-06-12,7656.830078,1612.52,0.9243,1.359,4.28
2013-06-13,7627.529785,1636.36,0.9206,1.32,4.23
2013-06-14,7635.959961,1626.73,0.92236,1.332,4.19
2013-06-17,7729.709961,1639.04,0.9217,1.32,4.24
2013-06-18,7699.740234,1651.81,0.9223,1.324,4.23
2013-06-19,7731.819824,1628.93,0.9203,1.315,4.3
2013-06-20,7496.049805,1588.19,0.92869,1.374,4.44
2013-06-21,7421.060059,1592.43,0.9261,1.41,4.43
2013-06-24,7249.470215,1573.09,0.9364,1.478,4.46
2013-06-25,7397.390137,1588.03,0.93245,1.544,4.46
2013-06-26,7553.890137,1603.26,0.9386,1.523,4.43
2013-06-27,7671.700195,1613.2,0.94215,1.509,4.38
2013-06-28,7683.040039,1606.28,0.94489,1.48,4.32
2013-07-01,7741.069824,1614.96,0.9451,1.488,4.3
2013-07-02,7732.620117,1614.08,0.94497,1.494,4.28
2013-07-03,7675.290039,1615.41,0.9506,1.461,4.28
2013-07-05,7781.97998,1631.89,0.9565,1.471,4.45
2013-07-08,7863.47998,1640.46,0.9653,1.559,4.36
2013-07-09,7944.189941,1652.32,0.96372,1.556,4.37
2013-07-10,7971.620117,1652.62,0.97306,1.561,4.42
2013-07-11,7986.399902,1675.02,0.94229,1.551,4.34
2013-07-12,7983.180176,1680.19,0.9473,1.516,4.37
2013-07-15,7999.149902,1682.5,0.9466,1.505,4.33
2013-07-16,7932.790039,1676.26,0.9483,1.511,4.3
2013-07-17,7928.149902,1680.91,0.9402,1.51,4.29
2013-07-18,7929.009766,1689.37,0.9414,1.494,4.35
2013-07-19,7928.120117,1692.09,0.94436,1.472,4.3
2013-07-22,7927.450195,1695.53,0.9394,1.466,4.29
2013-07-23,7896.259766,1692.39,0.93596,1.462,4.31
2013-07-24,7923.069824,1685.94,0.9348,1.501,4.37
2013-07-25,7865.379883,1690.25,0.93801,1.572,4.38
2013-07-26,7796.839844,1691.65,0.92986,1.542,4.33
2013-07-29,7814.109863,1685.33,0.92802,1.548,4.37
2013-07-30,7810.169922,1685.96,0.93089,1.532,4.4
2013-07-31,7820.430176,1685.73,0.92962,1.543,4.38
2013-08-02,7963.930176,1709.67,0.93643,1.553,4.42
2013-08-05,7979.399902,1707.14,0.9292,1.526,4.46
2013-08-06,7996.790039,1697.37,0.92749,1.563,4.47
2013-08-07,7976.279785,1690.91,0.925,1.54,4.42
2013-08-08,7955.290039,1697.48,0.9214,1.524,4.41
2013-08-09,7977.339844,1691.42,0.92002,1.539,4.41
2013-08-12,8000.600098,1689.47,0.922,1.533,4.45
2013-08-13,8036.439941,1694.16,0.92637,1.518,4.54
2013-08-14,8078.259766,1685.39,0.93264,1.576,4.53
2013-08-15,7982.430176,1661.32,0.93383,1.575,4.6
2013-08-16,7961.310059,1655.83,0.92532,1.598,4.66
2013-08-19,7939.419922,1646.06,0.9271,1.617,4.71
2013-08-20,7935.890137,1652.35,0.9242,1.616,4.66
2013-08-21,7887.140137,1642.8,0.91684,1.597,4.69
2013-08-22,7988.600098,1656.96,0.9233,1.637,4.69
2013-08-23,8006.899902,1663.5,0.92359,1.653,4.6
2013-08-26,8022.200195,1656.78,0.92101,1.679,4.6
2013-08-27,7886.069824,1630.48,0.9219,1.632,4.51
2013-08-28,7776.009766,1634.96,0.9171,1.637,4.58
2013-08-29,7763.549805,1638.17,0.92261,1.64,4.52
2013-08-30,7745.970215,1632.97,0.9313,1.601,4.49
2013-09-03,7866.22998,1639.77,0.9347,1.594,4.61
2013-09-04,7880.649902,1653.08,0.9362,1.641,4.63
2013-09-05,7932.290039,1655.08,0.9357,1.66,4.72
2013-09-06,7950.779785,1655.17,0.94496,1.666,4.72
2013-09-09,7935.759766,1671.71,0.93871,1.662,4.68
2013-09-10,8039.180176,1683.99,0.93256,1.703,4.73
2013-09-11,8051.310059,1689.13,0.9349,1.722,4.71
2013-09-12,8033.450195,1683.42,0.92999,1.71,4.69
2013-09-13,8038.310059,1687.99,0.93079,1.711,4.69
2013-09-16,8029.379883,1697.6,0.9251,1.675,4.72
2013-09-17,8014.470215,1704.76,0.92681,1.663,4.71
2013-09-18,8052.569824,1725.52,0.926,1.662,4.63
2013-09-19,8092.290039,1722.34,0.9124,1.631,4.66
2013-09-20,8105.390137,1709.91,0.91036,1.662,4.62
2013-09-23,8057.040039,1701.84,0.91052,1.67,4.6
2013-09-24,8047.02002,1697.42,0.91037,1.647,4.53
2013-09-25,8055.22998,1692.77,0.9134,1.627,4.5
2013-09-26,8061.359863,1698.67,0.9099,1.642,4.55
2013-09-27,8055.0,1691.75,0.9101,1.634,4.54
2013-09-30,8022.600098,1681.55,0.9052,1.603,4.56
2013-10-01,8059.009766,1695.0,0.9053,1.599,4.59
2013-10-02,7964.439941,1693.87,0.90646,1.602,4.58
2013-10-03,7942.5,1678.66,0.90209,1.625,4.57
2013-10-04,7943.709961,1690.5,0.8988,1.631,4.6
2013-10-07,7887.859863,1676.12,0.9053,1.632,4.57
2013-10-08,7828.240234,1655.45,0.9053,1.622,4.56
2013-10-09,7755.259766,1656.4,0.90196,1.625,4.59
2013-10-10,7851.080078,1692.56,0.91055,1.637,4.59
2013-10-11,7936.080078,1703.2,0.91081,1.641,4.58
2013-10-14,7928.490234,1710.14,0.90986,1.657,4.58
2013-10-15,7984.350098,1698.06,0.91117,1.684,4.62
2013-10-16,7981.870117,1721.54,0.91334,1.701,4.57
2013-10-17,8032.399902,1733.15,0.9142,1.69,4.5
2013-10-18,8084.649902,1744.5,0.9031,1.67,4.5
2013-10-21,8124.080078,1744.66,0.90215,1.65,4.53
2013-10-22,8214.759766,1754.67,0.9023,1.63,4.45
2013-10-23,8214.55957,1746.38,0.895,1.604,4.43
2013-10-24,8233.150391,1752.07,0.89234,1.619,4.46
2013-10-25,8249.30957,1759.77,0.8922,1.62,4.44
2013-10-28,8291.099609,1762.11,0.8925,1.623,4.45
2013-10-29,8237.030273,1771.95,0.89562,1.622,4.47
2013-10-30,8228.370117,1763.31,0.89947,1.605,4.48
2013-10-31,8234.290039,1756.54,0.90025,1.588,4.48
2013-11-01,8221.799805,1761.64,0.90746,1.584,4.54
2013-11-04,8185.689941,1767.93,0.9124,1.594,4.54
2013-11-05,8149.310059,1762.97,0.9097,1.609,4.6
2013-11-06,8224.580078,1770.49,0.9135,1.618,4.61
2013-11-07,8229.660156,1747.15,0.91185,1.622,4.57
2013-11-08,8240.919922,1770.61,0.91663,1.588,4.69
2013-11-11,8280.200195,1771.89,0.92287,1.604,4.69
2013-11-12,8261.30957,1767.69,0.9194,1.655,4.7
2013-11-13,8234.719727,1782.0,0.91723,1.66,4.67
2013-11-14,8304.969727,1790.62,0.9135,1.636,4.65
2013-11-15,8327.30957,1798.18,0.91784,1.617,4.65
2013-11-18,8351.379883,1791.53,0.91542,1.615,4.58
2013-11-19,8300.120117,1787.87,0.9128,1.603,4.62
2013-11-20,8281.209961,1781.37,0.90868,1.628,4.72
2013-11-21,8268.69043,1795.85,0.91687,1.611,4.7
2013-11-22,8250.429688,1804.76,0.914,1.622,4.65
2013-11-25,8304.049805,1802.48,0.90695,1.576,4.65
2013-11-26,8238.919922,1802.75,0.91076,1.554,4.59
2013-11-27,8245.679688,1807.23,0.90685,1.529,4.62
2013-11-29,8264.200195,1805.81,0.90589,1.555,4.62
2013-12-02,8257.320313,1800.9,0.90638,1.567,4.67
2013-12-03,8109.890137,1795.15,0.90867,1.611,4.65
2013-12-04,8045.540039,1792.81,0.9042,1.615,4.71
2013-12-05,8025.589844,1785.03,0.90242,1.635,4.72
2013-12-06,8066.069824,1805.09,0.8966,1.667,4.72
2013-12-09,8056.330078,1808.37,0.89221,1.675,4.7
2013-12-10,7971.839844,1802.62,0.89005,1.676,4.64
2013-12-11,7956.319824,1782.22,0.887,1.67,4.66
2013-12-12,7849.620117,1775.5,0.8867,1.674,4.66
2013-12-13,7828.910156,1775.32,0.88934,1.704,4.63
2013-12-16,7856.27002,1786.54,0.8896,1.682,4.65
2013-12-17,7830.97998,1781.0,0.8871,1.714,4.63
2013-12-18,7881.259766,1810.65,0.88476,1.711,4.63
2013-12-19,8001.189941,1809.6,0.89431,1.739,4.57
2013-12-20,8081.350098,1818.32,0.8983,1.751,4.49
2013-12-23,8107.100098,1827.99,0.89535,1.758,4.51
2013-12-27,8221.900391,1841.4,0.89615,1.782,4.57
2013-12-30,8202.980469,1841.07,0.8914,1.79,4.53
2014-01-03,8270.459961,1831.37,0.89914,1.766,4.56
2014-01-06,8272.230469,1826.77,0.90503,1.716,4.53
2014-01-07,8319.400391,1837.88,0.90376,1.719,4.51
2014-01-08,8352.820313,1837.49,0.90932,1.724,4.53
2014-01-09,8295.900391,1838.13,0.9115,1.745,4.56
2014-01-10,8365.120117,1842.37,0.90683,1.744,4.5
2014-01-13,8412.889648,1819.2,0.902,1.723,4.47
2014-01-14,8384.650391,1838.88,0.8992,1.701,4.5
2014-01-15,8423.419922,1848.38,0.903,1.713,4.5
2014-01-16,8450.669922,1845.89,0.9092,1.701,4.48
2014-01-17,8478.889648,1838.7,0.90478,1.679,4.47
2014-01-21,8486.370117,1843.8,0.91086,1.67,4.46
2014-01-22,8466.700195,1844.86,0.9103,1.614,4.48
2014-01-23,8404.980469,1828.46,0.91222,1.632,4.43
2014-01-24,8201.5,1790.29,0.89802,1.575,4.45
2014-01-27,8132.160156,1781.56,0.8938,1.58,4.48
2014-01-28,8186.620117,1792.5,0.89639,1.596,4.48
2014-01-29,8135.810059,1774.2,0.89959,1.606,4.43
2014-01-30,8204.959961,1794.19,0.895,1.559,4.44
2014-01-31,8191.330078,1782.59,0.90247,1.561,4.43
2014-02-03,8107.02002,1741.89,0.90649,1.534,4.35
2014-02-04,8092.529785,1755.2,0.90135,1.527,4.42
2014-02-05,8112.959961,1751.64,0.9039,1.526,4.48
2014-02-06,8218.44043,1773.43,0.9039,1.548,4.5
2014-02-07,8318.599609,1797.02,0.90068,1.554,4.49
2014-02-10,8324.849609,1799.84,0.8988,1.564,4.48
2014-02-11,8361.519531,1819.75,0.8966,1.586,4.5
2014-02-12,8402.410156,1819.26,0.8982,1.592,4.54
2014-02-13,8383.900391,1829.83,0.90067,1.587,4.49
2014-02-14,8417.580078,1838.63,0.8934,1.578,4.5
2014-02-18,8419.919922,1840.76,0.8917,1.562,4.47
2014-02-19,8410.629883,1828.75,0.88785,1.555,4.5
2014-02-20,8383.25,1839.78,0.88882,1.537,4.52
2014-02-21,8431.780273,1836.25,0.88931,1.557,4.44
2014-02-24,8485.480469,1847.61,0.8873,1.559,4.45
2014-02-25,8506.290039,1845.12,0.88873,1.55,4.39
2014-02-26,8532.990234,1845.16,0.887,1.553,4.37
2014-02-27,8470.900391,1854.29,0.8906,1.518,4.33
2014-02-28,8475.330078,1859.45,0.8883,1.507,4.32
2014-03-03,8281.009766,1845.73,0.8796,1.503,4.29
2014-03-04,8445.219727,1873.91,0.88279,1.466,4.37
2014-03-05,8459.610352,1873.81,0.8873,1.506,4.38
2014-03-06,8484.209961,1877.03,0.88732,1.52,4.42
2014-03-07,8378.580078,1878.04,0.8802,1.55,4.46
2014-03-10,8367.549805,1877.17,0.8776,1.558,4.46
2014-03-11,8359.509766,1867.63,0.87756,1.543,4.46
2014-03-12,8310.360352,1868.2,0.8774,1.528,4.42
2014-03-13,8205.900391,1846.34,0.87411,1.51,4.35
2014-03-14,8114.02002,1841.13,0.87483,1.488,4.37
2014-03-17,8161.779785,1858.83,0.87225,1.506,4.41
2014-03-18,8240.070313,1872.25,0.8733,1.513,4.41
2014-03-19,8226.549805,1860.77,0.87318,1.507,4.45
2014-03-20,8261.69043,1872.01,0.8817,1.547,4.44
2014-03-21,8289.759766,1866.52,0.8832,1.545,4.39
2014-03-24,8198.019531,1857.44,0.88215,1.555,4.35
2014-03-25,8299.19043,1865.62,0.88058,1.509,4.36
2014-03-26,8334.339844,1852.56,0.88311,1.484,4.33
2014-03-27,8327.929688,1849.04,0.88516,1.489,4.29
2014-03-28,8373.230469,1857.62,0.88655,1.469,4.31
2014-03-31,8453.820313,1872.34,0.8868,1.499,4.32
2014-04-01,8457.269531,1885.52,0.8842,1.498,4.3
2014-04-02,8508.259766,1890.9,0.88325,1.498,4.34
2014-04-03,8521.629883,1888.77,0.88651,1.522,4.32
2014-04-04,8503.0,1865.09,0.8907,1.482,4.28
2014-04-07,8405.099609,1845.04,0.8916,1.46,4.25
2014-04-08,8423.360352,1851.96,0.88764,1.448,4.25
2014-04-09,8411.429688,1872.18,0.88375,1.457,4.26
2014-04-10,8420.580078,1833.08,0.87989,1.474,4.24
2014-04-11,8298.820313,1815.69,0.876,1.464,4.21
2014-04-14,8312.900391,1830.61,0.8769,1.44,4.22
2014-04-15,8280.530273,1842.98,0.8802,1.449,4.2
2014-04-16,8322.700195,1862.31,0.88035,1.428,4.19
2014-04-17,8375.080078,1864.85,0.88138,1.427,4.25
2014-04-22,8461.299805,1879.55,0.88521,1.456,4.24
2014-04-23,8443.259766,1875.39,0.88477,1.471,4.21
2014-04-24,8409.129883,1878.61,0.88346,1.448,4.2
2014-04-25,8374.469727,1863.4,0.88161,1.436,4.18
2014-04-28,8384.860352,1869.43,0.8807,1.415,4.2
2014-04-29,8434.660156,1878.33,0.8802,1.452,4.24
2014-04-30,8476.660156,1883.95,0.8832,1.428,4.21
2014-05-02,8442.709961,1881.14,0.87912,1.428,4.12
2014-05-05,8409.070313,1884.66,0.8776,1.425,4.16
2014-05-06,8395.769531,1867.72,0.8777,1.434,4.13
2014-05-07,8421.650391,1878.21,0.8741,1.426,4.16
2014-05-08,8465.660156,1875.63,0.87613,1.425,4.17
2014-05-09,8510.389648,1878.48,0.8798,1.404,4.21
2014-05-12,8545.120117,1896.65,0.8866,1.401,4.24
2014-05-13,8543.580078,1897.45,0.88765,1.389,4.2
2014-05-14,8611.700195,1888.53,0.8896,1.336,4.12
2014-05-15,8644.740234,1870.85,0.88938,1.305,4.08
2014-05-16,8683.620117,1877.86,0.8905,1.317,4.09
2014-05-19,8646.019531,1885.08,0.89196,1.326,4.15
2014-05-20,8635.610352,1872.83,0.89203,1.382,4.15
2014-05-21,8655.900391,1888.03,0.89163,1.405,4.19
2014-05-22,8693.980469,1892.49,0.8933,1.432,4.23
2014-05-23,8703.839844,1900.53,0.89442,1.42,4.19
2014-05-27,8710.379883,1911.91,0.89466,1.396,4.21
2014-05-28,8706.5,1909.78,0.8964,1.359,4.13
2014-05-30,8674.519531,1923.57,0.8979,1.374,4.16
2014-06-02,8688.959961,1924.97,0.89549,1.376,4.22
2014-06-03,8661.200195,1924.24,0.89853,1.375,4.28
2014-06-04,8661.080078,1927.88,0.8967,1.398,4.28
2014-06-05,8643.280273,1940.46,0.8968,1.417,4.27
2014-06-06,8659.69043,1949.44,0.89171,1.384,4.28
2014-06-10,8752.860352,1950.79,0.89701,1.415,4.31
2014-06-11,8712.089844,1943.89,0.89945,1.458,4.31
2014-06-12,8670.980469,1930.11,0.8995,1.44,4.25
2014-06-13,8653.759766,1936.16,0.898,1.438,4.26
2014-06-16,8663.589844,1937.78,0.9002,1.435,4.24
2014-06-17,8667.790039,1941.99,0.897,1.43,4.29
2014-06-18,8657.269531,1956.98,0.8991,1.459,4.26
2014-06-19,8674.370117,1959.48,0.8961,1.434,4.3
2014-06-20,8701.610352,1962.87,0.8938,1.416,4.26
2014-06-23,8644.570313,1962.61,0.89553,1.404,4.25
2014-06-24,8673.269531,1949.98,0.8944,1.414,4.22
2014-06-25,8581.959961,1959.53,0.89377,1.393,4.2
2014-06-26,8541.280273,1957.22,0.8927,1.356,4.15
2014-06-27,8562.110352,1960.96,0.89342,1.357,4.17
2014-06-30,8554.519531,1960.23,0.891,1.352,4.15
2014-07-01,8607.969727,1973.32,0.88673,1.344,4.22
2014-07-02,8607.200195,1974.62,0.88748,1.334,4.27
2014-07-03,8694.320313,1985.44,0.88919,1.384,4.28
2014-07-07,8612.769531,1977.65,0.8948,1.366,4.24
2014-07-08,8554.509766,1963.71,0.8932,1.335,4.18
2014-07-09,8539.709961,1972.83,0.8925,1.332,4.16
2014-07-10,8474.230469,1964.68,0.89075,1.329,4.19
2014-07-11,8468.519531,1967.57,0.89259,1.323,4.17
2014-07-14,8565.669922,1977.1,0.89251,1.325,4.19
2014-07-15,8574.320313,1973.28,0.8916,1.326,4.19
2014-07-16,8617.070313,1981.57,0.89545,1.323,4.17
2014-07-17,8548.080078,1958.12,0.89798,1.278,4.11
2014-07-18,8511.429688,1978.22,0.89781,1.248,4.13
2014-07-21,8513.959961,1973.63,0.89787,1.213,4.1
2014-07-22,8594.209961,1983.53,0.8979,1.197,4.09
2014-07-23,8605.099609,1987.01,0.90212,1.187,4.12
2014-07-24,8637.009766,1987.98,0.9021,1.174,4.17
2014-07-25,8571.480469,1978.34,0.90251,1.185,4.12
2014-07-28,8530.089844,1978.91,0.90474,1.162,4.1
2014-07-29,8532.110352,1969.95,0.90401,1.114,4.06
2014-07-30,8497.379883,1970.07,0.90681,1.128,4.15
2014-07-31,8410.269531,1930.67,0.9087,1.15,4.15
2014-08-04,8304.040039,1938.99,0.90605,1.122,4.18
2014-08-05,8342.040039,1920.21,0.90658,1.129,4.15
2014-08-06,8290.160156,1920.24,0.9092,1.125,4.16
2014-08-07,8306.75,1909.57,0.90768,1.095,4.11
2014-08-08,8274.650391,1931.59,0.9089,1.047,4.09
2014-08-11,8329.860352,1936.92,0.90578,1.046,4.1
2014-08-12,8329.799805,1933.75,0.90669,1.011,4.14
2014-08-13,8388.709961,1946.72,0.90761,1.013,4.11
