Date;SARON_close;US_IR
2008-05-30;1,796851;1,98
2008-06-02;2,004831;1,94
2008-06-03;2,046169;1,96
2008-06-04;1,929508;1,85
2008-06-05;1,780394;1,79
2008-06-06;1,921233;1,75
2008-06-09;1,929087;1,8
2008-06-10;1,960589;2
2008-06-11;1,873738;1,91
2008-06-12;1,847777;1,92
2008-06-13;1,807441;1,86
2008-06-16;1,786126;1,89
2008-06-17;2,038702;1,82
2008-06-18;1,90821;1,7
2008-06-19;1,861756;1,59
2008-06-20;1,7786;1,49
2008-06-23;1,700274;1,55
2008-06-24;1,689075;1,58
2008-06-25;1,67056;1,49
2008-06-26;1,675059;1,42
2008-06-27;1,694051;1,29
2008-06-30;1,860357;1,6
2008-07-01;1,810257;1,92
2008-07-02;1,849857;1,87
2008-07-03;1,946097;1,86
2008-07-04;1,9184;
2008-07-07;1,914557;1,8
2008-07-08;1,883727;1,86
2008-07-09;1,96889;1,82
2008-07-10;1,960069;1,48
2008-07-11;1,965827;1,38
2008-07-14;1,929161;1,41
2008-07-15;1,810603;1,49
2008-07-16;1,672653;1,36
2008-07-17;1,650383;1,31
2008-07-18;1,653373;1,28
2008-07-21;1,829515;1,32
2008-07-22;1,824898;1,5
2008-07-23;1,843929;1,59
2008-07-24;1,807519;1,69
2008-07-25;1,74187;1,72
2008-07-28;1,772584;1,68
2008-07-29;1,85477;1,73
2008-07-30;1,79137;1,66
2008-07-31;1,955679;1,55
2008-08-01;;1,52
2008-08-04;1,926562;1,61
2008-08-05;1,935469;1,73
2008-08-06;1,880273;1,53
2008-08-07;1,858917;1,53
2008-08-08;1,83854;1,63
2008-08-11;1,786592;1,77
2008-08-12;1,827266;1,73
2008-08-13;1,879354;1,8
2008-08-14;1,995302;1,76
2008-08-15;2,0848;1,73
2008-08-18;2,057582;1,77
2008-08-19;1,88432;1,83
2008-08-20;1,887787;1,74
2008-08-21;1,884621;1,73
2008-08-22;1,838396;1,67
2008-08-25;1,86088;1,66
2008-08-26;1,801305;1,67
2008-08-27;1,738753;1,58
2008-08-28;1,82508;1,63
2008-08-29;1,933609;1,63
2008-09-01;1,865783;
2008-09-02;1,803969;1,64
2008-09-03;1,813308;1,57
2008-09-04;1,81554;1,56
2008-09-05;1,878752;1,53
2008-09-08;1,884637;1,59
2008-09-09;1,860022;1,59
2008-09-10;1,908814;1,58
2008-09-11;1,805317;1,53
2008-09-12;1,818859;1,37
2008-09-15;1,953255;0,36
2008-09-16;1,906216;0,23
2008-09-17;1,696802;0,07
2008-09-18;1,682444;0,26
2008-09-19;1,660219;0,75
2008-09-22;1,519593;0,76
2008-09-23;1,676156;0,3
2008-09-24;1,622579;0,13
2008-09-25;1,648856;0,39
2008-09-26;1,567828;0,21
2008-09-29;1,607507;0,16
2008-09-30;1,666335;1,02
2008-10-01;1,617593;0,66
2008-10-02;1,608306;0,21
2008-10-03;1,369098;0,15
2008-10-06;0,537537;0,19
2008-10-07;0,270137;0,39
2008-10-08;0,655869;0,23
2008-10-09;0,78359;0,19
2008-10-10;0,974116;0,07
2008-10-13;0,833046;
2008-10-14;1,031019;0,07
2008-10-15;1,039464;0,05
2008-10-16;1,175095;0,12
2008-10-17;1,10135;0,13
2008-10-20;1,06191;0,53
2008-10-21;1,038871;0,71
2008-10-22;0,26077;0,6
2008-10-23;0,382708;0,39
2008-10-24;0,411441;0,33
2008-10-27;0,479715;0,31
2008-10-28;0,665488;0,42
2008-10-29;0,55606;0,41
2008-10-30;0,513355;0,14
2008-10-31;0,522862;0,12
2008-11-03;0,501799;0,2
2008-11-04;0,451949;0,29
2008-11-05;0,433614;0,16
2008-11-06;0,439579;0,13
2008-11-07;0,322883;0,13
2008-11-10;0,27628;0,11
2008-11-11;0,255311;
2008-11-12;0,291182;0,1
2008-11-13;0,316017;0,08
2008-11-14;0,299182;0,06
2008-11-17;0,321108;0,06
2008-11-18;0,271503;0,1
2008-11-19;0,283921;0,09
2008-11-20;0,189754;0,05
2008-11-21;0,077983;0,03
2008-11-24;0,05083;0,01
2008-11-25;0,031057;0,04
2008-11-26;0,024548;0,02
2008-11-27;0,031094;
2008-11-28;0,03909;0,02
2008-12-01;0,022054;0,09
2008-12-02;0,002972;0,04
2008-12-03;0,056103;0,02
2008-12-04;0,081179;0,01
2008-12-05;0,082825;0,02
2008-12-08;0,087937;0,01
2008-12-09;0,043844;0,04
2008-12-10;0,036623;0
2008-12-11;0,032981;0
2008-12-12;0,02885;0,03
2008-12-15;0,029176;0
2008-12-16;0,025703;0,05
2008-12-17;0,024612;0,03
2008-12-18;0,018264;0,03
2008-12-19;0,020628;0
2008-12-22;0,020327;0,01
2008-12-23;0,023351;0,01
2008-12-24;0,028542;0
2008-12-25;;
2008-12-26;;0,01
2008-12-29;0,026664;0,04
2008-12-30;0,022935;0,11
2008-12-31;0,019608;0,11
2009-01-01;;
2009-01-02;;0,04
2009-01-05;0,025207;0,05
2009-01-06;0,021569;0,05
2009-01-07;0,017131;0,03
2009-01-08;0,018;0,04
2009-01-09;0,020212;0,03
2009-01-12;0,016818;0,04
2009-01-13;0,024982;0,02
2009-01-14;0,029798;0,07
2009-01-15;0,031049;0,03
2009-01-16;0,032786;0,04
2009-01-19;0,031175;
2009-01-20;0,039073;0,04
2009-01-21;0,026944;0,03
2009-01-22;0,032038;0,03
2009-01-23;0,024555;0,03
2009-01-26;0,024886;0,02
2009-01-27;0,023681;0,05
2009-01-28;0,024998;0,08
2009-01-29;0,027553;0,14
2009-01-30;0,080879;0,15
2009-02-02;0,044711;0,19
2009-02-03;0,042583;0,28
2009-02-04;0,033354;0,26
2009-02-05;0,019886;0,21
2009-02-06;0,025178;0,21
2009-02-09;0,023582;0,22
2009-02-10;0,031383;0,24
2009-02-11;0,031183;0,22
2009-02-12;0,029668;0,25
2009-02-13;0,025818;0,23
2009-02-16;0,021232;
2009-02-17;0,023037;0,26
2009-02-18;0,024798;0,23
2009-02-19;0,025336;0,22
2009-02-20;0,023713;0,19
2009-02-23;0,025258;0,19
2009-02-24;0,025899;0,22
2009-02-25;0,026073;0,21
2009-02-26;0,028993;0,18
2009-02-27;0,035864;0,16
2009-03-02;0,022505;0,17
2009-03-03;0,022356;0,14
2009-03-04;0,025682;0,15
2009-03-05;0,020125;0,11
2009-03-06;0,02255;0,09
2009-03-09;0,026732;0,12
2009-03-10;0,032156;0,14
2009-03-11;0,030713;0,14
2009-03-12;0,027849;0,11
2009-03-13;0,026456;0,09
2009-03-16;0,024928;0,11
2009-03-17;0,025915;0,14
2009-03-18;0,023983;0,15
2009-03-19;0,026995;0,1
2009-03-20;0,021738;0,09
2009-03-23;0,024428;0,1
2009-03-24;0,027238;0,05
2009-03-25;0,023452;0,03
2009-03-26;0,020665;0,02
2009-03-27;0,021716;0,03
2009-03-30;0,026248;0,05
2009-03-31;0,031394;0,17
2009-04-01;0,027261;0,18
2009-04-02;0,028128;0,17
2009-04-03;0,028568;0,16
2009-04-06;0,026644;0,16
2009-04-07;0,028243;0,17
2009-04-08;0,019164;0,15
2009-04-09;0,014778;0,13
2009-04-10;;
2009-04-13;;0,12
2009-04-14;0,016536;0,09
2009-04-15;0,027;0,07
2009-04-16;0,025962;0,02
2009-04-17;0,027035;0,04
2009-04-20;0,028433;0,04
2009-04-21;0,026806;0,07
2009-04-22;0,023712;0,08
2009-04-23;0,022752;0,08
2009-04-24;0,019794;0,07
2009-04-27;0,025304;0,07
2009-04-28;0,02563;0,05
2009-04-29;0,02924;0,04
2009-04-30;0,03359;0,04
2009-05-01;;0,06
2009-05-04;0,02801;0,14
2009-05-05;0,027432;0,14
2009-05-06;0,026983;0,14
2009-05-07;0,027196;0,15
2009-05-08;0,022404;0,15
2009-05-11;0,028049;0,16
2009-05-12;0,028988;0,16
2009-05-13;0,02986;0,15
2009-05-14;0,028304;0,1
2009-05-15;0,030401;0,11
2009-05-18;0,033153;0,12
2009-05-19;0,025127;0,14
2009-05-20;0,024525;0,18
2009-05-21;;0,13
2009-05-22;0,024699;0,13
2009-05-25;0,03508;
2009-05-26;0,024953;0,13
2009-05-27;0,029405;0,18
2009-05-28;0,02399;0,14
2009-05-29;0,034996;0,14
2009-06-01;;0,13
2009-06-02;0,026733;0,06
2009-06-03;0,028002;0,08
2009-06-04;0,026684;0,08
2009-06-05;0,025314;0,08
2009-06-08;0,028769;0,08
2009-06-09;0,030978;0,09
2009-06-10;0,028146;0,11
2009-06-11;0,029168;0,09
2009-06-12;0,026636;0,08
2009-06-15;0,027138;0,08
2009-06-16;0,02582;0,09
2009-06-17;0,02584;0,11
2009-06-18;0,027648;0,12
2009-06-19;0,025415;0,1
2009-06-22;0,028386;0,12
2009-06-23;0,026336;0,15
2009-06-24;0,024248;0,1
2009-06-25;0,021143;0,07
2009-06-26;0,016025;0,07
2009-06-29;0,024532;0,11
2009-06-30;0,020048;0,17
2009-07-01;0,022823;0,13
2009-07-02;0,016396;0,15
2009-07-03;0,015623;
2009-07-06;0,020838;0,15
2009-07-07;0,022233;0,16
2009-07-08;0,019373;0,15
2009-07-09;0,019435;0,16
2009-07-10;0,015467;0,15
2009-07-13;0,020193;0,15
2009-07-14;0,017462;0,15
2009-07-15;0,021076;0,11
2009-07-16;0,020487;0,15
2009-07-17;0,020272;0,15
2009-07-20;0,018849;0,15
2009-07-21;0,01808;0,16
2009-07-22;0,02232;0,15
2009-07-23;0,021556;0,15
2009-07-24;0,024558;0,15
2009-07-27;0,017027;0,15
2009-07-28;0,018201;0,14
2009-07-29;0,016436;0,14
2009-07-30;0,016136;0,14
2009-07-31;0,016977;0,14
2009-08-03;0,018115;0,15
2009-08-04;0,017255;0,15
2009-08-05;0,017858;0,15
2009-08-06;0,018745;0,15
2009-08-07;0,017098;0,14
2009-08-10;0,017802;0,15
2009-08-11;0,015727;0,14
2009-08-12;0,016773;0,14
2009-08-13;0,018873;0,1
2009-08-14;0,015175;0,1
2009-08-17;0,015406;0,11
2009-08-18;0,016315;0,14
2009-08-19;0,016019;0,1
2009-08-20;0,016027;0,11
2009-08-21;0,015783;0,11
2009-08-24;0,017795;0,11
2009-08-25;0,016305;0,12
2009-08-26;0,015086;0,11
2009-08-27;0,014354;0,11
2009-08-28;0,015825;0,11
2009-08-31;0,018446;0,11
2009-09-01;0,017759;0,08
2009-09-02;0,017723;0,09
2009-09-03;0,01754;0,09
2009-09-04;0,018912;0,09
2009-09-07;0,01728;
2009-09-08;0,019646;0,1
2009-09-09;0,033668;0,09
2009-09-10;0,017655;0,08
2009-09-11;0,016006;0,08
2009-09-14;0,018008;0,08
2009-09-15;0,015395;0,05
2009-09-16;0,018271;0,03
2009-09-17;0,019495;0,03
2009-09-18;0,017136;0,03
2009-09-21;0,02766;0,05
2009-09-22;0,031165;0,05
2009-09-23;0,028962;0,05
2009-09-24;0,015551;0,03
2009-09-25;0,015253;0,03
2009-09-28;0,023518;0,03
2009-09-29;0,026494;0,07
2009-09-30;0,024256;0,06
2009-10-01;0,01895;0,03
2009-10-02;0,019586;0,04
2009-10-05;0,02023;0,04
2009-10-06;0,01782;0,05
2009-10-07;0,018941;0,06
2009-10-08;0,019168;0,03
2009-10-09;0,018108;0,04
2009-10-12;0,019457;
2009-10-13;0,017552;0,04
2009-10-14;0,02015;0,05
2009-10-15;0,018715;0,06
2009-10-16;0,017014;0,06
2009-10-19;0,017951;0,06
2009-10-20;0,016657;0,05
2009-10-21;0,014063;0,05
2009-10-22;0,014846;0,02
2009-10-23;0,018605;0,02
2009-10-26;0,015409;0,04
2009-10-27;0,017269;0,05
2009-10-28;0,017995;0,04
2009-10-29;0,018167;0,02
2009-10-30;0,045043;0,01
2009-11-02;0,019964;0,03
2009-11-03;0,021645;0,04
2009-11-04;0,022891;0,05
2009-11-05;0,028134;0,06
2009-11-06;0,027633;0,06
2009-11-09;0,033007;0,06
2009-11-10;0,030364;0,06
2009-11-11;0,02952;
2009-11-12;0,02888;0,06
2009-11-13;0,025476;0,05
2009-11-16;0,026204;0,05
2009-11-17;0,028222;0,05
2009-11-18;0,021926;0,04
2009-11-19;0,022416;0,03
2009-11-20;0,022015;0,04
2009-11-23;0,020846;0,05
2009-11-24;0,019453;0,06
2009-11-25;0,023346;0,07
2009-11-26;0,022605;
2009-11-27;0,025076;0,06
2009-11-30;0,043573;0,08
2009-12-01;0,024332;0,09
2009-12-02;0,021746;0,08
2009-12-03;0,026296;0,09
2009-12-04;0,029694;0,08
2009-12-07;0,034501;0,07
2009-12-08;0,038678;0,02
2009-12-09;0,032737;0,01
2009-12-10;0,033119;0,01
2009-12-11;0,028708;0,01
2009-12-14;0,028479;0,02
2009-12-15;0,032141;0,02
2009-12-16;0,026922;0,02
2009-12-17;0,02139;0,01
2009-12-18;0,0153;0,01
2009-12-21;0,016104;0,01
2009-12-22;0,029696;0,01
2009-12-23;0,025956;0,01
2009-12-24;0,037368;0,02
2009-12-25;;
2009-12-28;0,030779;0,03
2009-12-29;0,037941;0,02
2009-12-30;0,035466;0,02
2009-12-31;0,031984;0,04
2010-01-01;;
2010-01-04;0,027404;0,05
2010-01-05;0,028465;0,03
2010-01-06;0,024272;0,03
2010-01-07;0,024535;0,02
2010-01-08;0,027789;0,02
2010-01-11;0,026049;0,01
2010-01-12;0,025652;0,02
2010-01-13;0,024093;0,02
2010-01-14;0,028185;0,02
2010-01-15;0,028636;0,03
2010-01-18;0,032332;
2010-01-19;0,032861;0,03
2010-01-20;0,030699;0,03
2010-01-21;0,022938;0,02
2010-01-22;0,022364;0,02
2010-01-25;0,021534;0,02
2010-01-26;0,020706;0,02
2010-01-27;0,019273;0,01
2010-01-28;0,022343;0,01
2010-01-29;0,027068;0,02
2010-02-01;0,02446;0,05
2010-02-02;0,021828;0,04
2010-02-03;0,019053;0,05
2010-02-04;0,02017;0,04
2010-02-05;0,019566;0,03
2010-02-08;0,021193;0,04
2010-02-09;0,028122;0,05
2010-02-10;0,023661;0,06
2010-02-11;0,029159;0,05
2010-02-12;0,026787;0,04
2010-02-15;0,031129;
2010-02-16;0,024944;0,04
2010-02-17;0,024504;0,07
2010-02-18;0,024952;0,07
2010-02-19;0,019999;0,06
2010-02-22;0,019807;0,06
2010-02-23;0,026054;0,08
2010-02-24;0,024971;0,08
2010-02-25;0,026807;0,09
2010-02-26;0,037635;0,09
2010-03-01;0,02667;0,09
2010-03-02;0,024043;0,09
2010-03-03;0,033688;0,09
2010-03-04;0,025656;0,09
2010-03-05;0,025697;0,11
2010-03-08;0,042517;0,11
2010-03-09;0,028433;0,12
2010-03-10;0,026692;0,12
2010-03-11;0,021837;0,12
2010-03-12;0,01978;0,1
2010-03-15;0,025511;0,12
2010-03-16;0,022715;0,14
2010-03-17;0,021;0,13
2010-03-18;0,021008;0,14
2010-03-19;0,020745;0,13
2010-03-22;0,020093;0,13
2010-03-23;0,021479;0,11
2010-03-24;0,019708;0,12
2010-03-25;0,020029;0,12
2010-03-26;0,019531;0,11
2010-03-29;0,02431;0,11
2010-03-30;0,020078;0,13
2010-03-31;0,052509;0,15
2010-04-01;0,026173;0,16
2010-04-02;;0,15
2010-04-05;;0,16
2010-04-06;0,024274;0,17
2010-04-07;0,026858;0,16
2010-04-08;0,024342;0,16
2010-04-09;0,021374;0,16
2010-04-12;0,022121;0,15
2010-04-13;0,020335;0,15
2010-04-14;0,025296;0,15
2010-04-15;0,021844;0,16
2010-04-16;0,021754;0,15
2010-04-19;0,020481;0,15
2010-04-20;0,022601;0,14
2010-04-21;0,022848;0,14
2010-04-22;0,023614;0,15
2010-04-23;0,023145;0,14
2010-04-26;0,017517;0,14
2010-04-27;0,01887;0,14
2010-04-28;0,020422;0,14
2010-04-29;0,018144;0,15
2010-04-30;0,027666;0,14
2010-05-03;0,019542;0,14
2010-05-04;0,017298;0,15
2010-05-05;0,016627;0,14
2010-05-06;0,015382;0,06
2010-05-07;0,013011;0,08
2010-05-10;0,012515;0,13
2010-05-11;0,010063;0,15
2010-05-12;0,012044;0,16
2010-05-13;;0,15
2010-05-14;0,01;0,15
2010-05-17;0,014884;0,16
2010-05-18;0,012924;0,17
2010-05-19;0,014465;0,17
2010-05-20;0,014994;0,17
2010-05-21;0,037977;0,17
2010-05-24;;0,16
2010-05-25;0,015032;0,16
2010-05-26;0,014361;0,16
2010-05-27;0,014851;0,16
2010-05-28;0,011045;0,15
2010-05-31;0,016089;
2010-06-01;0,014386;0,14
2010-06-02;0,014781;0,13
2010-06-03;0,014365;0,13
2010-06-04;0,011517;0,12
2010-06-07;0,016092;0,1
2010-06-08;0,01564;0,1
2010-06-09;0,01605;0,08
2010-06-10;0,016067;0,06
2010-06-11;0,016125;0,04
2010-06-14;0,019228;0,02
2010-06-15;0,020242;0,03
2010-06-16;0,029251;0,06
2010-06-17;0,041966;0,05
2010-06-18;0,031804;0,04
2010-06-21;0,029372;0,05
2010-06-22;0,040419;0,08
2010-06-23;0,056387;0,07
2010-06-24;0,065115;0,07
2010-06-25;0,064047;0,05
2010-06-28;0,075606;0,07
2010-06-29;0,061809;0,09
2010-06-30;0,059386;0,17
2010-07-01;0,055037;0,16
2010-07-02;0,026846;0,16
2010-07-05;0,020293;
2010-07-06;0,021799;0,17
2010-07-07;0,022714;0,17
2010-07-08;0,023553;0,17
2010-07-09;0,043958;0,16
2010-07-12;0,057332;0,16
2010-07-13;0,057967;0,16
2010-07-14;0,047337;0,16
2010-07-15;0,040105;0,16
2010-07-16;0,043513;0,14
2010-07-19;0,058143;0,15
2010-07-20;0,110901;0,16
2010-07-21;0,137652;0,16
2010-07-22;0,086276;0,15
2010-07-23;0,047144;0,15
2010-07-26;0,035204;0,15
2010-07-27;0,037081;0,16
2010-07-28;0,05247;0,15
2010-07-29;0,083466;0,15
2010-07-30;0,079548;0,14
2010-08-02;0,038076;0,14
2010-08-03;0,049366;0,15
2010-08-04;0,044912;0,15
2010-08-05;0,034442;0,15
2010-08-06;0,032938;0,14
2010-08-09;0,030811;0,14
2010-08-10;0,021576;0,15
2010-08-11;0,02097;0,15
2010-08-12;0,024963;0,15
2010-08-13;0,020985;0,14
2010-08-16;0,03355;0,15
2010-08-17;0,024438;0,16
2010-08-18;0,022274;0,16
2010-08-19;0,025249;0,16
2010-08-20;0,026244;0,15
2010-08-23;0,035473;0,15
2010-08-24;0,03355;0,17
2010-08-25;0,040704;0,17
2010-08-26;0,036256;0,17
2010-08-27;0,052678;0,17
2010-08-30;0,162761;0,16
2010-08-31;0,318768;0,16
2010-09-01;0,100329;0,16
2010-09-02;0,066494;0,15
2010-09-03;0,064391;0,15
2010-09-06;0,12643;
2010-09-07;0,087763;0,13
2010-09-08;0,092384;0,1
2010-09-09;0,076961;0,1
2010-09-10;0,086367;0,1
2010-09-13;0,080951;0,1
2010-09-14;0,067976;0,11
2010-09-15;0,064743;0,11
2010-09-16;0,06152;0,12
2010-09-17;0,058256;0,12
2010-09-20;0,056617;0,12
2010-09-21;0,056722;0,12
2010-09-22;0,062335;0,12
2010-09-23;0,084889;0,13
2010-09-24;0,058449;0,09
2010-09-27;0,045449;0,08
2010-09-28;0,052681;0,08
2010-09-29;0,048923;0,12
2010-09-30;0,093595;0,14
2010-10-01;0,068017;0,15
2010-10-04;0,043705;0,15
2010-10-05;0,039342;0,14
2010-10-06;0,048144;0,14
2010-10-07;0,051456;0,15
2010-10-08;0,050163;0,14
2010-10-11;0,045185;
2010-10-12;0,035963;0,14
2010-10-13;0,035939;0,14
2010-10-14;0,037836;0,15
2010-10-15;0,039139;0,14
2010-10-18;0,031019;0,14
2010-10-19;0,027958;0,14
2010-10-20;0,022981;0,14
2010-10-21;0,0267;0,13
2010-10-22;0,024026;0,13
2010-10-25;0,046364;0,13
2010-10-26;0,042774;0,14
2010-10-27;0,062168;0,14
2010-10-28;0,040836;0,14
2010-10-29;0,058606;0,14
2010-11-01;0,04139;0,14
2010-11-02;0,03962;0,13
2010-11-03;0,049254;0,13
2010-11-04;0,042846;0,13
2010-11-05;0,03769;0,13
2010-11-08;0,041579;0,12
2010-11-09;0,037575;0,11
2010-11-10;0,062445;0,12
2010-11-11;0,083825;
2010-11-12;0,06892;0,11
2010-11-15;0,075173;0,12
2010-11-16;0,086886;0,13
2010-11-17;0,071478;0,13
2010-11-18;0,068466;0,13
2010-11-19;0,052631;0,12
2010-11-22;0,082354;0,12
2010-11-23;0,076995;0,15
2010-11-24;0,085795;0,16
2010-11-25;0,086843;
2010-11-26;0,072869;0,16
2010-11-29;0,076756;0,16
2010-11-30;0,15866;0,18
2010-12-01;0,069649;0,17
2010-12-02;0,066778;0,16
2010-12-03;0,063412;0,14
2010-12-06;0,0602;0,14
2010-12-07;0,057782;0,08
2010-12-08;0,06139;0,08
2010-12-09;0,074814;0,09
2010-12-10;0,051195;0,09
2010-12-13;0,070107;0,1
2010-12-14;0,053487;0,09
2010-12-15;0,060772;0,08
2010-12-16;0,04131;0,08
2010-12-17;0,040354;0,05
2010-12-20;0,05935;0,04
2010-12-21;0,05253;0,09
2010-12-22;0,068794;0,07
2010-12-23;0,089206;0,07
2010-12-24;0,124758;
2010-12-27;0,090528;0,06
2010-12-28;0,056443;0,08
2010-12-29;0,028504;0,05
2010-12-30;0,021113;0,05
2010-12-31;0,050282;0,07
2011-01-03;0,025229;0,11
2011-01-04;0,028803;0,12
2011-01-05;0,02218;0,13
2011-01-06;0,02234;0,13
2011-01-07;0,044083;0,13
2011-01-10;0,038011;0,14
2011-01-11;0,037643;0,15
2011-01-12;0,036534;0,15
2011-01-13;0,030192;0,15
2011-01-14;0,022721;0,14
2011-01-17;0,034745;
2011-01-18;0,036711;0,15
2011-01-19;0,033289;0,16
2011-01-20;0,028471;0,15
2011-01-21;0,02965;0,15
2011-01-24;0,033868;0,15
2011-01-25;0,034662;0,15
2011-01-26;0,036089;0,15
2011-01-27;0,055308;0,13
2011-01-28;0,048351;0,13
2011-01-31;0,10152;0,15
2011-02-01;0,037979;0,16
2011-02-02;0,033022;0,15
2011-02-03;0,031073;0,14
2011-02-04;0,024592;0,13
2011-02-07;0,023143;0,13
2011-02-08;0,021688;0,14
2011-02-09;0,022343;0,11
2011-02-10;0,025305;0,08
2011-02-11;0,028968;0,08
2011-02-14;0,049316;0,09
2011-02-15;0,049614;0,11
2011-02-16;0,043283;0,1
2011-02-17;0,028498;0,08
2011-02-18;0,024203;0,08
2011-02-21;0,01979;
2011-02-22;0,020757;0,1
2011-02-23;0,022741;0,12
2011-02-24;0,022563;0,13
2011-02-25;0,020079;0,12
2011-02-28;0,078858;0,13
2011-03-01;0,041605;0,07
2011-03-02;0,042065;0,12
2011-03-03;0,034525;0,12
2011-03-04;0,029628;0,11
2011-03-07;0,042143;0,1
2011-03-08;0,052852;0,07
2011-03-09;0,053624;0,07
2011-03-10;0,035712;0,04
2011-03-11;0,027008;0,04
2011-03-14;0,02721;0,05
2011-03-15;0,027199;0,07
2011-03-16;0,027337;0,06
2011-03-17;0,027261;0,06
2011-03-18;0,035309;0,06
2011-03-21;0,027843;0,06
2011-03-22;0,039572;0,07
2011-03-23;0,042747;0,06
2011-03-24;0,042015;0,04
2011-03-25;0,038112;0,04
2011-03-28;0,04569;0,04
2011-03-29;0,043454;0,06
2011-03-30;0,04887;0,03
2011-03-31;0,083753;0,05
2011-04-01;0,039208;0,03
2011-04-04;0,026302;0,02
2011-04-05;0,019806;0,05
2011-04-06;0,017688;0,03
2011-04-07;0,022631;0,03
2011-04-08;0,021591;0,02
2011-04-11;0,024096;0,02
2011-04-12;0,016244;0,02
2011-04-13;0,016474;0,03
2011-04-14;0,013492;0,04
2011-04-15;0,01801;0,04
2011-04-18;0,017422;0,03
2011-04-19;0,020239;0,04
2011-04-20;0,014865;0,04
2011-04-21;0,0196;0,03
2011-04-22;;
2011-04-25;;0,03
2011-04-26;0,021034;0,02
2011-04-27;0,021965;0,03
2011-04-28;0,023921;0,02
2011-04-29;0,030437;0,02
2011-05-02;0,041224;0,02
2011-05-03;0,026137;0,02
2011-05-04;0,02298;0,02
2011-05-05;0,025418;0,01
2011-05-06;0,039577;0,02
2011-05-09;0,046181;0,01
2011-05-10;0,04493;0,02
2011-05-11;0,044413;0,01
2011-05-12;0,043544;0,01
2011-05-13;0,036182;0,01
2011-05-16;0,025437;0,02
2011-05-17;0,020974;0,03
2011-05-18;0,018458;0,03
2011-05-19;0,011879;0,02
2011-05-20;0,016943;0,03
2011-05-23;0,029452;0,03
2011-05-24;0,03409;0,04
2011-05-25;0,025842;0,04
2011-05-26;0,030434;0,04
2011-05-27;0,042833;0,04
2011-05-30;0,055319;
2011-05-31;0,02816;0,04
2011-06-01;0,027742;0,04
2011-06-02;;0,04
2011-06-03;0,027643;0,04
2011-06-06;0,03578;0,03
2011-06-07;0,034698;0,01
2011-06-08;0,043006;0,01
2011-06-09;0,040389;0,02
2011-06-10;0,035788;0,02
2011-06-13;;0,02
2011-06-14;0,033522;0,03
2011-06-15;0,03335;0,02
2011-06-16;0,046601;0,02
2011-06-17;0,040274;0,02
2011-06-20;0,038183;0,02
2011-06-21;0,04104;0,01
2011-06-22;0,045338;0,01
2011-06-23;0,043154;0,01
2011-06-24;0,044243;0,01
2011-06-27;0,039891;0,01
2011-06-28;0,031897;0,01
2011-06-29;0,029632;0,01
2011-06-30;0,07111;0,01
2011-07-01;0,024732;0,01
2011-07-04;0,027925;
2011-07-05;0,021124;0,01
2011-07-06;0,029006;0,01
2011-07-07;0,033685;0,03
2011-07-08;0,024205;0,03
2011-07-11;0,02274;0,02
2011-07-12;0,01988;0,01
2011-07-13;0,018881;0,01
2011-07-14;0,020537;0,01
2011-07-15;0,024093;0,02
2011-07-18;0,023696;0,01
2011-07-19;0,021565;0,02
2011-07-20;0,031718;0,01
2011-07-21;0,023004;0,04
2011-07-22;0,026659;0,05
2011-07-25;0,026438;0,05
2011-07-26;0,023526;0,07
2011-07-27;0,02159;0,08
2011-07-28;0,023382;0,1
2011-07-29;0,05025;0,16
2011-08-01;;0,13
2011-08-02;0,039404;0,05
2011-08-03;0,017928;0,01
2011-08-04;0,0174;0,01
2011-08-05;0,0216;0,01
2011-08-08;0,000423;0,02
2011-08-09;-0,002624;0,02
2011-08-10;0,003206;0,02
2011-08-11;0,010491;0,01
2011-08-12;0,003346;0,01
2011-08-15;0,011244;0
2011-08-16;0,012378;0,02
2011-08-17;0,011504;0,01
2011-08-18;0,008667;0,01
2011-08-19;0,010898;0
2011-08-22;0,009756;0,01
2011-08-23;-0,020808;0,01
2011-08-24;-0,000262;0,02
2011-08-25;-0,015105;0,01
2011-08-26;0,003839;0
2011-08-29;0,0018;0
2011-08-30;0,004656;0,01
2011-08-31;-0,009758;0,01
2011-09-01;0,00365;0,02
2011-09-02;0,000638;0,02
2011-09-05;0,007946;
2011-09-06;0,001804;0,02
2011-09-07;0,0005;0
2011-09-08;0,00115;0,01
2011-09-09;-0,027945;0
2011-09-12;0,005091;0,01
2011-09-13;-0,057191;0
2011-09-14;-0,022614;0
2011-09-15;-0,017221;0
2011-09-16;-0,001741;0,01
2011-09-19;0,011069;0
2011-09-20;0,012387;0
2011-09-21;0,013094;0,01
2011-09-22;0,012768;0
2011-09-23;0,013657;0
2011-09-26;0,012741;0
2011-09-27;;0
2011-09-28;-0,026503;0
2011-09-29;-0,011091;0
2011-09-30;0,008339;0,02
2011-10-03;0,006699;0,01
2011-10-04;-0,066169;0,01
2011-10-05;-0,003852;0
2011-10-06;-0,006282;0,01
2011-10-07;0,008572;0,01
2011-10-10;0,006766;
2011-10-11;-0,023;0,01
2011-10-12;0,005057;0,01
2011-10-13;-0,014723;0,02
2011-10-14;-0,007996;0,02
2011-10-17;0,002317;0,02
2011-10-18;0,000364;0,02
2011-10-19;-0,01052;0,01
2011-10-20;0,005315;0,02
2011-10-21;-0,03239;0,01
2011-10-24;-0,020628;0,01
