Date,Open,High,Low,Close,Adj Close,Volume,SARON_close,US_IR,CH_infl,US_infl
2008-07-16,1.0099,1.0184,1.0033,1.0175,1.0175,0.0,"1,672653","1,36","-0,4","0,525101113"
2008-07-17,1.0177,1.0255,1.0135,1.0197,1.0197,0.0,"1,650383","1,31","-0,4","0,525101113"
2008-07-18,1.0197,1.0248,1.0176,1.0225,1.0225,0.0,"1,653373","1,28","-0,4","0,525101113"
2008-07-21,1.0229,1.0239,1.0166,1.0178,1.0178,0.0,"1,829515","1,32","-0,4","0,525101113"
2008-07-22,1.0176,1.0331,1.0138,1.0301,1.0301,0.0,"1,824898","1,5","-0,4","0,525101113"
2008-07-23,1.0303,1.0397,1.0288,1.0374,1.0374,0.0,"1,843929","1,59","-0,4","0,525101113"
2008-07-24,1.0379,1.0399,1.0353,1.0359,1.0359,0.0,"1,807519","1,69","-0,4","0,525101113"
2008-07-25,1.0359,1.04,1.0316,1.0387,1.0387,0.0,"1,74187","1,72","-0,4","0,525101113"
2008-07-28,1.0369,1.0384,1.0323,1.0338,1.0338,0.0,"1,772584","1,68","-0,4","0,525101113"
2008-07-29,1.0338,1.0475,1.0319,1.046,1.046,0.0,"1,85477","1,73","-0,4","0,525101113"
2008-07-30,1.0461,1.0518,1.0439,1.0485,1.0485,0.0,"1,79137","1,66","-0,4","0,525101113"
2008-07-31,1.0486,1.0495,1.0405,1.0475,1.0475,0.0,"1,955679","1,55","-0,4","0,525101113"
2008-08-01,1.048,1.0512,1.0464,1.0504,1.0504,0.0,"1,955679","1,52","-0,3","-0,399156226"
2008-08-04,1.0485,1.0502,1.0432,1.0488,1.0488,0.0,"1,926562","1,61","-0,3","-0,399156226"
2008-08-05,1.0486,1.0557,1.0485,1.0536,1.0536,0.0,"1,935469","1,73","-0,3","-0,399156226"
2008-08-06,1.0534,1.0607,1.0501,1.0587,1.0587,0.0,"1,880273","1,53","-0,3","-0,399156226"
2008-08-07,1.0586,1.0636,1.0526,1.0624,1.0624,0.0,"1,858917","1,53","-0,3","-0,399156226"
2008-08-08,1.062,1.0832,1.062,1.082,1.082,0.0,"1,83854","1,63","-0,3","-0,399156226"
2008-08-11,1.0834,1.088,1.0742,1.0858,1.0858,0.0,"1,786592","1,77","-0,3","-0,399156226"
2008-08-12,1.0854,1.0922,1.0829,1.0874,1.0874,0.0,"1,827266","1,73","-0,3","-0,399156226"
2008-08-13,1.0876,1.0918,1.0825,1.0858,1.0858,0.0,"1,879354","1,8","-0,3","-0,399156226"
2008-08-14,1.0863,1.0977,1.0837,1.0964,1.0964,0.0,"1,995302","1,76","-0,3","-0,399156226"
2008-08-15,1.0963,1.1007,1.0944,1.0953,1.0953,0.0,"2,0848","1,73","-0,3","-0,399156226"
2008-08-18,1.0963,1.1002,1.0911,1.0969,1.0969,0.0,"2,057582","1,77","-0,3","-0,399156226"
2008-08-19,1.0968,1.103,1.0898,1.0908,1.0908,0.0,"1,88432","1,83","-0,3","-0,399156226"
2008-08-20,1.0909,1.1038,1.0902,1.098,1.098,0.0,"1,887787","1,74","-0,3","-0,399156226"
2008-08-21,1.0979,1.0983,1.0842,1.087,1.087,0.0,"1,884621","1,73","-0,3","-0,399156226"
2008-08-22,1.0873,1.0996,1.0866,1.0973,1.0973,0.0,"1,838396","1,67","-0,3","-0,399156226"
2008-08-25,1.0977,1.1026,1.0922,1.097,1.097,0.0,"1,86088","1,66","-0,3","-0,399156226"
2008-08-26,1.1055,1.1084,1.099,1.1,1.1,0.0,"1,801305","1,67","-0,3","-0,399156226"
2008-08-27,1.1,1.1022,1.0916,1.0972,1.0972,0.0,"1,738753","1,58","-0,3","-0,399156226"
2008-08-28,1.0971,1.1008,1.0885,1.0978,1.0978,0.0,"1,82508","1,63","-0,3","-0,399156226"
2008-08-29,1.098,1.1037,1.0926,1.0959,1.0959,0.0,"1,933609","1,63","-0,3","-0,399156226"
2008-09-01,1.0982,1.1044,1.0948,1.1022,1.1022,0.0,"1,865783","1,63","0,1","-0,138301854"
2008-09-02,1.1019,1.1126,1.1009,1.1064,1.1064,0.0,"1,803969","1,64","0,1","-0,138301854"
2008-09-03,1.1064,1.1168,1.1041,1.1067,1.1067,0.0,"1,813308","1,57","0,1","-0,138301854"
2008-09-04,1.1068,1.1158,1.101,1.1115,1.1115,0.0,"1,81554","1,56","0,1","-0,138301854"
2008-09-05,1.1106,1.1191,1.107,1.1159,1.1159,0.0,"1,878752","1,53","0,1","-0,138301854"
2008-09-08,1.1186,1.136,1.1129,1.1281,1.1281,0.0,"1,884637","1,59","0,1","-0,138301854"
2008-09-09,1.1283,1.1358,1.1213,1.126,1.126,0.0,"1,860022","1,59","0,1","-0,138301854"
2008-09-10,1.1262,1.1396,1.1243,1.1363,1.1363,0.0,"1,908814","1,58","0,1","-0,138301854"
2008-09-11,1.1364,1.1418,1.1346,1.138,1.138,0.0,"1,805317","1,53","0,1","-0,138301854"
2008-09-12,1.1377,1.1396,1.1285,1.1292,1.1292,0.0,"1,818859","1,37","0,1","-0,138301854"
2008-09-15,1.1189,1.1273,1.1062,1.1118,1.1118,0.0,"1,953255","0,36","0,1","-0,138301854"
2008-09-16,1.1117,1.1245,1.1051,1.1218,1.1218,0.0,"1,906216","0,23","0,1","-0,138301854"
2008-09-17,1.1219,1.124,1.0998,1.1031,1.1031,0.0,"1,696802","0,07","0,1","-0,138301854"
2008-09-18,1.1031,1.1101,1.0909,1.1088,1.1088,0.0,"1,682444","0,26","0,1","-0,138301854"
2008-09-19,1.1085,1.1267,1.1007,1.1024,1.1024,0.0,"1,660219","0,75","0,1","-0,138301854"
2008-09-22,1.1041,1.1046,1.0703,1.0742,1.0742,0.0,"1,519593","0,76","0,1","-0,138301854"
2008-09-23,1.0742,1.0884,1.0725,1.0848,1.0848,0.0,"1,676156","0,3","0,1","-0,138301854"
2008-09-24,1.0846,1.0925,1.081,1.0905,1.0905,0.0,"1,622579","0,13","0,1","-0,138301854"
2008-09-25,1.0905,1.0932,1.0805,1.0876,1.0876,0.0,"1,648856","0,39","0,1","-0,138301854"
2008-09-26,1.0876,1.092,1.0829,1.092,1.092,0.0,"1,567828","0,21","0,1","-0,138301854"
2008-09-29,1.0918,1.1081,1.0836,1.092,1.092,0.0,"1,607507","0,16","0,1","-0,138301854"
2008-09-30,1.0921,1.1245,1.0908,1.1209,1.1209,0.0,"1,666335","1,02","0,1","-0,138301854"
2008-10-01,1.121,1.1289,1.1146,1.1254,1.1254,0.0,"1,617593","0,66","0,5","-1,010133328"
2008-10-02,1.1254,1.1403,1.125,1.1354,1.1354,0.0,"1,608306","0,21","0,5","-1,010133328"
2008-10-03,1.1353,1.1396,1.123,1.1259,1.1259,0.0,"1,369098","0,15","0,5","-1,010133328"
2008-10-06,1.1346,1.1488,1.1281,1.1483,1.1483,0.0,"0,537537","0,19","0,5","-1,010133328"
2008-10-07,1.1483,1.1483,1.136,1.1405,1.1405,0.0,"0,270137","0,39","0,5","-1,010133328"
2008-10-08,1.1402,1.144,1.1211,1.1274,1.1274,0.0,"0,655869","0,23","0,5","-1,010133328"
2008-10-09,1.1276,1.134,1.1232,1.1285,1.1285,0.0,"0,78359","0,19","0,5","-1,010133328"
2008-10-10,1.1282,1.151,1.1129,1.151,1.151,0.0,"0,974116","0,07","0,5","-1,010133328"
2008-10-13,1.1279,1.1431,1.1249,1.1355,1.1355,0.0,"0,833046","0,07","0,5","-1,010133328"
2008-10-14,1.1354,1.1371,1.1277,1.1358,1.1358,0.0,"1,031019","0,07","0,5","-1,010133328"
2008-10-15,1.1357,1.1401,1.1299,1.1336,1.1336,0.0,"1,039464","0,05","0,5","-1,010133328"
2008-10-16,1.1334,1.1481,1.1287,1.1335,1.1335,0.0,"1,175095","0,12","0,5","-1,010133328"
2008-10-17,1.1335,1.1387,1.1295,1.1358,1.1358,0.0,"1,10135","0,13","0,5","-1,010133328"
2008-10-20,1.1366,1.1522,1.1325,1.1507,1.1507,0.0,"1,06191","0,53","0,5","-1,010133328"
2008-10-21,1.1507,1.1588,1.1489,1.1522,1.1522,0.0,"1,038871","0,71","0,5","-1,010133328"
2008-10-22,1.1523,1.1701,1.1514,1.1651,1.1651,0.0,"0,26077","0,6","0,5","-1,010133328"
2008-10-23,1.1651,1.169,1.156,1.1591,1.1591,0.0,"0,382708","0,39","0,5","-1,010133328"
2008-10-24,1.1591,1.1746,1.1489,1.1663,1.1663,0.0,"0,411441","0,33","0,5","-1,010133328"
2008-10-27,1.1626,1.1695,1.1526,1.1566,1.1566,0.0,"0,479715","0,31","0,5","-1,010133328"
2008-10-28,1.1568,1.1651,1.1501,1.1511,1.1511,0.0,"0,665488","0,42","0,5","-1,010133328"
2008-10-29,1.1509,1.1583,1.1267,1.1326,1.1326,0.0,"0,55606","0,41","0,5","-1,010133328"
2008-10-30,1.1326,1.1473,1.1216,1.1389,1.1389,0.0,"0,513355","0,14","0,5","-1,010133328"
2008-10-31,1.1391,1.1657,1.1367,1.1595,1.1595,0.0,"0,522862","0,12","0,5","-1,010133328"
2008-11-03,1.1556,1.1787,1.1475,1.1768,1.1768,0.0,"0,501799","0,2","-0,7","-1,915289533"
2008-11-04,1.1769,1.1801,1.1571,1.1629,1.1629,0.0,"0,451949","0,29","-0,7","-1,915289533"
2008-11-05,1.163,1.1739,1.1561,1.1602,1.1602,0.0,"0,433614","0,16","-0,7","-1,915289533"
2008-11-06,1.1598,1.1793,1.159,1.1774,1.1774,0.0,"0,439579","0,13","-0,7","-1,915289533"
2008-11-07,1.1776,1.1795,1.1687,1.1786,1.1786,0.0,"0,322883","0,13","-0,7","-1,915289533"
2008-11-10,1.1751,1.1801,1.1715,1.1785,1.1785,0.0,"0,27628","0,11","-0,7","-1,915289533"
2008-11-11,1.1787,1.1893,1.1727,1.187,1.187,0.0,"0,255311","0,11","-0,7","-1,915289533"
2008-11-12,1.1861,1.189,1.1763,1.1871,1.1871,0.0,"0,291182","0,1","-0,7","-1,915289533"
2008-11-13,1.187,1.2,1.1825,1.1856,1.1856,0.0,"0,316017","0,08","-0,7","-1,915289533"
2008-11-14,1.1856,1.1977,1.1848,1.1963,1.1963,0.0,"0,299182","0,06","-0,7","-1,915289533"
2008-11-17,1.1992,1.1998,1.1891,1.199,1.199,0.0,"0,321108","0,06","-0,7","-1,915289533"
2008-11-18,1.1992,1.2042,1.1969,1.2016,1.2016,0.0,"0,271503","0,1","-0,7","-1,915289533"
2008-11-19,1.2018,1.2143,1.1963,1.2114,1.2114,0.0,"0,283921","0,09","-0,7","-1,915289533"
2008-11-20,1.2114,1.2268,1.21,1.2256,1.2256,0.0,"0,189754","0,05","-0,7","-1,915289533"
2008-11-21,1.2254,1.2294,1.218,1.2224,1.2224,0.0,"0,077983","0,03","-0,7","-1,915289533"
2008-11-24,1.2192,1.2217,1.1921,1.1967,1.1967,0.0,"0,05083","0,01","-0,7","-1,915289533"
2008-11-25,1.1967,1.2053,1.1831,1.1869,1.1869,0.0,"0,031057","0,04","-0,7","-1,915289533"
2008-11-26,1.187,1.2073,1.1844,1.2023,1.2023,0.0,"0,024548","0,02","-0,7","-1,915289533"
2008-11-27,1.2024,1.203,1.1955,1.2005,1.2005,0.0,"0,031094","0,02","-0,7","-1,915289533"
2008-11-28,1.2004,1.2196,1.1961,1.1978,1.1978,0.0,"0,03909","0,02","-0,7","-1,915289533"
2008-12-01,1.2127,1.2137,1.2019,1.2044,1.2044,0.0,"0,022054","0,09","-0,5","-1,034247381"
2008-12-02,1.2046,1.2095,1.1995,1.2063,1.2063,0.0,"0,002972","0,04","-0,5","-1,034247381"
2008-12-03,1.2064,1.2165,1.2049,1.2102,1.2102,0.0,"0,056103","0,02","-0,5","-1,034247381"
2008-12-04,1.2102,1.2186,1.1925,1.1954,1.1954,0.0,"0,081179","0,01","-0,5","-1,034247381"
2008-12-05,1.1954,1.2249,1.1954,1.219,1.219,0.0,"0,082825","0,02","-0,5","-1,034247381"
2008-12-08,1.2182,1.2199,1.2021,1.2063,1.2063,0.0,"0,087937","0,01","-0,5","-1,034247381"
2008-12-09,1.2062,1.217,1.2011,1.2054,1.2054,0.0,"0,043844","0,04","-0,5","-1,034247381"
2008-12-10,1.2056,1.2081,1.1925,1.1991,1.1991,0.0,"0,036623",0,"-0,5","-1,034247381"
2008-12-11,1.1992,1.1992,1.1791,1.1857,1.1857,0.0,"0,032981",0,"-0,5","-1,034247381"
2008-12-12,1.1855,1.1864,1.1742,1.1769,1.1769,0.0,"0,02885","0,03","-0,5","-1,034247381"
2008-12-15,1.1726,1.1748,1.1559,1.158,1.158,0.0,"0,029176",0,"-0,5","-1,034247381"
2008-12-16,1.1581,1.1582,1.1167,1.1199,1.1199,0.0,"0,025703","0,05","-0,5","-1,034247381"
2008-12-17,1.1195,1.1238,1.0712,1.0733,1.0733,0.0,"0,024612","0,03","-0,5","-1,034247381"
2008-12-18,1.0734,1.0857,1.043,1.0786,1.0786,0.0,"0,018264","0,03","-0,5","-1,034247381"
2008-12-19,1.0789,1.1125,1.0748,1.1009,1.1009,0.0,"0,020628",0,"-0,5","-1,034247381"
2008-12-22,1.1029,1.1038,1.0888,1.0937,1.0937,0.0,"0,020327","0,01","-0,5","-1,034247381"
2008-12-23,1.0938,1.0944,1.0834,1.0879,1.0879,0.0,"0,023351","0,01","-0,5","-1,034247381"
2008-12-24,1.0879,1.0884,1.0714,1.0728,1.0728,0.0,"0,028542",0,"-0,5","-1,034247381"
2008-12-25,1.0729,1.0797,1.0404,1.0769,1.0769,0.0,"0,028542",0,"-0,5","-1,034247381"
2008-12-26,1.0777,1.0794,1.0667,1.0724,1.0724,0.0,"0,028542","0,01","-0,5","-1,034247381"
2008-12-29,1.0655,1.0666,1.0373,1.0574,1.0574,0.0,"0,026664","0,04","-0,5","-1,034247381"
2008-12-30,1.057,1.0631,1.0492,1.0558,1.0558,0.0,"0,022935","0,11","-0,5","-1,034247381"
2008-12-31,1.0555,1.0731,1.0429,1.0429,1.0429,0.0,"0,019608","0,11","-0,5","-1,034247381"
2009-01-01,1.0543,1.075,1.0543,1.0647,1.0647,0.0,"0,019608","0,11","-0,8","0,435241738"
2009-01-02,1.0646,1.0839,1.0617,1.0791,1.0791,0.0,"0,019608","0,04","-0,8","0,435241738"
2009-01-05,1.0711,1.1113,1.0707,1.1086,1.1086,0.0,"0,025207","0,05","-0,8","0,435241738"
2009-01-06,1.1086,1.1274,1.1074,1.1164,1.1164,0.0,"0,021569","0,05","-0,8","0,435241738"
2009-01-07,1.1164,1.1197,1.0882,1.1038,1.1038,0.0,"0,017131","0,03","-0,8","0,435241738"
2009-01-08,1.1037,1.1078,1.0876,1.094,1.094,0.0,"0,018","0,04","-0,8","0,435241738"
2009-01-09,1.0942,1.1176,1.089,1.114,1.114,0.0,"0,020212","0,03","-0,8","0,435241738"
2009-01-12,1.1143,1.1235,1.1099,1.1149,1.1149,0.0,"0,016818","0,04","-0,8","0,435241738"
2009-01-13,1.1148,1.1245,1.1148,1.118,1.118,0.0,"0,024982","0,02","-0,8","0,435241738"
2009-01-14,1.1175,1.1229,1.1123,1.1153,1.1153,0.0,"0,029798","0,07","-0,8","0,435241738"
2009-01-15,1.1158,1.1278,1.1138,1.1219,1.1219,0.0,"0,031049","0,03","-0,8","0,435241738"
2009-01-16,1.1216,1.1234,1.1113,1.1202,1.1202,0.0,"0,032786","0,04","-0,8","0,435241738"
2009-01-19,1.1169,1.1352,1.1146,1.1321,1.1321,0.0,"0,031175","0,04","-0,8","0,435241738"
2009-01-20,1.1322,1.151,1.132,1.147,1.147,0.0,"0,039073","0,04","-0,8","0,435241738"
2009-01-21,1.1473,1.1612,1.1392,1.1554,1.1554,0.0,"0,026944","0,03","-0,8","0,435241738"
2009-01-22,1.1552,1.1592,1.1509,1.1536,1.1536,0.0,"0,032038","0,03","-0,8","0,435241738"
2009-01-23,1.1536,1.1708,1.1461,1.1461,1.1461,0.0,"0,024555","0,03","-0,8","0,435241738"
2009-01-26,1.1613,1.1639,1.1335,1.1382,1.1382,0.0,"0,024886","0,02","-0,8","0,435241738"
2009-01-27,1.1383,1.1426,1.1319,1.1399,1.1399,0.0,"0,023681","0,05","-0,8","0,435241738"
2009-01-28,1.1401,1.1555,1.1331,1.1524,1.1524,0.0,"0,024998","0,08","-0,8","0,435241738"
2009-01-29,1.1525,1.1575,1.1409,1.1541,1.1541,0.0,"0,027553","0,14","-0,8","0,435241738"
2009-01-30,1.154,1.1651,1.1517,1.1605,1.1605,0.0,"0,080879","0,15","-0,8","0,435241738"
2009-02-02,1.1623,1.1679,1.1582,1.162,1.162,0.0,"0,044711","0,19","0,2","0,497293304"
2009-02-03,1.1621,1.1663,1.1401,1.1442,1.1442,0.0,"0,042583","0,28","0,2","0,497293304"
2009-02-04,1.1444,1.1626,1.1412,1.1578,1.1578,0.0,"0,033354","0,26","0,2","0,497293304"
2009-02-05,1.1579,1.1728,1.1576,1.1712,1.1712,0.0,"0,019886","0,21","0,2","0,497293304"
2009-02-06,1.1716,1.1738,1.0824,1.0824,1.0824,0.0,"0,025178","0,21","0,2","0,497293304"
2009-02-09,1.1603,1.1672,1.1502,1.1672,1.1672,0.0,"0,023582","0,22","0,2","0,497293304"
2009-02-10,1.1672,1.1774,1.1509,1.1562,1.1562,0.0,"0,031383","0,24","0,2","0,497293304"
2009-02-11,1.1558,1.1628,1.1514,1.1606,1.1606,0.0,"0,031183","0,22","0,2","0,497293304"
2009-02-12,1.1605,1.1711,1.1563,1.1612,1.1612,0.0,"0,029668","0,25","0,2","0,497293304"
2009-02-13,1.1613,1.1659,1.156,1.1606,1.1606,0.0,"0,025818","0,23","0,2","0,497293304"
2009-02-16,1.1631,1.1706,1.1584,1.1596,1.1596,0.0,"0,021232","0,23","0,2","0,497293304"
2009-02-17,1.1598,1.1775,1.1598,1.1683,1.1683,0.0,"0,023037","0,26","0,2","0,497293304"
2009-02-18,1.1681,1.1824,1.1651,1.1744,1.1744,0.0,"0,024798","0,23","0,2","0,497293304"
2009-02-19,1.1746,1.1796,1.1703,1.1744,1.1744,0.0,"0,025336","0,22","0,2","0,497293304"
2009-02-20,1.1746,1.1877,1.1476,1.157,1.157,0.0,"0,023713","0,19","0,2","0,497293304"
2009-02-23,1.1591,1.1697,1.1464,1.1707,1.1707,0.0,"0,025258","0,19","0,2","0,497293304"
2009-02-24,1.1704,1.171,1.154,1.1583,1.1583,0.0,"0,025899","0,22","0,2","0,497293304"
2009-02-25,1.1582,1.1739,1.155,1.1698,1.1698,0.0,"0,026073","0,21","0,2","0,497293304"
2009-02-26,1.1697,1.1722,1.1594,1.1659,1.1659,0.0,"0,028993","0,18","0,2","0,497293304"
2009-02-27,1.1659,1.1753,1.1616,1.1699,1.1699,0.0,"0,035864","0,16","0,2","0,497293304"
2009-03-02,1.1728,1.1793,1.1704,1.1757,1.1757,0.0,"0,022505","0,17","-0,3","0,243174846"
2009-03-03,1.1756,1.1791,1.1685,1.1787,1.1787,0.0,"0,022356","0,14","-0,3","0,243174846"
2009-03-04,1.1787,1.1841,1.1651,1.1698,1.1698,0.0,"0,025682","0,15","-0,3","0,243174846"
2009-03-05,1.17,1.1805,1.1677,1.17,1.17,0.0,"0,020125","0,11","-0,3","0,243174846"
2009-03-06,1.1698,1.1707,1.1489,1.1589,1.1589,0.0,"0,02255","0,09","-0,3","0,243174846"
2009-03-09,1.1535,1.1677,1.1535,1.1583,1.1583,0.0,"0,026732","0,12","-0,3","0,243174846"
2009-03-10,1.1585,1.1645,1.144,1.1592,1.1592,0.0,"0,032156","0,14","-0,3","0,243174846"
2009-03-11,1.1592,1.167,1.1519,1.1554,1.1554,0.0,"0,030713","0,14","-0,3","0,243174846"
2009-03-12,1.1553,1.1952,1.15,1.1868,1.1868,0.0,"0,027849","0,11","-0,3","0,243174846"
2009-03-13,1.1869,1.1932,1.1842,1.1846,1.1846,0.0,"0,026456","0,09","-0,3","0,243174846"
2009-03-16,1.1887,1.1908,1.1809,1.1845,1.1845,0.0,"0,024928","0,11","-0,3","0,243174846"
2009-03-17,1.1852,1.1895,1.18,1.1804,1.1804,0.0,"0,025915","0,14","-0,3","0,243174846"
2009-03-18,1.1804,1.1824,1.1374,1.1411,1.1411,0.0,"0,023983","0,15","-0,3","0,243174846"
2009-03-19,1.1415,1.1455,1.1164,1.123,1.123,0.0,"0,026995","0,1","-0,3","0,243174846"
2009-03-20,1.1229,1.1298,1.1171,1.1278,1.1278,0.0,"0,021738","0,09","-0,3","0,243174846"
2009-03-23,1.1255,1.2235,1.1179,1.1255,1.1255,0.0,"0,024428","0,1","-0,3","0,243174846"
2009-03-24,1.1255,1.1322,1.1209,1.1306,1.1306,0.0,"0,027238","0,05","-0,3","0,243174846"
2009-03-25,1.1304,1.1326,1.1168,1.1216,1.1216,0.0,"0,023452","0,03","-0,3","0,243174846"
2009-03-26,1.1215,1.1286,1.1182,1.1269,1.1269,0.0,"0,020665","0,02","-0,3","0,243174846"
2009-03-27,1.1269,1.1476,1.1224,1.1433,1.1433,0.0,"0,021716","0,03","-0,3","0,243174846"
2009-03-30,1.1455,1.1548,1.1441,1.1509,1.1509,0.0,"0,026248","0,05","-0,3","0,243174846"
2009-03-31,1.1508,1.1516,1.1359,1.1389,1.1389,0.0,"0,031394","0,17","-0,3","0,243174846"
2009-04-01,1.1388,1.1499,1.138,1.1458,1.1458,0.0,"0,027261","0,18","0,9","0,249636828"
2009-04-02,1.1458,1.1482,1.1308,1.1342,1.1342,0.0,"0,028128","0,17","0,9","0,249636828"
2009-04-03,1.1342,1.1389,1.1297,1.1299,1.1299,0.0,"0,028568","0,16","0,9","0,249636828"
2009-04-06,1.128,1.1401,1.1239,1.1366,1.1366,0.0,"0,026644","0,16","0,9","0,249636828"
2009-04-07,1.1365,1.1479,1.1344,1.1414,1.1414,0.0,"0,028243","0,17","0,9","0,249636828"
2009-04-08,1.1416,1.1514,1.1414,1.1481,1.1481,0.0,"0,019164","0,15","0,9","0,249636828"
2009-04-09,1.148,1.1595,1.1435,1.1563,1.1563,0.0,"0,014778","0,13","0,9","0,249636828"
2009-04-10,1.1567,1.1614,1.1531,1.1531,1.1531,0.0,"0,014778","0,13","0,9","0,249636828"
2009-04-13,1.1558,1.1596,1.1309,1.1324,1.1324,0.0,"0,014778","0,12","0,9","0,249636828"
2009-04-14,1.1324,1.1442,1.1321,1.1367,1.1367,0.0,"0,016536","0,09","0,9","0,249636828"
2009-04-15,1.1368,1.1486,1.1367,1.1423,1.1423,0.0,"0,027","0,07","0,9","0,249636828"
2009-04-16,1.1425,1.1513,1.1397,1.1468,1.1468,0.0,"0,025962","0,02","0,9","0,249636828"
2009-04-17,1.1467,1.1684,1.1456,1.1653,1.1653,0.0,"0,027035","0,04","0,9","0,249636828"
2009-04-20,1.1653,1.1731,1.1653,1.1688,1.1688,0.0,"0,028433","0,04","0,9","0,249636828"
2009-04-21,1.169,1.1712,1.1634,1.1687,1.1687,0.0,"0,026806","0,07","0,9","0,249636828"
2009-04-22,1.1688,1.1714,1.16,1.1637,1.1637,0.0,"0,023712","0,08","0,9","0,249636828"
2009-04-23,1.1638,1.1671,1.15,1.1506,1.1506,0.0,"0,022752","0,08","0,9","0,249636828"
2009-04-24,1.1508,1.1524,1.135,1.1358,1.1358,0.0,"0,019794","0,07","0,9","0,249636828"
2009-04-27,1.1374,1.16,1.137,1.1567,1.1567,0.0,"0,025304","0,07","0,9","0,249636828"
2009-04-28,1.156,1.1592,1.142,1.1439,1.1439,0.0,"0,02563","0,05","0,9","0,249636828"
2009-04-29,1.1438,1.1444,1.1305,1.1363,1.1363,0.0,"0,02924","0,04","0,9","0,249636828"
2009-04-30,1.1361,1.143,1.1277,1.1402,1.1402,0.0,"0,03359","0,04","0,9","0,249636828"
2009-05-01,1.14,1.1405,1.1336,1.1351,1.1351,0.0,"0,03359","0,06","0,2","0,288876383"
2009-05-04,1.1365,1.1419,1.1247,1.126,1.126,0.0,"0,02801","0,14","0,2","0,288876383"
2009-05-05,1.126,1.1358,1.1245,1.1335,1.1335,0.0,"0,027432","0,14","0,2","0,288876383"
2009-05-06,1.1335,1.1384,1.1291,1.1332,1.1332,0.0,"0,026983","0,14","0,2","0,288876383"
2009-05-07,1.1331,1.1414,1.1254,1.1297,1.1297,0.0,"0,027196","0,15","0,2","0,288876383"
2009-05-08,1.1296,1.1335,1.1035,1.1035,1.1035,0.0,"0,022404","0,15","0,2","0,288876383"
2009-05-11,1.1056,1.1104,1.1021,1.1088,1.1088,0.0,"0,028049","0,16","0,2","0,288876383"
2009-05-12,1.1089,1.1104,1.1006,1.1056,1.1056,0.0,"0,028988","0,16","0,2","0,288876383"
2009-05-13,1.1055,1.1093,1.0977,1.1072,1.1072,0.0,"0,02986","0,15","0,2","0,288876383"
2009-05-14,1.1072,1.1119,1.1027,1.1046,1.1046,0.0,"0,028304","0,1","0,2","0,288876383"
2009-05-15,1.1046,1.1246,1.1036,1.1202,1.1202,0.0,"0,030401","0,11","0,2","0,288876383"
2009-05-18,1.1228,1.1256,1.1136,1.1142,1.1142,0.0,"0,033153","0,12","0,2","0,288876383"
2009-05-19,1.1141,1.1163,1.1069,1.1088,1.1088,0.0,"0,025127","0,14","0,2","0,288876383"
2009-05-20,1.1088,1.1126,1.097,1.1004,1.1004,0.0,"0,024525","0,18","0,2","0,288876383"
2009-05-21,1.1004,1.1053,1.0916,1.0928,1.0928,0.0,"0,024525","0,13","0,2","0,288876383"
2009-05-22,1.0926,1.0928,1.0812,1.0856,1.0856,0.0,"0,024699","0,13","0,2","0,288876383"
2009-05-25,1.084,1.0869,1.0818,1.0834,1.0834,0.0,"0,03508","0,13","0,2","0,288876383"
2009-05-26,1.0837,1.0924,1.0816,1.0834,1.0834,0.0,"0,024953","0,13","0,2","0,288876383"
2009-05-27,1.0834,1.0932,1.0811,1.0923,1.0923,0.0,"0,029405","0,18","0,2","0,288876383"
2009-05-28,1.0922,1.0952,1.0803,1.0854,1.0854,0.0,"0,02399","0,14","0,2","0,288876383"
2009-05-29,1.0854,1.0858,1.0656,1.0665,1.0665,0.0,"0,034996","0,14","0,2","0,288876383"
2009-06-01,1.0683,1.072,1.062,1.0698,1.0698,0.0,"0,034996","0,13","0,2","0,858989226"
2009-06-02,1.0699,1.074,1.0591,1.0613,1.0613,0.0,"0,026733","0,06","0,2","0,858989226"
2009-06-03,1.0614,1.0745,1.06,1.0703,1.0703,0.0,"0,028002","0,08","0,2","0,858989226"
2009-06-04,1.0702,1.0765,1.0642,1.0693,1.0693,0.0,"0,026684","0,08","0,2","0,858989226"
2009-06-05,1.0693,1.0905,1.0664,1.0845,1.0845,0.0,"0,025314","0,08","0,2","0,858989226"
2009-06-08,1.0886,1.0983,1.0834,1.091,1.091,0.0,"0,028769","0,08","0,2","0,858989226"
2009-06-09,1.0909,1.0951,1.0762,1.0792,1.0792,0.0,"0,030978","0,09","0,2","0,858989226"
2009-06-10,1.0788,1.0855,1.0722,1.0805,1.0805,0.0,"0,028146","0,11","0,2","0,858989226"
2009-06-11,1.0807,1.0836,1.065,1.0702,1.0702,0.0,"0,029168","0,09","0,2","0,858989226"
2009-06-12,1.0702,1.0842,1.0686,1.0803,1.0803,0.0,"0,026636","0,08","0,2","0,858989226"
2009-06-15,1.0798,1.0947,1.078,1.0927,1.0927,0.0,"0,027138","0,08","0,2","0,858989226"
2009-06-16,1.0925,1.0954,1.0822,1.0889,1.0889,0.0,"0,02582","0,09","0,2","0,858989226"
2009-06-17,1.0888,1.0918,1.0762,1.0801,1.0801,0.0,"0,02584","0,11","0,2","0,858989226"
2009-06-18,1.0802,1.0894,1.0761,1.0856,1.0856,0.0,"0,027648","0,12","0,2","0,858989226"
2009-06-19,1.0856,1.089,1.0766,1.0823,1.0823,0.0,"0,025415","0,1","0,2","0,858989226"
