Date,Open,High,Low,Close,Adj Close,Volume,SARON_close,US_IR,CH_infl,US_infl
2005-02-02,1.1908,1.1954,1.186,1.193,1.193,0.0,"0,629928","2,22","0,2","0,576822234"
2005-02-03,1.1929,1.2043,1.1927,1.2025,1.2025,0.0,"0,563602","2,18","0,2","0,576822234"
2005-02-04,1.2027,1.2132,1.1953,1.2132,1.2132,0.0,"0,619888","2,2","0,2","0,576822234"
2005-02-07,1.212,1.2259,1.2114,1.2238,1.2238,0.0,"0,661869","2,27","0,2","0,576822234"
2005-02-08,1.2239,1.2249,1.2185,1.221,1.221,0.0,"0,614977","2,34","0,2","0,576822234"
2005-02-09,1.2209,1.2233,1.2149,1.2164,1.2164,0.0,"0,511663","2,34","0,2","0,576822234"
2005-02-10,1.2164,1.2234,1.2041,1.2074,1.2074,0.0,"0,497193","2,35","0,2","0,576822234"
2005-02-11,1.2074,1.2115,1.2061,1.2095,1.2095,0.0,"0,468912","2,36","0,2","0,576822234"
2005-02-14,1.2081,1.2083,1.1962,1.1979,1.1979,0.0,"0,473938","2,37","0,2","0,576822234"
2005-02-15,1.1979,1.1997,1.1878,1.1891,1.1891,0.0,"0,512378","2,4","0,2","0,576822234"
2005-02-16,1.1891,1.1943,1.1838,1.188,1.188,0.0,"0,463627","2,39","0,2","0,576822234"
2005-02-17,1.1881,1.1893,1.1812,1.1838,1.1838,0.0,"0,482753","2,4","0,2","0,576822234"
2005-02-18,1.1838,1.189,1.1819,1.1832,1.1832,0.0,"0,487894","2,39","0,2","0,576822234"
2005-02-21,1.1828,1.1856,1.1805,1.1827,1.1827,0.0,"0,582635","2,39","0,2","0,576822234"
2005-02-22,1.1827,1.1837,1.1571,1.1587,1.1587,0.0,"0,684674","2,43","0,2","0,576822234"
2005-02-23,1.1591,1.1665,1.1579,1.164,1.164,0.0,"0,576288","2,47","0,2","0,576822234"
2005-02-24,1.164,1.1712,1.1593,1.1699,1.1699,0.0,"0,452254","2,48","0,2","0,576822234"
2005-02-25,1.1698,1.1737,1.161,1.162,1.162,0.0,"0,486893","2,5","0,2","0,576822234"
2005-02-28,1.1611,1.1647,1.1579,1.1638,1.1638,0.0,"0,67587","2,51","0,2","0,576822234"
2005-03-01,1.1637,1.168,1.1607,1.167,1.167,0.0,"0,616146","2,55","0,2","0,782064651"
2005-03-02,1.167,1.1775,1.1663,1.1736,1.1736,0.0,"0,592826","2,54","0,2","0,782064651"
2005-03-03,1.1736,1.1818,1.173,1.1811,1.1811,0.0,"0,589503","2,55","0,2","0,782064651"
2005-03-04,1.1812,1.1819,1.1664,1.1684,1.1684,0.0,"0,599542","2,56","0,2","0,782064651"
2005-03-07,1.1693,1.1778,1.168,1.1743,1.1743,0.0,"0,663609","2,59","0,2","0,782064651"
2005-03-08,1.1744,1.1754,1.1585,1.1607,1.1607,0.0,"0,692096","2,61","0,2","0,782064651"
2005-03-09,1.1607,1.1643,1.1554,1.1602,1.1602,0.0,"0,661278","2,6","0,2","0,782064651"
2005-03-10,1.1599,1.1604,1.1515,1.1525,1.1525,0.0,"0,611968","2,6","0,2","0,782064651"
2005-03-11,1.1525,1.1562,1.1491,1.1491,1.1491,0.0,"0,610944","2,6","0,2","0,782064651"
2005-03-14,1.1486,1.1635,1.1482,1.1597,1.1597,0.0,"0,642379","2,62","0,2","0,782064651"
2005-03-15,1.1598,1.167,1.1566,1.1652,1.1652,0.0,"0,632962","2,7","0,2","0,782064651"
2005-03-16,1.1651,1.1663,1.1505,1.1529,1.1529,0.0,"0,698957","2,68","0,2","0,782064651"
2005-03-17,1.1531,1.1593,1.1522,1.1574,1.1574,0.0,"0,67625","2,68","0,2","0,782064651"
2005-03-18,1.1574,1.1685,1.1565,1.1636,1.1636,0.0,"0,719143","2,7","0,2","0,782064651"
2005-03-21,1.1641,1.1805,1.164,1.1789,1.1789,0.0,"0,636737","2,72","0,2","0,782064651"
2005-03-22,1.1789,1.1913,1.1749,1.189,1.189,0.0,"0,631167","2,77","0,2","0,782064651"
2005-03-23,1.1889,1.1987,1.1876,1.1959,1.1959,0.0,"0,651934","2,72","0,2","0,782064651"
2005-03-24,1.1959,1.2027,1.1916,1.2025,1.2025,0.0,"0,738258","2,7","0,2","0,782064651"
2005-03-25,1.2024,1.2025,1.1981,1.199,1.199,0.0,"0,738258","2,7","0,2","0,782064651"
2005-03-28,1.1999,1.2081,1.1993,1.2037,1.2037,0.0,"0,738258","2,69","0,2","0,782064651"
2005-03-29,1.2038,1.2052,1.1978,1.2,1.2,0.0,"0,712885","2,7","0,2","0,782064651"
2005-03-30,1.2,1.2015,1.1926,1.2,1.2,0.0,"0,714627","2,71","0,2","0,782064651"
2005-03-31,1.2001,1.2002,1.189,1.1958,1.1958,0.0,"0,809343","2,63","0,2","0,782064651"
2005-04-01,1.1958,1.2074,1.1886,1.2024,1.2024,0.0,"0,713471","2,66","0,8","0,672529747"
2005-04-04,1.2047,1.2123,1.2027,1.2089,1.2089,0.0,"0,669411","2,64","0,8","0,672529747"
2005-04-05,1.2087,1.214,1.204,1.2064,1.2064,0.0,"0,650412","2,63","0,8","0,672529747"
2005-04-06,1.2064,1.2082,1.2012,1.2059,1.2059,0.0,"0,693951","2,6","0,8","0,672529747"
2005-04-07,1.2057,1.208,1.1975,1.2074,1.2074,0.0,"0,653979","2,61","0,8","0,672529747"
2005-04-08,1.2075,1.2114,1.1964,1.1964,1.1964,0.0,"0,651179","2,61","0,8","0,672529747"
2005-04-11,1.198,1.1992,1.1899,1.1936,1.1936,0.0,"0,607433","2,6","0,8","0,672529747"
2005-04-12,1.1939,1.2043,1.1907,1.1995,1.1995,0.0,"0,623382","2,62","0,8","0,672529747"
2005-04-13,1.1995,1.207,1.1947,1.2,1.2,0.0,"0,54489","2,62","0,8","0,672529747"
2005-04-14,1.1999,1.2186,1.1999,1.2154,1.2154,0.0,"0,522952","2,62","0,8","0,672529747"
2005-04-15,1.2155,1.2164,1.199,1.1999,1.1999,0.0,"0,535879","2,63","0,8","0,672529747"
2005-04-18,1.2006,1.2039,1.1852,1.1877,1.1877,0.0,"0,584767","2,67","0,8","0,672529747"
2005-04-19,1.1878,1.1903,1.179,1.1804,1.1804,0.0,"0,609414","2,73","0,8","0,672529747"
2005-04-20,1.1805,1.1887,1.176,1.1772,1.1772,0.0,"0,654029","2,65","0,8","0,672529747"
2005-04-21,1.1772,1.1854,1.1739,1.183,1.183,0.0,"0,652186","2,59","0,8","0,672529747"
2005-04-22,1.1828,1.1852,1.178,1.1804,1.1804,0.0,"0,681809","2,64","0,8","0,672529747"
2005-04-25,1.1814,1.1917,1.1809,1.1883,1.1883,0.0,"0,632718","2,67","0,8","0,672529747"
2005-04-26,1.1882,1.191,1.1856,1.1867,1.1867,0.0,"0,62059","2,7","0,8","0,672529747"
2005-04-27,1.1866,1.1959,1.1857,1.1934,1.1934,0.0,"0,587736","2,65","0,8","0,672529747"
2005-04-28,1.1935,1.1952,1.1893,1.1918,1.1918,0.0,"0,613577","2,6","0,8","0,672529747"
2005-04-29,1.1918,1.1972,1.1841,1.195,1.195,0.0,"0,646173","2,7","0,8","0,672529747"
2005-05-02,1.1961,1.2007,1.1958,1.1988,1.1988,0.0,"0,640115","2,68","-0,1","-0,102774923"
2005-05-03,1.1988,1.2015,1.1955,1.1973,1.1973,0.0,"0,638968","2,65","-0,1","-0,102774923"
2005-05-04,1.197,1.1982,1.1883,1.1913,1.1913,0.0,"0,705805","2,59","-0,1","-0,102774923"
2005-05-05,1.1913,1.1974,1.189,1.1936,1.1936,0.0,"0,705805","2,6","-0,1","-0,102774923"
2005-05-06,1.1937,1.2079,1.1934,1.2055,1.2055,0.0,"0,715295","2,64","-0,1","-0,102774923"
2005-05-09,1.2071,1.2092,1.2028,1.2043,1.2043,0.0,"0,79706","2,66","-0,1","-0,102774923"
2005-05-10,1.2043,1.2067,1.1993,1.2,1.2,0.0,"0,670552","2,6","-0,1","-0,102774923"
2005-05-11,1.2001,1.2091,1.1971,1.2054,1.2054,0.0,"0,588816","2,6","-0,1","-0,102774923"
2005-05-12,1.2054,1.2177,1.2053,1.2171,1.2171,0.0,"0,595132","2,58","-0,1","-0,102774923"
2005-05-13,1.2171,1.226,1.2157,1.2259,1.2259,0.0,"0,549254","2,47","-0,1","-0,102774923"
2005-05-16,1.2265,1.2285,1.2211,1.2221,1.2221,0.0,"0,549254","2,48","-0,1","-0,102774923"
2005-05-17,1.2222,1.2262,1.2194,1.2255,1.2255,0.0,"0,595143","2,6","-0,1","-0,102774923"
2005-05-18,1.2256,1.2268,1.2164,1.2177,1.2177,0.0,"0,535946","2,6","-0,1","-0,102774923"
2005-05-19,1.2177,1.2247,1.2153,1.2221,1.2221,0.0,"0,421843","2,63","-0,1","-0,102774923"
2005-05-20,1.2222,1.2358,1.2207,1.2322,1.2322,0.0,"0,598179","2,66","-0,1","-0,102774923"
2005-05-23,1.2338,1.2348,1.228,1.2312,1.2312,0.0,"0,608089","2,69","-0,1","-0,102774923"
2005-05-24,1.2314,1.2321,1.2244,1.2306,1.2306,0.0,"0,617208","2,82","-0,1","-0,102774923"
2005-05-25,1.2305,1.2314,1.2249,1.2272,1.2272,0.0,"0,658995","2,79","-0,1","-0,102774923"
2005-05-26,1.2272,1.2373,1.2258,1.2363,1.2363,0.0,"0,618989","2,77","-0,1","-0,102774923"
2005-05-27,1.2363,1.2363,1.229,1.2298,1.2298,0.0,"0,596028","2,77","-0,1","-0,102774923"
2005-05-30,1.233,1.2394,1.2318,1.2376,1.2376,0.0,"0,585073","2,77","-0,1","-0,102774923"
2005-05-31,1.2375,1.2491,1.2372,1.2476,1.2476,0.0,"0,665846","2,8","-0,1","-0,102774923"
2005-06-01,1.2475,1.2594,1.245,1.2558,1.2558,0.0,"0,622255","2,79","-0,2","0,051440329"
2005-06-02,1.2558,1.2576,1.2474,1.2517,1.2517,0.0,"0,61689","2,8","-0,2","0,051440329"
2005-06-03,1.2519,1.2559,1.2468,1.2526,1.2526,0.0,"0,617008","2,82","-0,2","0,051440329"
2005-06-06,1.253,1.2538,1.2464,1.2495,1.2495,0.0,"0,646788","2,83","-0,2","0,051440329"
2005-06-07,1.2495,1.251,1.2428,1.246,1.246,0.0,"0,618512","2,82","-0,2","0,051440329"
2005-06-08,1.2461,1.2567,1.241,1.2539,1.2539,0.0,"0,637244","2,83","-0,2","0,051440329"
2005-06-09,1.2539,1.2584,1.2513,1.2544,1.2544,0.0,"0,624104","2,81","-0,2","0,051440329"
2005-06-10,1.2544,1.2696,1.2521,1.2681,1.2681,0.0,"0,636856","2,82","-0,2","0,051440329"
2005-06-13,1.2688,1.2781,1.2682,1.2704,1.2704,0.0,"0,622696","2,82","-0,2","0,051440329"
2005-06-14,1.2703,1.2785,1.2672,1.2779,1.2779,0.0,"0,617047","2,78","-0,2","0,051440329"
2005-06-15,1.278,1.2785,1.269,1.2701,1.2701,0.0,"0,61689","2,78","-0,2","0,051440329"
2005-06-16,1.27,1.2766,1.2661,1.2722,1.2722,0.0,"0,644239","2,76","-0,2","0,051440329"
2005-06-17,1.2722,1.2733,1.2567,1.2573,1.2573,0.0,"0,64586","2,79","-0,2","0,051440329"
2005-06-20,1.2646,1.2732,1.2614,1.2708,1.2708,0.0,"0,652037","2,81","-0,2","0,051440329"
2005-06-21,1.2709,1.2781,1.2653,1.266,1.266,0.0,"0,627891","2,85","-0,2","0,051440329"
2005-06-22,1.2661,1.2746,1.262,1.2718,1.2718,0.0,"0,62591","2,84","-0,2","0,051440329"
2005-06-23,1.272,1.2807,1.2697,1.2797,1.2797,0.0,"0,595538","2,79","-0,2","0,051440329"
2005-06-24,1.2797,1.2821,1.2729,1.275,1.275,0.0,"0,590106","2,78","-0,2","0,051440329"
2005-06-27,1.2721,1.2721,1.2658,1.2682,1.2682,0.0,"0,612827","2,85","-0,2","0,051440329"
2005-06-28,1.2685,1.2817,1.2675,1.2796,1.2796,0.0,"0,58434","2,99","-0,2","0,051440329"
2005-06-29,1.2795,1.2873,1.2776,1.2814,1.2814,0.0,"0,577483","2,95","-0,2","0,051440329"
2005-06-30,1.2801,1.2857,1.2783,1.2831,1.2831,0.0,"0,631008","2,99","-0,2","0,051440329"
2005-07-01,1.2827,1.2977,1.2819,1.2964,1.2964,0.0,"0,624217","3,02","-0,5","0,462724936"
2005-07-04,1.2985,1.3041,1.2964,1.3031,1.3031,0.0,"0,643105","3,02","-0,5","0,462724936"
2005-07-05,1.3031,1.307,1.2996,1.3023,1.3023,0.0,"0,675051","3,03","-0,5","0,462724936"
2005-07-06,1.3023,1.3065,1.2997,1.3026,1.3026,0.0,"0,695605","3,04","-0,5","0,462724936"
2005-07-07,1.3024,1.3047,1.2858,1.2988,1.2988,0.0,"0,670053",3,"-0,5","0,462724936"
2005-07-08,1.2989,1.3066,1.2966,1.2989,1.2989,0.0,"0,68743","2,99","-0,5","0,462724936"
2005-07-11,1.2994,1.3004,1.2857,1.288,1.288,0.0,"0,716331","2,98","-0,5","0,462724936"
2005-07-12,1.288,1.2888,1.27,1.2719,1.2719,0.0,"0,707073","3,02","-0,5","0,462724936"
2005-07-13,1.272,1.292,1.2712,1.2912,1.2912,0.0,"0,709924","3,03","-0,5","0,462724936"
2005-07-14,1.2915,1.2927,1.2858,1.2891,1.2891,0.0,"0,717407","3,04","-0,5","0,462724936"
2005-07-15,1.289,1.2971,1.2851,1.296,1.296,0.0,"0,56756","3,04","-0,5","0,462724936"
2005-07-18,1.2966,1.2967,1.2907,1.294,1.294,0.0,"0,54648","3,06","-0,5","0,462724936"
2005-07-19,1.2941,1.3075,1.293,1.3002,1.3002,0.0,"0,325118","3,13","-0,5","0,462724936"
2005-07-20,1.3003,1.3023,1.2819,1.2846,1.2846,0.0,"0,637388","3,11","-0,5","0,462724936"
2005-07-21,1.2846,1.2894,1.2765,1.2858,1.2858,0.0,"0,617581","3,13","-0,5","0,462724936"
2005-07-22,1.2857,1.2981,1.2823,1.2963,1.2963,0.0,"0,611262","3,16","-0,5","0,462724936"
2005-07-25,1.2984,1.2988,1.2936,1.295,1.295,0.0,"0,650428","3,2","-0,5","0,462724936"
2005-07-26,1.2951,1.3028,1.294,1.2996,1.2996,0.0,"0,656456","3,25","-0,5","0,462724936"
2005-07-27,1.2996,1.3052,1.2932,1.2955,1.2955,0.0,"0,650893","3,23","-0,5","0,462724936"
2005-07-28,1.2953,1.2997,1.284,1.2851,1.2851,0.0,"0,64929","3,25","-0,5","0,462724936"
2005-07-29,1.2853,1.2915,1.2821,1.2886,1.2886,0.0,"0,678098","3,25","-0,5","0,462724936"
2005-08-01,1.2885,1.2895,1.2725,1.2785,1.2785,0.0,"0,678098","3,3","0,1","0,511770727"
2005-08-02,1.2784,1.2787,1.2699,1.2765,1.2765,0.0,"0,698199","3,35","0,1","0,511770727"
2005-08-03,1.2766,1.281,1.2603,1.2612,1.2612,0.0,"0,68165","3,34","0,1","0,511770727"
2005-08-04,1.2614,1.2657,1.2566,1.2579,1.2579,0.0,"0,686891","3,34","0,1","0,511770727"
2005-08-05,1.2578,1.2674,1.2563,1.2618,1.2618,0.0,"0,673331","3,35","0,1","0,511770727"
2005-08-08,1.2647,1.267,1.259,1.2615,1.2615,0.0,"0,656505","3,38","0,1","0,511770727"
2005-08-09,1.2612,1.2626,1.2544,1.2587,1.2587,0.0,"0,643107","3,37","0,1","0,511770727"
2005-08-10,1.2587,1.2616,1.2522,1.2564,1.2564,0.0,"0,641861","3,38","0,1","0,511770727"
2005-08-11,1.2563,1.2571,1.2448,1.2451,1.2451,0.0,"0,566901","3,31","0,1","0,511770727"
2005-08-12,1.2451,1.2529,1.2434,1.247,1.247,0.0,"0,531775","3,32","0,1","0,511770727"
2005-08-15,1.2456,1.2563,1.2451,1.2543,1.2543,0.0,"0,638011","3,28","0,1","0,511770727"
2005-08-16,1.2545,1.2619,1.2534,1.2565,1.2565,0.0,"0,651474","3,32","0,1","0,511770727"
2005-08-17,1.2567,1.2634,1.255,1.2615,1.2615,0.0,"0,638606","3,31","0,1","0,511770727"
2005-08-18,1.2615,1.2738,1.2586,1.2712,1.2712,0.0,"0,62777","3,3","0,1","0,511770727"
2005-08-19,1.2712,1.2767,1.2696,1.2754,1.2754,0.0,"0,587817","3,33","0,1","0,511770727"
2005-08-22,1.2738,1.275,1.2673,1.2694,1.2694,0.0,"0,655165","3,34","0,1","0,511770727"
2005-08-23,1.2696,1.274,1.2683,1.2695,1.2695,0.0,"0,631819","3,34","0,1","0,511770727"
2005-08-24,1.2693,1.2783,1.2638,1.2637,1.2637,0.0,"0,667225","3,34","0,1","0,511770727"
2005-08-25,1.2641,1.2653,1.2542,1.2562,1.2562,0.0,"0,631286","3,34","0,1","0,511770727"
2005-08-26,1.2563,1.2597,1.252,1.2581,1.2581,0.0,"0,620267","3,36","0,1","0,511770727"
2005-08-29,1.2569,1.2682,1.2505,1.2661,1.2661,0.0,"0,646429","3,42","0,1","0,511770727"
2005-08-30,1.2661,1.2741,1.2655,1.2692,1.2692,0.0,"0,652866","3,4","0,1","0,511770727"
2005-08-31,1.2692,1.2702,1.2521,1.2535,1.2535,0.0,"0,677405","3,41","0,1","0,511770727"
2005-09-01,1.2535,1.2556,1.2325,1.2348,1.2348,0.0,"0,647201","3,35","0,4","1,221995927"
2005-09-02,1.235,1.2365,1.2248,1.2295,1.2295,0.0,"0,632119","3,38","0,4","1,221995927"
2005-09-05,1.2283,1.2342,1.2239,1.233,1.233,0.0,"0,622301","3,38","0,4","1,221995927"
2005-09-06,1.2331,1.24,1.2325,1.239,1.239,0.0,"0,593728","3,39","0,4","1,221995927"
2005-09-07,1.2392,1.2437,1.2311,1.2429,1.2429,0.0,"0,61396","3,36","0,4","1,221995927"
2005-09-08,1.243,1.2461,1.2387,1.2449,1.2449,0.0,"0,62988","3,31","0,4","1,221995927"
2005-09-09,1.2449,1.2466,1.2389,1.2428,1.2428,0.0,"0,632638","3,32","0,4","1,221995927"
2005-09-12,1.244,1.259,1.2426,1.2572,1.2572,0.0,"0,63529","3,33","0,4","1,221995927"
2005-09-13,1.2571,1.2634,1.2545,1.2597,1.2597,0.0,"0,587005","3,3","0,4","1,221995927"
2005-09-14,1.2598,1.2609,1.2531,1.2586,1.2586,0.0,"0,602524","3,25","0,4","1,221995927"
2005-09-15,1.2585,1.2686,1.2574,1.2661,1.2661,0.0,"0,608688","3,23","0,4","1,221995927"
2005-09-16,1.266,1.2717,1.2601,1.2695,1.2695,0.0,"0,602839","3,23","0,4","1,221995927"
2005-09-19,1.2763,1.2807,1.2731,1.2787,1.2787,0.0,"0,63831","3,23","0,4","1,221995927"
2005-09-20,1.2786,1.2822,1.2746,1.2818,1.2818,0.0,"0,628887","3,29","0,4","1,221995927"
2005-09-21,1.2786,1.2822,1.2746,1.2818,1.2818,0.0,"0,631219","3,02","0,4","1,221995927"
2005-09-22,1.2763,1.2808,1.2658,1.2788,1.2788,0.0,"0,631185","2,99","0,4","1,221995927"
2005-09-23,1.2786,1.2927,1.2777,1.2919,1.2919,0.0,"0,635387","3,06","0,4","1,221995927"
2005-09-26,1.2943,1.2959,1.2879,1.2885,1.2885,0.0,"0,624477","3,19","0,4","1,221995927"
2005-09-27,1.2885,1.2994,1.2885,1.2953,1.2953,0.0,"0,630605","3,15","0,4","1,221995927"
2005-09-28,1.2954,1.29815,1.2893,1.2897,1.2897,0.0,"0,636491","3,12","0,4","1,221995927"
2005-09-29,1.2897,1.2973,1.2886,1.2952,1.2952,0.0,"0,631849","3,09","0,4","1,221995927"
2005-09-30,1.2954,1.2975,1.286,1.2935,1.2935,0.0,"0,674366","3,15","0,4","1,221995927"
2005-10-03,1.2934,1.304,1.2924,1.3022,1.3022,0.0,"0,673322","3,22","0,9","0,201207243"
2005-10-04,1.3022,1.3035,1.2988,1.3019,1.3019,0.0,"0,705321","3,35","0,9","0,201207243"
2005-10-05,1.3018,1.3021,1.2888,1.2886,1.2886,0.0,"0,732612","3,34","0,9","0,201207243"
2005-10-06,1.2889,1.2897,1.2674,1.2719,1.2719,0.0,"0,702773","3,34","0,9","0,201207243"
2005-10-07,1.272,1.2822,1.2716,1.278,1.278,0.0,"0,692921","3,35","0,9","0,201207243"
2005-10-10,1.2799,1.2868,1.2751,1.2852,1.2852,0.0,"0,695842","3,35","0,9","0,201207243"
2005-10-11,1.285,1.2915,1.2843,1.2905,1.2905,0.0,"0,697661","3,41","0,9","0,201207243"
2005-10-12,1.2904,1.2944,1.2841,1.2871,1.2871,0.0,"0,701034","3,49","0,9","0,201207243"
2005-10-13,1.2874,1.3015,1.2862,1.29,1.29,0.0,"0,685411","3,5","0,9","0,201207243"
2005-10-14,1.29,1.2936,1.2792,1.2857,1.2857,0.0,"0,664768","3,49","0,9","0,201207243"
2005-10-17,1.28495,1.2944,1.27955,1.2937,1.2937,0.0,"0,593451","3,53","0,9","0,201207243"
2005-10-18,1.2939,1.3053,1.2933,1.3001,1.3001,0.0,"0,421686","3,57","0,9","0,201207243"
2005-10-19,1.3,1.3071,1.2932,1.2971,1.2971,0.0,"0,273047","3,57","0,9","0,201207243"
2005-10-20,1.297,1.2985,1.2869,1.2879,1.2879,0.0,"0,638189","3,46","0,9","0,201207243"
2005-10-21,1.28795,1.2957,1.2806,1.2918,1.2918,0.0,"0,635775","3,48","0,9","0,201207243"
2005-10-24,1.2924,1.295,1.284,1.2881,1.2881,0.0,"0,642725","3,51","0,9","0,201207243"
2005-10-25,1.288,1.2935,1.2743,1.275,1.275,0.0,"0,629358","3,71","0,9","0,201207243"
2005-10-26,1.2748,1.28365,1.273,1.2836,1.2836,0.0,"0,628617","3,7","0,9","0,201207243"
2005-10-27,1.2834,1.28485,1.2699,1.2727,1.2727,0.0,"0,630327","3,72","0,9","0,201207243"
2005-10-28,1.2725,1.28225,1.2695,1.2806,1.2806,0.0,"0,6248","3,75","0,9","0,201207243"
2005-10-31,1.28045,1.2922,1.278,1.2896,1.2896,0.0,"0,673334","3,77","0,9","0,201207243"
2005-11-01,1.2896,1.2918,1.2857,1.2872,1.2872,0.0,"0,65717","3,78","-0,3","-0,803212851"
2005-11-02,1.2874,1.28885,1.2767,1.2786,1.2786,0.0,"0,639179","3,77","-0,3","-0,803212851"
2005-11-03,1.2788,1.29325,1.2777,1.2916,1.2916,0.0,"0,644087","3,81","-0,3","-0,803212851"
2005-11-04,1.2917,1.3082,1.2868,1.3071,1.3071,0.0,"0,63637","3,8","-0,3","-0,803212851"
2005-11-07,1.3087,1.3107,1.304,1.3073,1.3073,0.0,"0,636845","3,81","-0,3","-0,803212851"
2005-11-08,1.30745,1.31715,1.3068,1.31205,1.31205,0.0,"0,632393","3,88","-0,3","-0,803212851"
2005-11-09,1.3118,1.3161,1.3084,1.3089,1.3089,0.0,"0,622812","3,91","-0,3","-0,803212851"
2005-11-10,1.3087,1.3161,1.3048,1.3158,1.3158,0.0,"0,617539","3,89","-0,3","-0,803212851"
2005-11-11,1.31605,1.31605,1.3102,1.3123,1.3123,0.0,"0,573955","3,89","-0,3","-0,803212851"
2005-11-14,1.3108,1.3208,1.3063,1.3176,1.3176,0.0,"0,562724","3,93","-0,3","-0,803212851"
2005-11-15,1.3175,1.3241,1.3154,1.3162,1.3162,0.0,"0,599182","4,01","-0,3","-0,803212851"
2005-11-16,1.3162,1.3283,1.316,1.3248,1.3248,0.0,"0,643461",4,"-0,3","-0,803212851"
2005-11-17,1.3246,1.32795,1.31555,1.3173,1.3173,0.0,"0,643498","3,98","-0,3","-0,803212851"
2005-11-18,1.3173,1.3269,1.3129,1.3136,1.3136,0.0,"0,623597","3,95","-0,3","-0,803212851"
2005-11-21,1.3148,1.3204,1.3081,1.3189,1.3189,0.0,"0,642153","3,93","-0,3","-0,803212851"
2005-11-22,1.319,1.3239,1.3097,1.3107,1.3107,0.0,"0,634269","3,94","-0,3","-0,803212851"
2005-11-23,1.3107,1.3165,1.3067,1.3126,1.3126,0.0,"0,63161","3,94","-0,3","-0,803212851"
2005-11-24,1.3126,1.3171,1.3108,1.3163,1.3163,0.0,"0,616337","3,94","-0,3","-0,803212851"
2005-11-25,1.3163,1.3219,1.31335,1.3219,1.3219,0.0,"0,593012","3,91","-0,3","-0,803212851"
2005-11-28,1.3195,1.3234,1.3006,1.3059,1.3059,0.0,"0,635988","3,94","-0,3","-0,803212851"
2005-11-29,1.3058,1.3187,1.3042,1.315,1.315,0.0,"0,643888","3,99","-0,3","-0,803212851"
2005-11-30,1.31505,1.3174,1.31175,1.3139,1.3139,0.0,"0,68404",4,"-0,3","-0,803212851"
2005-12-01,1.3144,1.3219,1.3125,1.317,1.317,0.0,"0,673331","3,99","-0,1","-0,4048583"
2005-12-02,1.317,1.32265,1.3157,1.3173,1.3173,0.0,"0,70792",4,"-0,1","-0,4048583"
2005-12-05,1.3172,1.3209,1.3036,1.3071,1.3071,0.0,"0,695613","4,01","-0,1","-0,4048583"
2005-12-06,1.3072,1.3105,1.30395,1.3049,1.3049,0.0,"0,522207","3,84","-0,1","-0,4048583"
2005-12-07,1.3049,1.3157,1.3047,1.3137,1.3137,0.0,"0,379274","3,84","-0,1","-0,4048583"
