Date,SMI,SP500,USD_CHF,CH_infl,US_infl,Shadow,BondUS,BondCH
2016-09-19,8195.709961,2139.12,0.97965,0.049,0.124674851,0.51,0.256,-0.89
2016-09-26,8165.049805,2146.1,0.96923,0.049,0.124674851,0.51,0.19,-0.86
2016-10-03,8166.319824,2161.2,0.97209,0.049,0.124674851,0.51,0.307,-0.96
2016-10-10,8172.220215,2163.66,0.97769,0.049,0.124674851,0.51,0.323,-0.87
2016-10-17,8000.959961,2126.5,0.99038,-0.195,-0.155546087,0.52,0.309,-0.85
2016-10-24,7991.879883,2151.33,0.99421,-0.195,-0.155546087,0.52,0.327,-0.83
2016-10-31,7827.740234,2126.15,0.98739,-0.195,-0.155546087,0.52,0.309,-0.85
2016-11-07,7735.220215,2131.52,0.97434,-0.195,-0.155546087,0.52,0.408,-0.92
2016-11-14,7900.569824,2164.2,0.98951,-0.078,0.032732139,0.43,0.52,-0.87
2016-11-21,7849.859863,2198.18,1.01105,-0.078,0.032732139,0.43,0.442,-0.87
2016-11-28,7823.22998,2201.72,1.0125,-0.078,0.032732139,0.43,0.472,-0.89
2016-12-05,7845.680176,2204.71,1.0138,-0.078,0.032732139,0.43,0.472,-0.92
2016-12-12,8040.089844,2256.96,1.01804,-0.078,0.032732139,0.43,0.518,-0.91
2016-12-19,8234.490234,2262.53,1.0267,-0.029,0.582772789,0.42,0.495,-0.92
2016-12-27,8259.450195,2268.88,1.02683,-0.029,0.582772789,0.42,0.515,-0.84
2017-01-03,8316.179688,2257.83,1.02419,-0.029,0.582772789,0.42,0.497,-0.81
2017-01-09,8424.860352,2268.9,1.01742,-0.029,0.582772789,0.42,0.502,-0.8
2017-01-17,8304.099609,2267.89,1.0111,0.48,0.314611739,0.38,0.53,-0.83
2017-01-23,8229.009766,2265.2,1.00091,0.48,0.314611739,0.38,0.492,-0.85
2017-01-30,8320.830078,2280.9,0.9974,0.48,0.314611739,0.38,0.513,-0.84
2017-02-06,8330.929688,2292.56,0.99235,0.48,0.314611739,0.38,0.52,-0.83
2017-02-13,8462.879883,2328.25,1.0044,0.215,0.081279787,0.39,0.541,-0.84
2017-02-21,8567.179688,2365.38,1.00326,0.215,0.081279787,0.39,0.523,-0.88
2017-02-27,8520.55957,2369.75,1.00887,0.215,0.081279787,0.39,0.51,-0.92
2017-03-06,8664.799805,2375.31,1.00793,0.215,0.081279787,0.39,0.729,-0.87
2017-03-13,8683.049805,2373.47,1.0095,0.204,0.296553337,0.64,0.749,-0.87
2017-03-20,8695.040039,2373.47,0.9973,0.204,0.296553337,0.64,0.734,-0.84
2017-03-27,8594.540039,2341.59,0.98805,0.204,0.296553337,0.64,0.78,-0.91
2017-04-03,8633.860352,2358.84,1.0022,0.204,0.296553337,0.64,0.764,-0.86
2017-04-10,8616.679688,2357.16,1.00941,0.204,0.296553337,0.64,0.81,-0.9
2017-04-18,8529.280273,2342.19,1.00419,0.184,0.085472183,0.85,0.828,-0.89
2017-04-24,8711.320313,2374.15,0.9929,0.184,0.085472183,0.85,0.795,-0.86
2017-05-02,8868.55957,2391.17,0.99567,0.184,0.085472183,0.85,0.861,-0.89
2017-05-08,9039.610352,2399.38,0.98987,0.184,0.085472183,0.85,0.894,-0.81
2017-05-15,9108.25,2402.32,1.00107,-0.145,0.090711101,1.03,0.886,-0.95
2017-05-22,9084.780273,2394.02,0.97289,-0.145,0.090711101,1.03,0.904,-0.84
2017-05-30,9007.540039,2412.91,0.97924,-0.145,0.090711101,1.03,0.935,-0.83
2017-06-06,8908.269531,2429.33,0.965,-0.145,0.090711101,1.03,0.983,-0.84
2017-06-12,8807.849609,2429.39,0.96914,-0.145,0.090711101,1.03,0.998,-0.83
2017-06-19,9030.299805,2453.46,0.97299,-0.311,-0.068992264,1.06,1.011,-0.84
2017-06-26,9121.219727,2439.07,0.9693,-0.311,-0.068992264,1.06,0.96,-0.85
2017-07-03,9009.80957,2429.01,0.9589,-0.311,-0.068992264,1.06,1.026,-0.85
2017-07-10,8943.839844,2427.43,0.9634,-0.311,-0.068992264,1.06,1.039,-0.84
2017-07-17,9038.650391,2459.14,0.96329,0.029,0.29944523,1.08,1.047,-0.85
2017-07-24,8898.230469,2469.91,0.9447,0.029,0.29944523,1.08,1.179,-0.84
2017-07-31,9055.0,2470.3,0.96917,0.029,0.29944523,1.08,1.083,-0.84
2017-08-07,9155.129883,2480.91,0.97275,0.029,0.29944523,1.08,1.057,-0.82
2017-08-14,9031.269531,2465.84,0.96271,0.253,0.529490589,1.11,1.029,-0.81
2017-08-21,8883.780273,2428.37,0.9654,0.253,0.529490589,1.11,0.991,-0.86
2017-08-28,8864.230469,2444.24,0.9552,0.253,0.529490589,1.11,1.032,-0.87
2017-09-05,8869.55957,2457.85,0.95882,0.253,0.529490589,1.11,1.009,-0.86
2017-09-11,8982.230469,2488.11,0.94757,0.253,0.529490589,1.11,1.047,-0.86
2017-09-18,9048.110352,2503.87,0.96083,0.058,-0.06320421,1.1,1.027,-0.96
2017-09-25,9140.469727,2496.66,0.97069,0.058,-0.06320421,1.1,1.024,-0.83
2017-10-02,9242.150391,2529.12,0.9681,0.058,-0.06320421,1.1,1.044,-0.89
2017-10-09,9259.339844,2544.73,0.9779,0.058,-0.06320421,1.1,1.0698,-0.9
2017-10-16,9274.589844,2557.64,0.97448,-0.068,0.002432469,1.16,1.083,-0.87
2017-10-23,9248.490234,2564.98,0.98606,-0.068,0.002432469,1.16,1.098,-0.87
2017-10-30,9175.5,2572.83,0.99799,-0.068,0.002432469,1.16,1.103,-0.88
2017-11-06,9288.780273,2591.13,1.0002,-0.068,0.002432469,1.16,1.187,-0.9
2017-11-13,9162.740234,2584.84,0.9964,-0.029,-0.058783228,1.28,1.215,-0.91
2017-11-20,9299.610352,2582.14,0.9896,-0.029,-0.058783228,1.28,1.271,-0.9
2017-11-27,9264.389648,2601.42,0.9803,-0.029,-0.058783228,1.28,1.256,-0.93
2017-12-04,9328.629883,2639.44,0.98203,-0.029,-0.058783228,1.28,1.315,-0.96
2017-12-11,9314.759766,2659.99,0.99287,-0.029,-0.058783228,1.28,1.294,-0.9
2017-12-18,9452.320313,2690.16,0.99104,-0.136,0.544774545,1.41,1.348,-0.96
2017-12-27,9430.44043,2682.62,0.9897,-0.136,0.544774545,1.41,1.447,-0.97
2018-01-03,9478.919922,2713.06,0.97146,-0.136,0.544774545,1.41,1.404,-0.85
2018-01-08,9541.730469,2747.71,0.97506,-0.136,0.544774545,1.41,1.414,-0.83
2018-01-16,9464.049805,2776.42,0.96307,0.37,0.453468997,1.4,1.429,-0.86
2018-01-22,9529.129883,2832.97,0.9614,0.37,0.453468997,1.4,1.424,-0.86
2018-01-29,9457.269531,2853.53,0.93366,0.37,0.453468997,1.4,1.409,-0.85
2018-02-05,9100.389648,2648.94,0.93108,0.37,0.453468997,1.4,1.493,-0.85
2018-02-12,8822.179688,2656.0,0.9395,0.37,0.453468997,1.4,1.572,-0.8
2018-02-20,8981.389648,2716.26,0.9294,0.388,0.22611259,1.55,1.61,-0.86
2018-02-26,9026.110352,2779.6,0.93706,0.388,0.22611259,1.55,1.646,-0.9
2018-03-05,8808.379883,2720.94,0.93713,0.388,0.22611259,1.55,1.667,-0.86
2018-03-12,8970.740234,2783.02,0.9508,0.388,0.22611259,1.55,1.682,-0.84
2018-03-19,8811.330078,2712.92,0.9528,0.203,0.397509156,1.65,1.769,-0.9
2018-03-26,8509.290039,2658.55,0.9469,0.203,0.397509156,1.65,1.746,-0.85
2018-04-03,8630.929688,2614.45,0.955,0.203,0.397509156,1.65,1.754,-0.8
2018-04-09,8687.080078,2613.16,0.95922,0.203,0.397509156,1.65,1.715,-0.89
2018-04-16,8726.540039,2677.84,0.96307,0.385,0.415891693,1.71,1.754,-0.79
2018-04-23,8806.629883,2670.29,0.9759,0.385,0.415891693,1.71,1.825,-0.79
2018-04-30,8886.259766,2648.05,0.98811,0.385,0.415891693,1.71,1.807,-0.8
2018-05-07,8978.650391,2672.63,1.00054,0.385,0.415891693,1.71,1.835,-0.8
2018-05-14,9000.889648,2730.13,0.99986,0.0,0.15938757,1.77,1.899,-0.79
2018-05-22,8936.070313,2724.44,0.9968,0.0,0.15938757,1.77,1.938,-0.81
2018-05-29,8637.200195,2689.86,0.99338,0.0,0.15938757,1.77,1.886,-0.9
2018-06-04,8634.419922,2746.87,0.9886,0.0,0.15938757,1.77,1.91,-0.91
2018-06-11,8623.540039,2782.0,0.98481,0.0,0.15938757,1.77,1.912,-0.85
2018-06-18,8519.570313,2773.75,0.9975,-0.23,0.006746326,1.89,1.927,-0.8
2018-06-25,8458.75,2717.07,0.98787,-0.23,0.006746326,1.89,1.899,-0.8
2018-07-02,8529.589844,2726.71,0.99021,-0.23,0.006746326,1.89,1.935,-0.8
2018-07-09,8759.919922,2784.17,0.9892,-0.23,0.006746326,1.89,1.961,-0.79
2018-07-16,8847.959961,2798.43,1.00218,-0.01,0.055554233,1.92,1.981,-0.8
2018-07-23,8959.790039,2806.98,0.99087,-0.01,0.055554233,1.92,1.966,-0.83
2018-07-30,9163.379883,2802.6,0.99398,-0.01,0.055554233,1.92,1.991,-0.79
2018-08-06,9149.360352,2850.4,0.9944,-0.01,0.055554233,1.92,2.014,-0.79
2018-08-13,9005.349609,2821.93,0.9946,0.058,0.116202518,2.01,2.043,-0.8
2018-08-20,9059.530273,2857.05,0.99519,0.058,0.116202518,2.01,2.04,-0.8
2018-08-27,9098.700195,2896.74,0.98223,0.058,0.116202518,2.01,2.109,-0.8
2018-09-04,8951.889648,2896.72,0.96929,0.058,0.116202518,2.01,2.117,-0.8
2018-09-10,8930.240234,2877.13,0.9686,0.058,0.116202518,2.01,2.132,-0.8
2018-09-17,8936.709961,2888.8,0.967,0.173,0.176676346,2.17,2.158,-0.8
2018-09-24,8946.219727,2919.37,0.9582,0.173,0.176676346,2.17,2.173,-0.84
2018-10-01,9127.049805,2924.59,0.9812,0.173,0.176676346,2.17,2.206,-0.8
2018-10-08,8964.139648,2884.43,0.99141,0.173,0.176676346,2.17,2.2167,-0.9
2018-10-15,8653.160156,2750.79,0.9907,-0.25,-0.334934852,2.3,2.283,-0.8
2018-10-22,8865.55957,2755.88,0.9962,-0.25,-0.334934852,2.3,2.312,-0.8
2018-10-29,8759.620117,2641.25,0.9974,-0.25,-0.334934852,2.3,2.314,-0.8
2018-11-05,9008.580078,2738.31,1.0024,-0.25,-0.334934852,2.3,2.322,-0.8
2018-11-12,8984.049805,2726.22,1.0059,-0.25,-0.334934852,2.3,2.3551,-0.8
2018-11-19,8812.610352,2690.73,0.99938,-0.26,-0.319396282,2.4,2.355,-0.8
2018-11-26,8931.370117,2673.45,0.99732,-0.26,-0.319396282,2.4,2.399,-0.9
2018-12-03,9106.55957,2790.37,0.9983,-0.26,-0.319396282,2.4,2.342,-0.85
2018-12-10,8551.019531,2637.72,0.98972,-0.26,-0.319396282,2.4,2.386,-0.89
2018-12-17,8602.610352,2545.94,0.99751,-0.26,0.190659667,2.53,2.394,-0.84
2018-12-27,8195.639648,2488.83,0.9943,-0.26,0.190659667,2.53,2.41,-0.85
2019-01-03,8466.009766,2447.89,0.9887,-0.26,0.190659667,2.53,2.412,-0.8
2019-01-07,8535.950195,2549.69,0.98576,-0.26,0.190659667,2.53,2.409,-0.82
2019-01-14,8760.320313,2582.61,0.9837,0.387,0.422705314,2.49,2.417,-0.79
2019-01-22,8966.339844,2632.9,0.9973,0.387,0.422705314,2.49,2.401,-0.8
2019-01-28,8857.849609,2643.85,0.9924,0.387,0.422705314,2.49,2.388,-0.9
2019-02-04,9011.480469,2724.87,0.99547,0.387,0.422705314,2.49,2.391,-0.8
2019-02-11,9068.620117,2709.8,0.99929,0.387,0.422705314,2.49,2.432,-0.8
2019-02-19,9256.169922,2779.76,1.00447,0.53,0.564135836,2.46,2.429,-0.9
2019-02-25,9398.370117,2796.11,0.9997,0.53,0.564135836,2.46,2.45,-0.9
2019-03-04,9394.049805,2792.81,0.9983,0.53,0.564135836,2.46,2.432,-0.8
2019-03-11,9341.349609,2783.3,1.0078,0.53,0.564135836,2.46,2.444,-0.79
2019-03-18,9496.929688,2832.94,1.0024,0.192,0.529500161,2.4,2.446,-0.82
2019-03-25,9305.5,2798.36,0.99399,0.192,0.529500161,2.4,2.454,-0.74
2019-04-01,9538.110352,2867.19,0.995,0.192,0.529500161,2.4,2.392,-0.74
2019-04-08,9547.330078,2895.77,0.9999,0.192,0.529500161,2.4,2.429,-0.75
2019-04-15,9513.709961,2905.58,1.0024,0.306,0.212875859,2.41,2.423,-0.9
2019-04-23,9635.070313,2933.68,1.0153,0.306,0.212875859,2.41,2.45,-0.85
2019-04-29,9740.480469,2943.03,1.01932,0.306,0.212875859,2.41,2.423,-0.9
2019-05-06,9657.240234,2932.47,1.01652,0.306,0.212875859,2.41,2.426,-0.9
2019-05-13,9363.179688,2811.87,1.0104,-0.029,0.019914718,2.41,2.413,-0.75
2019-05-20,9582.080078,2840.23,1.0105,-0.029,0.019914718,2.41,2.382,-0.79
2019-05-28,9680.870117,2802.39,1.00395,-0.029,0.019914718,2.41,2.356,-0.79
2019-06-03,9602.730469,2744.45,0.99953,-0.029,0.019914718,2.41,2.341,-0.8
2019-06-11,9835.870117,2885.72,0.9889,-0.029,0.019914718,2.41,2.272,-0.8
2019-06-17,9851.570313,2889.67,0.9988,-0.515,0.167094162,2.19,2.195,-0.8
2019-06-24,9898.849609,2945.35,0.9754,-0.515,0.167094162,2.19,2.112,-0.85
2019-07-01,9970.0,2964.33,0.9794,-0.515,0.167094162,2.19,2.125,-0.79
2019-07-08,9994.099609,2975.95,0.9912,-0.515,0.167094162,2.19,2.241,-0.9
2019-07-15,9808.580078,3014.3,0.984,-0.01,-0.005066824,2.17,2.143,-0.84
2019-07-22,9922.370117,2985.03,0.98284,-0.01,-0.005066824,2.17,2.082,-0.8
2019-07-29,9970.870117,3020.97,0.9933,-0.01,-0.005066824,2.17,2.105,-0.84
2019-08-05,9599.429688,2844.74,0.9825,-0.01,-0.005066824,2.17,2.015,-0.9
2019-08-12,9760.019531,2883.09,0.97142,-0.01,-0.005066824,2.17,1.984,-0.99
2019-08-19,9825.589844,2923.65,0.9793,-0.115,0.078344858,2.02,1.907,-0.99
2019-08-26,9715.830078,2878.38,0.97285,-0.115,0.078344858,2.02,1.987,-0.99
2019-09-03,9852.700195,2906.27,0.99033,-0.115,0.078344858,2.02,1.964,-1.0
2019-09-09,10059.370117,2978.43,0.988,-0.115,0.078344858,2.02,1.964,-1.07
2019-09-16,9969.19043,2997.96,0.98686,-0.221,0.228619055,1.96,1.999,-0.97
2019-09-23,9997.389648,2991.78,0.99137,-0.221,0.228619055,1.96,1.905,-0.85
2019-09-30,10078.320313,2976.74,0.9909,-0.221,0.228619055,1.96,1.825,-0.89
2019-10-07,9914.05957,2938.79,0.99399,-0.221,0.228619055,1.96,1.723,-0.96
2019-10-14,9964.240234,2966.15,0.9978,-0.135,-0.053624303,1.66,1.6867,-1.0
2019-10-21,9991.419922,3006.72,0.98491,-0.135,-0.053624303,1.66,1.669,-0.89
2019-10-28,10231.799805,3039.42,0.9942,-0.135,-0.053624303,1.66,1.648,-0.88
2019-11-04,10337.070313,3078.27,0.98584,-0.135,-0.053624303,1.66,1.548,-0.83
2019-11-11,10305.269531,3087.01,0.99717,-0.135,-0.053624303,1.66,1.5561,-0.75
2019-11-18,10347.179688,3122.03,0.988986,0.029,-0.090976953,1.64,1.574,-0.79
2019-11-25,10468.620117,3133.64,0.9976,0.029,-0.090976953,1.64,1.589,-0.79
2019-12-02,10348.44043,3113.87,1.00011,0.029,-0.090976953,1.64,1.579,-1.0
2019-12-09,10434.889648,3135.96,0.99048,0.029,-0.090976953,1.64,1.556,-0.79
2019-12-16,10541.669922,3191.45,0.98396,-0.212,0.387976994,1.61,1.566,-0.75
2019-12-23,10724.339844,3224.01,0.98228,-0.212,0.387976994,1.61,1.574,-0.68
2019-12-30,10616.94043,3221.29,0.97371,-0.212,0.387976994,1.61,1.541,-0.79
2020-01-06,10665.410156,3246.28,0.97148,-0.212,0.387976994,1.61,1.538,-0.81
2020-01-13,10622.410156,3288.13,0.97314,0.125,0.274061813,1.63,1.564,-0.77
2020-01-21,10884.509766,3320.79,0.96838,0.125,0.274061813,1.63,1.556,-0.79
2020-01-27,10675.959961,3243.63,0.96994,0.125,0.274061813,1.63,1.546,-0.71
2020-02-03,10664.950195,3248.92,0.96336,0.125,0.274061813,1.63,1.579,-0.74
2020-02-10,11039.780273,3352.09,0.97666,0.125,0.274061813,1.63,1.566,-0.78
2020-02-18,11146.280273,3370.29,0.9804,0.067,-0.217645103,1.41,1.577,-0.79
2020-02-24,10712.839844,3225.89,0.97884,0.067,-0.217645103,1.41,1.548,-0.8
2020-03-02,9950.830078,3090.23,0.96398,0.067,-0.217645103,1.41,1.169,-0.79
2020-03-09,9196.599609,2746.56,0.92745,0.067,-0.217645103,1.41,0.383,-0.99
2020-03-16,8227.080078,2386.13,0.9463,-0.356,-0.668694187,0.69,0.223,-0.82
2020-03-23,8160.790039,2237.4,0.98507,-0.356,-0.668694187,0.69,0.03,-0.81
2020-03-30,9174.389648,2626.65,0.95047,-0.356,-0.668694187,0.69,0.053,-0.51
2020-04-06,9462.339844,2663.68,0.9772,-0.356,-0.668694187,0.69,0.104,-0.54
2020-04-14,9538.610352,2846.06,0.9664,0.039,0.001950162,0.5,0.208,-0.9
2020-04-20,9785.269531,2823.16,0.96783,0.039,0.001950162,0.5,0.101,-0.9
2020-04-27,9758.820313,2878.48,0.9735,0.039,0.001950162,0.5,0.114,-0.9
2020-05-04,9390.269531,2842.74,0.9625,0.039,0.001950162,0.5,0.104,-0.9
2020-05-11,9689.709961,2930.32,0.970922,0.039,0.001950162,0.5,0.119,-0.9
2020-05-18,9740.769531,2953.91,0.97191,0.019,0.547204693,0.48,0.122,-0.9
2020-05-26,9830.830078,2991.77,0.97146,0.019,0.547204693,0.48,0.129,-0.9
2020-06-02,9951.450195,3080.82,0.9611,0.019,0.547204693,0.48,0.152,-0.83
2020-06-08,10152.769531,3232.39,0.961,0.019,0.547204693,0.48,0.165,-0.8
2020-06-15,9842.55957,3066.59,0.95143,-0.155,0.50582435,0.4,0.167,-0.9
2020-06-22,10151.129883,3117.86,0.9522,-0.155,0.50582435,0.4,0.152,-0.9
2020-06-29,10060.459961,3053.24,0.9476,-0.155,0.50582435,0.4,0.137,-0.9
2020-07-06,10253.379883,3179.72,0.94497,-0.155,0.50582435,0.4,0.145,-0.9
2020-07-13,10300.959961,3155.22,0.94051,0.039,0.315321052,0.25,0.137,-0.9
2020-07-20,10470.919922,3251.84,0.93832,0.039,0.315321052,0.25,0.117,-0.9
2020-07-27,10272.339844,3239.41,0.9209,0.039,0.315321052,0.25,0.104,-0.9
2020-08-03,10229.669922,3294.61,0.9132,0.039,0.315321052,0.25,0.089,-0.9
2020-08-10,10090.910156,3360.47,0.912735,0.039,0.315321052,0.25,0.099,-0.9
2020-08-17,10228.05957,3381.99,0.9085,-0.039,0.139274694,0.26,0.094,-0.74
2020-08-24,10308.389648,3431.28,0.9118,-0.039,0.139274694,0.26,0.094,-0.9
2020-08-31,10135.55957,3500.31,0.9036,-0.039,0.139274694,0.26,0.106,-0.93
2020-09-08,10250.44043,3331.84,0.91639,-0.039,0.139274694,0.26,0.119,-0.93
2020-09-14,10457.429688,3383.54,0.90892,0.01,0.041493776,0.08,0.109,-0.91
2020-09-21,10325.44043,3281.06,0.91112,0.01,0.041493776,0.08,0.086,-0.76
2020-09-28,10308.669922,3351.6,0.92811,0.01,0.041493776,0.08,0.094,-1.04
2020-10-05,10303.05957,3408.63,0.9179,0.01,0.041493776,0.08,0.096,-0.98
2020-10-12,10364.099609,3534.22,0.91045,0.01,0.041493776,0.08,0.096,-0.97
2020-10-19,10184.360352,3426.92,0.91511,-0.252,-0.061062722,0.17,0.096,-0.96
2020-10-26,9985.620117,3400.97,0.90456,-0.252,-0.061062722,0.17,0.089,-1.02
2020-11-02,9791.679688,3310.24,0.91716,-0.252,-0.061062722,0.17,0.091,-0.9
2020-11-09,10417.990234,3550.5,0.89932,-0.252,-0.061062722,0.17,0.096,-0.96
2020-11-16,10586.740234,3626.91,0.91208,-0.097,0.094147847,-0.23,0.084,-0.98
2020-11-23,10464.400391,3577.59,0.91053,-0.097,0.094147847,-0.23,0.076,-1.02
2020-11-30,10476.429688,3621.63,0.90423,-0.097,0.094147847,-0.23,0.081,-1.03
2020-12-07,10375.379883,3691.96,0.89174,-0.097,0.094147847,-0.23,0.076,-0.9
2020-12-14,10373.030273,3647.49,0.88854,0.049,0.425378349,-0.29,0.071,-1.01
2020-12-21,10305.519531,3694.92,0.88548,0.049,0.425378349,-0.29,0.089,-0.9
2020-12-28,10603.490234,3735.36,0.88943,0.049,0.425378349,-0.29,0.094,-0.9
2021-01-04,10703.509766,3700.65,0.8831,0.049,0.425378349,-0.29,0.079,-0.9
2021-01-11,10870.419922,3799.61,0.88764,0.049,0.425378349,-0.29,0.086,-0.9
2021-01-19,10876.980469,3798.91,0.8909,0.165,0.547438279,-0.42,0.089,-0.9
2021-01-25,10925.700195,3855.36,0.885323,0.165,0.547438279,-0.42,0.076,-0.9
2021-02-01,10740.219727,3773.86,0.89136,0.165,0.547438279,-0.42,0.056,-0.9
2021-02-08,10778.830078,3915.59,0.89898,0.165,0.547438279,-0.42,0.03,-0.9
2021-02-16,10907.599609,3932.59,0.889834,0.339,0.708327313,-0.48,0.041,-0.9
2021-02-22,10697.379883,3876.5,0.89669,0.339,0.708327313,-0.48,0.03,-0.9
2021-03-01,10706.589844,3901.82,0.9074,0.339,0.708327313,-0.48,0.035,-0.9
2021-03-08,10830.379883,3821.35,0.9302,0.339,0.708327313,-0.48,0.041,-0.87
2021-03-15,10867.330078,3968.94,0.929265,0.212,0.821890915,-1.56,0.025,-0.9
2021-03-22,11048.580078,3940.59,0.93004,0.212,0.821890915,-1.56,0.01,-0.9
2021-03-29,11089.599609,3971.09,0.93955,0.212,0.821890915,-1.56,0.015,-0.89
2021-04-06,11182.950195,4073.94,0.93604,0.212,0.821890915,-1.56,0.02,-0.86
2021-04-12,11181.349609,4127.99,0.92529,0.212,0.821890915,-1.56,0.018,-0.9
2021-04-19,11209.839844,4163.26,0.92055,0.26,0.801710515,-1.8,0.02,-0.89
2021-04-26,11162.089844,4187.62,0.91389,0.26,0.801710515,-1.8,0.015,-0.86
2021-05-03,11119.0,4192.66,0.9129,0.26,0.801710515,-1.8,0.015,-0.9
2021-05-10,11123.669922,4188.43,0.90045,0.26,0.801710515,-1.8,0.01,-0.84
2021-05-17,11135.370117,4163.29,0.9012,0.077,0.92906629,-2.0,0.01,-0.9
2021-05-25,11225.580078,4188.13,0.897,0.077,0.92906629,-2.0,0.015,-0.9
2021-06-01,11434.879883,4202.04,0.8984,0.077,0.92906629,-2.0,0.015,-0.9
2021-06-07,11630.660156,4226.52,0.8991,0.077,0.92906629,-2.0,0.025,-0.9
2021-06-14,11866.410156,4255.15,0.897712,-0.086,0.481052353,-1.83,0.025,-0.88
2021-06-21,11995.629883,4224.79,0.92249,-0.086,0.481052353,-1.83,0.041,-0.9
2021-06-28,12009.169922,4290.61,0.91669,-0.086,0.481052353,-1.83,0.051,-0.9
2021-07-06,11965.219727,4343.54,0.9221,-0.086,0.481052353,-1.83,0.048,-0.9
2021-07-12,12081.620117,4384.63,0.91404,-0.086,0.481052353,-1.83,0.053,-0.89
2021-07-19,11862.080078,4258.49,0.91853,0.25,0.032600374,-1.89,0.046,-0.9
2021-07-26,12049.629883,4422.3,0.91953,0.25,0.032600374,-1.89,0.046,-0.88
2021-08-02,12171.019531,4387.16,0.90591,0.25,0.032600374,-1.89,0.048,-0.9
2021-08-09,12310.75,4432.35,0.9156,0.25,0.032600374,-1.89,0.051,-0.9
2021-08-16,12419.139648,4479.71,0.9154,0.01,0.410850556,-1.8,0.063,-0.9
2021-08-23,12476.870117,4479.53,0.91712,0.01,0.410850556,-1.8,0.051,-0.9
2021-08-30,12436.580078,4528.79,0.9112,0.01,0.410850556,-1.8,0.046,-0.9
2021-09-07,12344.379883,4520.03,0.91488,0.01,0.410850556,-1.8,0.041,-0.9
2021-09-13,12074.80957,4468.73,0.91814,0.307,0.866476548,-1.81,0.048,-0.95
2021-09-20,11766.419922,4357.73,0.93204,0.307,0.866476548,-1.81,0.03,-0.94
2021-09-27,11691.179688,4443.11,0.92447,0.307,0.866476548,-1.81,0.03,-0.9
2021-10-04,11582.349609,4300.46,0.92957,0.307,0.866476548,-1.81,0.038,-0.9
2021-10-11,11771.570313,4361.19,0.92785,0.307,0.866476548,-1.81,0.0532,-0.9
2021-10-18,11968.080078,4486.46,0.92353,0.038,0.699229907,-1.7,0.053,-0.9
2021-10-25,12063.169922,4566.48,0.916553,0.038,0.699229907,-1.7,0.056,-0.9
2021-11-01,12216.330078,4613.67,0.91614,0.038,0.699229907,-1.7,0.048,-0.9
2021-11-08,12353.349609,4701.7,0.91197,0.038,0.699229907,-1.7,0.041,-0.84
2021-11-15,12517.120117,4682.8,0.9211,-0.105,0.57517485,-1.85,0.046,-0.83
2021-11-22,12510.80957,4682.94,0.9293,-0.105,0.57517485,-1.85,0.051,-0.79
2021-11-29,12220.740234,4655.27,0.92432,-0.105,0.57517485,-1.85,0.048,-0.81
2021-12-06,12375.349609,4591.67,0.91849,-0.105,0.57517485,-1.85,0.053,-0.87
2021-12-13,12551.280273,4668.97,0.92107,-0.105,0.57517485,-1.15,0.056,-0.98
2021-12-20,12589.889648,4568.02,0.92329,-0.105,0.57517485,-1.15,0.076,-1.05
2021-12-27,12866.900391,4791.19,0.918781,-0.105,0.57517485,-1.15,0.056,-0.9
