date,exszus
04/01/1971,4.3180
05/01/1971,4.3117
06/01/1971,4.3113
07/01/1971,4.3103
08/01/1971,4.3109
11/01/1971,4.3102
12/01/1971,4.3099
13/01/1971,4.3095
14/01/1971,4.3095
15/01/1971,4.3076
18/01/1971,4.3029
19/01/1971,4.3006
20/01/1971,4.3010
21/01/1971,4.3017
22/01/1971,4.2996
25/01/1971,4.3005
26/01/1971,4.2987
27/01/1971,4.2973
28/01/1971,4.2978
29/01/1971,4.2963
01/02/1971,4.2968
02/02/1971,4.2969
03/02/1971,4.2965
04/02/1971,4.2966
05/02/1971,4.2969
08/02/1971,4.2979
09/02/1971,4.2969
10/02/1971,4.2972
11/02/1971,4.2967
12/02/1971,
15/02/1971,
16/02/1971,4.2968
17/02/1971,4.2968
18/02/1971,4.2967
19/02/1971,4.2963
22/02/1971,4.2958
23/02/1971,4.2957
24/02/1971,4.3015
25/02/1971,4.3073
26/02/1971,4.3070
01/03/1971,4.3073
02/03/1971,4.3054
03/03/1971,4.3039
04/03/1971,4.3068
05/03/1971,4.3066
08/03/1971,4.3020
09/03/1971,4.3011
10/03/1971,4.3040
11/03/1971,4.3012
12/03/1971,4.3010
15/03/1971,4.3004
16/03/1971,4.3002
17/03/1971,4.2995
18/03/1971,4.2983
19/03/1971,4.2972
22/03/1971,4.2971
23/03/1971,4.2972
24/03/1971,4.2968
25/03/1971,4.2969
26/03/1971,4.2959
29/03/1971,4.2966
30/03/1971,4.2958
31/03/1971,4.2954
01/04/1971,4.2955
02/04/1971,4.2947
05/04/1971,4.2971
06/04/1971,4.2974
07/04/1971,4.2960
08/04/1971,4.2937
09/04/1971,4.2951
12/04/1971,4.2969
13/04/1971,4.3019
14/04/1971,4.3024
15/04/1971,4.2992
16/04/1971,4.3019
19/04/1971,4.3052
20/04/1971,4.3039
21/04/1971,4.3008
22/04/1971,4.2995
23/04/1971,4.3025
26/04/1971,4.3008
27/04/1971,4.2990
28/04/1971,4.2957
29/04/1971,4.2957
30/04/1971,4.2959
03/05/1971,4.2955
04/05/1971,4.2952
05/05/1971,4.1841
06/05/1971,4.1667
07/05/1971,4.1374
10/05/1971,4.1076
11/05/1971,4.1164
12/05/1971,4.1095
13/05/1971,4.0950
14/05/1971,4.0950
17/05/1971,4.0914
18/05/1971,4.0872
19/05/1971,4.0866
20/05/1971,4.0869
21/05/1971,4.0733
24/05/1971,4.0771
25/05/1971,4.0868
26/05/1971,4.0882
27/05/1971,4.0984
28/05/1971,4.1058
31/05/1971,
01/06/1971,4.1059
02/06/1971,4.0995
03/06/1971,4.0898
04/06/1971,4.0940
07/06/1971,4.0879
08/06/1971,4.0896
09/06/1971,4.0909
10/06/1971,4.0851
11/06/1971,4.0885
14/06/1971,4.0901
15/06/1971,4.0948
16/06/1971,4.0907
17/06/1971,4.0940
18/06/1971,4.0931
21/06/1971,4.0929
22/06/1971,4.0961
23/06/1971,4.0943
24/06/1971,4.0940
25/06/1971,4.0944
28/06/1971,4.0981
29/06/1971,4.1017
30/06/1971,4.0989
01/07/1971,4.0966
02/07/1971,4.0989
05/07/1971,
06/07/1971,4.1037
07/07/1971,4.1049
08/07/1971,4.1050
09/07/1971,4.1061
12/07/1971,4.1060
13/07/1971,4.1038
14/07/1971,4.0980
15/07/1971,4.0939
16/07/1971,4.0934
19/07/1971,4.0915
20/07/1971,4.0909
21/07/1971,4.0886
22/07/1971,4.0866
23/07/1971,4.0866
26/07/1971,4.0862
27/07/1971,4.0862
28/07/1971,4.0854
29/07/1971,4.0871
30/07/1971,4.0862
02/08/1971,4.0878
03/08/1971,4.0887
04/08/1971,4.0607
05/08/1971,4.0616
06/08/1971,4.0699
09/08/1971,4.0532
10/08/1971,4.0582
11/08/1971,4.0600
12/08/1971,4.0527
13/08/1971,4.0633
16/08/1971,
17/08/1971,
18/08/1971,
19/08/1971,
20/08/1971,
23/08/1971,3.9932
24/08/1971,3.9761
25/08/1971,3.9748
26/08/1971,3.9651
27/08/1971,3.9732
30/08/1971,3.9878
31/08/1971,3.9936
01/09/1971,4.0024
02/09/1971,3.9992
03/09/1971,3.9790
06/09/1971,
07/09/1971,3.9999
08/09/1971,3.9963
09/09/1971,3.9948
10/09/1971,3.9933
13/09/1971,3.9984
14/09/1971,3.9897
15/09/1971,3.9853
16/09/1971,3.9860
17/09/1971,3.9864
20/09/1971,3.9714
21/09/1971,3.9751
22/09/1971,3.9714
23/09/1971,3.9563
24/09/1971,3.9698
27/09/1971,3.9689
28/09/1971,3.9681
29/09/1971,3.9594
30/09/1971,3.9541
01/10/1971,3.9588
04/10/1971,3.9599
05/10/1971,3.9596
06/10/1971,3.9603
07/10/1971,3.9604
08/10/1971,3.9659
11/10/1971,
12/10/1971,3.9699
13/10/1971,3.9781
14/10/1971,3.9824
15/10/1971,3.9833
18/10/1971,3.9727
19/10/1971,3.9749
20/10/1971,3.9755
21/10/1971,3.9774
22/10/1971,3.9799
25/10/1971,
26/10/1971,3.9914
27/10/1971,3.9948
28/10/1971,3.9880
29/10/1971,3.9927
01/11/1971,3.9960
02/11/1971,
03/11/1971,3.9917
04/11/1971,3.9912
05/11/1971,3.9911
08/11/1971,3.9946
09/11/1971,3.9946
10/11/1971,3.9960
11/11/1971,3.9952
12/11/1971,3.9943
15/11/1971,3.9944
16/11/1971,3.9948
17/11/1971,3.9960
18/11/1971,3.9965
19/11/1971,3.9839
22/11/1971,3.9761
23/11/1971,3.9647
24/11/1971,3.9526
25/11/1971,
26/11/1971,3.9555
29/11/1971,3.9539
30/11/1971,3.9555
01/12/1971,3.9489
02/12/1971,3.9335
03/12/1971,3.9170
06/12/1971,3.8948
07/12/1971,3.8997
08/12/1971,3.8986
09/12/1971,3.9000
10/12/1971,3.8998
13/12/1971,3.9027
14/12/1971,3.8850
15/12/1971,3.8756
16/12/1971,3.8826
17/12/1971,3.8754
20/12/1971,
21/12/1971,3.8842
22/12/1971,3.8850
23/12/1971,3.9043
24/12/1971,3.9092
27/12/1971,3.9193
28/12/1971,3.9192
29/12/1971,3.9212
30/12/1971,3.9196
31/12/1971,3.9147
03/01/1972,3.9177
04/01/1972,3.9200
05/01/1972,3.9216
06/01/1972,3.9185
07/01/1972,3.9208
10/01/1972,3.9198
11/01/1972,3.9216
12/01/1972,3.9164
13/01/1972,3.9002
14/01/1972,3.8835
17/01/1972,3.8655
18/01/1972,3.8775
19/01/1972,3.8728
20/01/1972,3.8775
21/01/1972,3.8778
24/01/1972,3.8728
25/01/1972,3.8655
26/01/1972,3.8685
27/01/1972,3.8707
28/01/1972,3.8730
31/01/1972,3.8745
01/02/1972,3.8677
02/02/1972,3.8462
03/02/1972,3.8580
04/02/1972,3.8745
07/02/1972,3.8730
08/02/1972,3.8692
09/02/1972,3.8610
10/02/1972,3.8610
11/02/1972,3.8580
14/02/1972,3.8610
15/02/1972,3.8640
16/02/1972,3.8447
17/02/1972,3.8484
18/02/1972,3.8491
21/02/1972,
22/02/1972,3.8595
23/02/1972,3.8565
24/02/1972,3.8565
25/02/1972,3.8692
28/02/1972,3.8752
29/02/1972,3.8685
01/03/1972,3.8711
02/03/1972,3.8685
03/03/1972,3.8715
06/03/1972,3.8610
07/03/1972,3.8573
08/03/1972,3.8410
09/03/1972,3.8183
10/03/1972,3.8175
13/03/1972,3.9817
14/03/1972,3.8358
15/03/1972,3.8388
16/03/1972,3.8432
17/03/1972,3.8580
20/03/1972,3.8625
21/03/1972,3.8513
22/03/1972,3.8603
23/03/1972,3.8655
24/03/1972,3.8700
27/03/1972,3.8591
28/03/1972,3.8528
29/03/1972,3.8476
30/03/1972,3.8366
31/03/1972,3.8358
03/04/1972,3.8373
04/04/1972,3.8476
05/04/1972,3.8491
06/04/1972,3.8521
07/04/1972,3.8521
10/04/1972,3.7092
11/04/1972,3.8499
12/04/1972,3.8484
13/04/1972,3.8506
14/04/1972,3.8558
17/04/1972,3.8588
18/04/1972,3.8737
19/04/1972,3.8790
20/04/1972,3.8670
21/04/1972,3.8700
24/04/1972,3.8632
25/04/1972,3.8625
26/04/1972,3.8640
27/04/1972,3.8629
28/04/1972,3.8647
01/05/1972,3.8640
02/05/1972,3.8640
03/05/1972,3.8625
04/05/1972,3.8617
05/05/1972,3.8632
08/05/1972,3.8632
09/05/1972,3.8573
10/05/1972,3.8551
11/05/1972,3.8610
12/05/1972,3.8625
15/05/1972,3.8670
16/05/1972,3.8707
17/05/1972,3.8655
18/05/1972,3.8655
19/05/1972,3.8651
22/05/1972,3.8655
23/05/1972,3.8565
24/05/1972,3.8565
25/05/1972,3.8595
26/05/1972,3.8562
29/05/1972,
30/05/1972,3.8462
31/05/1972,3.8432
01/06/1972,3.8351
02/06/1972,3.8373
05/06/1972,3.8432
06/06/1972,3.8421
07/06/1972,3.8366
08/06/1972,3.8329
09/06/1972,3.8329
12/06/1972,3.8278
13/06/1972,3.8179
14/06/1972,3.8197
15/06/1972,3.8157
16/06/1972,3.8088
19/06/1972,3.8059
20/06/1972,3.7979
21/06/1972,3.7940
22/06/1972,3.7786
23/06/1972,3.7439
26/06/1972,3.7355
27/06/1972,3.7594
28/06/1972,3.7383
29/06/1972,3.7495
30/06/1972,3.7425
03/07/1972,3.7481
04/07/1972,
05/07/1972,3.7707
06/07/1972,3.7594
07/07/1972,3.7559
10/07/1972,3.7552
11/07/1972,3.7545
12/07/1972,3.7523
13/07/1972,3.7520
14/07/1972,3.7530
17/07/1972,3.7538
18/07/1972,3.7707
19/07/1972,3.7771
20/07/1972,3.7700
21/07/1972,3.7750
24/07/1972,3.7811
25/07/1972,3.7750
26/07/1972,3.7718
27/07/1972,3.7750
28/07/1972,3.7750
31/07/1972,3.7736
01/08/1972,3.7736
02/08/1972,3.7786
03/08/1972,3.7793
04/08/1972,3.7779
07/08/1972,3.7757
08/08/1972,3.7768
09/08/1972,3.7786
10/08/1972,3.7786
11/08/1972,3.7793
14/08/1972,3.7793
15/08/1972,3.7821
16/08/1972,3.7836
17/08/1972,3.7886
18/08/1972,3.7879
21/08/1972,3.7915
22/08/1972,3.7821
23/08/1972,3.7793
24/08/1972,3.7793
25/08/1972,3.7864
28/08/1972,3.7777
29/08/1972,3.7821
30/08/1972,3.7786
31/08/1972,3.7818
01/09/1972,3.7793
04/09/1972,
05/09/1972,3.7821
06/09/1972,3.7811
07/09/1972,3.7775
08/09/1972,3.7787
11/09/1972,3.7800
12/09/1972,3.7807
13/09/1972,3.7793
14/09/1972,3.7836
15/09/1972,3.7847
18/09/1972,3.7918
19/09/1972,3.7904
20/09/1972,3.7904
21/09/1972,3.7915
22/09/1972,3.7900
25/09/1972,3.7925
26/09/1972,3.7958
27/09/1972,3.7951
28/09/1972,3.8019
29/09/1972,3.8023
02/10/1972,3.8066
03/10/1972,3.8045
04/10/1972,3.7965
05/10/1972,3.7882
06/10/1972,3.7872
09/10/1972,
10/10/1972,3.7922
11/10/1972,3.7971
12/10/1972,3.7994
13/10/1972,3.7994
16/10/1972,3.7983
17/10/1972,3.7979
18/10/1972,3.7961
19/10/1972,3.7940
20/10/1972,3.7976
23/10/1972,
24/10/1972,3.8043
25/10/1972,3.7994
26/10/1972,3.7990
27/10/1972,3.7987
30/10/1972,3.7979
31/10/1972,3.7994
01/11/1972,3.7981
02/11/1972,3.7965
03/11/1972,3.7972
06/11/1972,3.8010
07/11/1972,
08/11/1972,3.8019
09/11/1972,3.8008
10/11/1972,3.8023
13/11/1972,3.8019
14/11/1972,3.8030
15/11/1972,3.7994
16/11/1972,3.8012
17/11/1972,3.8023
20/11/1972,3.8023
21/11/1972,3.8008
22/11/1972,3.7990
23/11/1972,
24/11/1972,3.7925
27/11/1972,3.7739
28/11/1972,3.7850
29/11/1972,3.7764
30/11/1972,3.7761
01/12/1972,3.7658
04/12/1972,3.7729
05/12/1972,3.7718
06/12/1972,3.7743
07/12/1972,3.7743
08/12/1972,3.7747
11/12/1972,3.7750
12/12/1972,3.7775
13/12/1972,3.7743
14/12/1972,3.7718
15/12/1972,3.7718
18/12/1972,3.7736
19/12/1972,3.7745
20/12/1972,3.7700
21/12/1972,3.7615
22/12/1972,3.7594
25/12/1972,
26/12/1972,3.7580
27/12/1972,3.7594
28/12/1972,3.7679
29/12/1972,3.7707
01/01/1973,
02/01/1973,3.7714
03/01/1973,3.7636
04/01/1973,3.7672
05/01/1973,3.7651
08/01/1973,3.7693
09/01/1973,3.7631
10/01/1973,3.7585
11/01/1973,3.7612
12/01/1973,3.7619
15/01/1973,3.7644
16/01/1973,3.7633
17/01/1973,3.7601
18/01/1973,3.7601
19/01/1973,3.7590
22/01/1973,3.7202
23/01/1973,3.7313
24/01/1973,3.6950
25/01/1973,3.6778
26/01/1973,3.6711
29/01/1973,3.6225
30/01/1973,3.6186
31/01/1973,3.6206
01/02/1973,3.6049
02/02/1973,3.6140
05/02/1973,3.6010
06/02/1973,3.5868
07/02/1973,3.5855
08/02/1973,3.5600
09/02/1973,3.5651
12/02/1973,
13/02/1973,3.4590
14/02/1973,3.3875
15/02/1973,3.3580
16/02/1973,3.3670
19/02/1973,
20/02/1973,3.3636
21/02/1973,3.3422
22/02/1973,3.2520
23/02/1973,3.2733
26/02/1973,3.2563
27/02/1973,3.2000
28/02/1973,3.1299
01/03/1973,3.1299
02/03/1973,3.1299
05/03/1973,3.2113
06/03/1973,3.1928
07/03/1973,3.1796
08/03/1973,3.1726
09/03/1973,3.1827
12/03/1973,3.2310
13/03/1973,3.2680
14/03/1973,3.2436
15/03/1973,3.2041
16/03/1973,3.2394
19/03/1973,3.2520
20/03/1973,3.2425
21/03/1973,3.2468
22/03/1973,3.2478
23/03/1973,3.2404
26/03/1973,3.2300
27/03/1973,3.2248
28/03/1973,3.2279
29/03/1973,3.2352
30/03/1973,3.2436
02/04/1973,3.2648
03/04/1973,3.2600
04/04/1973,3.2352
05/04/1973,3.2331
06/04/1973,3.2404
09/04/1973,3.2373
10/04/1973,3.2373
11/04/1973,3.2305
12/04/1973,3.2300
13/04/1973,3.2362
16/04/1973,3.2373
17/04/1973,3.2300
18/04/1973,3.2362
19/04/1973,3.2410
20/04/1973,3.2415
23/04/1973,3.2410
24/04/1973,3.2452
25/04/1973,3.2436
26/04/1973,3.2468
27/04/1973,3.2436
30/04/1973,3.2415
01/05/1973,3.2404
02/05/1973,3.2415
03/05/1973,3.2457
04/05/1973,3.2489
07/05/1973,3.2515
08/05/1973,3.2415
09/05/1973,3.2394
10/05/1973,3.2425
11/05/1973,3.2368
14/05/1973,3.1796
15/05/1973,3.1447
16/05/1973,3.1576
17/05/1973,3.1636
18/05/1973,3.1447
21/05/1973,3.0960
22/05/1973,3.1027
23/05/1973,3.0979
24/05/1973,3.1075
25/05/1973,3.1260
28/05/1973,
29/05/1973,3.1124
30/05/1973,3.0941
31/05/1973,3.0864
01/06/1973,3.0741
04/06/1973,3.0303
05/06/1973,3.0488
06/06/1973,3.0703
07/06/1973,3.0883
08/06/1973,3.0807
11/06/1973,3.0883
12/06/1973,3.0731
13/06/1973,3.0979
14/06/1973,3.0798
15/06/1973,3.0637
18/06/1973,3.0432
19/06/1973,3.0562
20/06/1973,3.0637
21/06/1973,3.0423
22/06/1973,3.0404
25/06/1973,3.0497
26/06/1973,3.0423
27/06/1973,3.0340
28/06/1973,3.0211
29/06/1973,2.9283
02/07/1973,2.8902
03/07/1973,2.8313
04/07/1973,
05/07/1973,2.7902
06/07/1973,2.6991
09/07/1973,2.7647
10/07/1973,2.8736
11/07/1973,2.8852
12/07/1973,2.8653
13/07/1973,2.8686
16/07/1973,2.8498
17/07/1973,2.8169
18/07/1973,2.7871
19/07/1973,2.8490
20/07/1973,2.8225
23/07/1973,2.8121
24/07/1973,2.8050
25/07/1973,2.8043
26/07/1973,2.7933
27/07/1973,2.8050
30/07/1973,2.8361
31/07/1973,2.8409
01/08/1973,2.8409
02/08/1973,2.8531
03/08/1973,2.8474
06/08/1973,2.8818
07/08/1973,2.8661
08/08/1973,2.8629
09/08/1973,2.8918
10/08/1973,2.9499
13/08/1973,2.9533
14/08/1973,3.0148
15/08/1973,3.0266
16/08/1973,3.0488
17/08/1973,3.0386
20/08/1973,2.9499
21/08/1973,3.0460
22/08/1973,3.0377
23/08/1973,3.0628
24/08/1973,3.0367
27/08/1973,3.0432
28/08/1973,3.0478
29/08/1973,3.0211
30/08/1973,3.0303
31/08/1973,3.0349
03/09/1973,
04/09/1973,3.0312
05/09/1973,3.0157
06/09/1973,3.0257
07/09/1973,3.0003
10/09/1973,3.0120
11/09/1973,3.0285
12/09/1973,3.0193
13/09/1973,3.0367
14/09/1973,3.0321
17/09/1973,3.0057
18/09/1973,3.0075
19/09/1973,3.0166
20/09/1973,2.9931
21/09/1973,3.0139
24/09/1973,3.0084
25/09/1973,3.0093
26/09/1973,3.0148
27/09/1973,3.0221
28/09/1973,3.0303
01/10/1973,3.0248
02/10/1973,3.0166
03/10/1973,3.0202
04/10/1973,3.0211
05/10/1973,3.0184
08/10/1973,
09/10/1973,3.0184
10/10/1973,3.0057
11/10/1973,3.0003
12/10/1973,3.0066
15/10/1973,3.0166
16/10/1973,3.0111
17/10/1973,3.0039
18/10/1973,3.0075
19/10/1973,3.0275
22/10/1973,
23/10/1973,3.0120
24/10/1973,3.0202
25/10/1973,3.0248
26/10/1973,3.0525
29/10/1973,3.0989
30/10/1973,3.0989
31/10/1973,3.0998
01/11/1973,3.0998
02/11/1973,3.0769
05/11/1973,3.0950
06/11/1973,
07/11/1973,3.1162
08/11/1973,3.1211
09/11/1973,3.1328
12/11/1973,3.1867
13/11/1973,3.1857
14/11/1973,3.1576
15/11/1973,3.1766
16/11/1973,3.1726
19/11/1973,3.1696
20/11/1973,3.1756
21/11/1973,3.1837
22/11/1973,
23/11/1973,3.2300
26/11/1973,3.2062
27/11/1973,3.1959
28/11/1973,3.1969
29/11/1973,3.2103
30/11/1973,3.2051
03/12/1973,3.2031
04/12/1973,3.2103
05/12/1973,3.1949
06/12/1973,3.1726
07/12/1973,3.1756
10/12/1973,3.1928
11/12/1973,3.1980
12/12/1973,3.1908
13/12/1973,3.1939
14/12/1973,3.1990
17/12/1973,3.1990
18/12/1973,3.1980
19/12/1973,3.1990
20/12/1973,3.1918
21/12/1973,3.1766
24/12/1973,3.1847
25/12/1973,
26/12/1973,3.1898
27/12/1973,3.2310
28/12/1973,3.2478
31/12/1973,3.2510
01/01/1974,
02/01/1974,3.3311
03/01/1974,3.3245
04/01/1974,3.3311
07/01/1974,3.4270
08/01/1974,3.4141
09/01/1974,3.3841
10/01/1974,3.3557
11/01/1974,3.3681
14/01/1974,3.3875
15/01/1974,3.3979
16/01/1974,3.3772
17/01/1974,3.3875
18/01/1974,3.3693
21/01/1974,3.3967
22/01/1974,3.3829
23/01/1974,3.3979
24/01/1974,3.3738
25/01/1974,3.3761
28/01/1974,3.3613
29/01/1974,3.3234
30/01/1974,3.2949
31/01/1974,3.2552
01/02/1974,3.2658
04/02/1974,3.2206
05/02/1974,3.2468
06/02/1974,3.2520
07/02/1974,3.2373
08/02/1974,3.2310
11/02/1974,3.2082
12/02/1974,
13/02/1974,3.1980
14/02/1974,3.1928
15/02/1974,3.1908
18/02/1974,
19/02/1974,3.1466
20/02/1974,3.1299
21/02/1974,3.0989
22/02/1974,3.0656
25/02/1974,3.1211
26/02/1974,3.0950
27/02/1974,3.1407
28/02/1974,3.1328
01/03/1974,3.1506
04/03/1974,3.1586
05/03/1974,3.1397
06/03/1974,3.1348
07/03/1974,3.1348
08/03/1974,3.1153
11/03/1974,3.0788
12/03/1974,3.0883
13/03/1974,3.0855
14/03/1974,3.1153
15/03/1974,3.1075
18/03/1974,3.0950
19/03/1974,3.0807
20/03/1974,3.0581
21/03/1974,3.0303
22/03/1974,3.0581
25/03/1974,2.9931
26/03/1974,3.0048
27/03/1974,3.0239
28/03/1974,2.9851
29/03/1974,3.0157
01/04/1974,3.0423
02/04/1974,3.0294
03/04/1974,3.0675
04/04/1974,3.0750
05/04/1974,3.0572
08/04/1974,3.0647
09/04/1974,3.0769
10/04/1974,3.0750
11/04/1974,3.0600
12/04/1974,3.0628
15/04/1974,3.0637
16/04/1974,3.0581
17/04/1974,3.0441
18/04/1974,3.0230
19/04/1974,3.0266
22/04/1974,3.0130
23/04/1974,2.9833
24/04/1974,2.9656
25/04/1974,2.9797
26/04/1974,2.9691
29/04/1974,2.9240
30/04/1974,2.9325
01/05/1974,2.9377
02/05/1974,2.9516
03/05/1974,2.9603
06/05/1974,2.9180
07/05/1974,2.9360
08/05/1974,2.8952
09/05/1974,2.8843
10/05/1974,2.8736
13/05/1974,2.8249
14/05/1974,2.8090
15/05/1974,2.8985
16/05/1974,2.8927
17/05/1974,2.8944
20/05/1974,2.9455
21/05/1974,2.9197
22/05/1974,2.8960
23/05/1974,2.8910
24/05/1974,2.9274
27/05/1974,
28/05/1974,2.9525
29/05/1974,3.0012
30/05/1974,2.9904
31/05/1974,2.9797
03/06/1974,2.9612
04/06/1974,2.9718
05/06/1974,2.9533
06/06/1974,2.9283
07/06/1974,2.9429
10/06/1974,2.9638
11/06/1974,2.9824
12/06/1974,3.0093
13/06/1974,3.0012
14/06/1974,2.9958
17/06/1974,2.9895
18/06/1974,2.9976
19/06/1974,3.0012
20/06/1974,3.0057
21/06/1974,3.0193
24/06/1974,3.0441
25/06/1974,3.0148
26/06/1974,3.0157
27/06/1974,2.9994
28/06/1974,3.0003
01/07/1974,3.0120
02/07/1974,2.9851
03/07/1974,2.9700
04/07/1974,
05/07/1974,2.9788
08/07/1974,2.9851
09/07/1974,2.9931
10/07/1974,2.9994
11/07/1974,3.0012
12/07/1974,2.9833
15/07/1974,2.9718
16/07/1974,2.9753
17/07/1974,2.9429
18/07/1974,2.9516
19/07/1974,2.9542
22/07/1974,2.9394
23/07/1974,2.9231
24/07/1974,2.8860
25/07/1974,2.9377
26/07/1974,2.9438
29/07/1974,2.9420
30/07/1974,2.9718
31/07/1974,2.9647
01/08/1974,2.9551
02/08/1974,2.9542
05/08/1974,2.9455
06/08/1974,2.9560
07/08/1974,2.9630
08/08/1974,2.9771
09/08/1974,2.9568
12/08/1974,2.9709
13/08/1974,2.9895
14/08/1974,2.9735
15/08/1974,2.9815
16/08/1974,2.9886
19/08/1974,3.0075
20/08/1974,2.9949
21/08/1974,3.0084
22/08/1974,3.0111
23/08/1974,3.0021
26/08/1974,2.9913
27/08/1974,3.0157
28/08/1974,3.0003
29/08/1974,3.0075
30/08/1974,3.0111
02/09/1974,
03/09/1974,3.0111
04/09/1974,3.0111
05/09/1974,3.0248
06/09/1974,3.0184
09/09/1974,3.0139
10/09/1974,3.0003
11/09/1974,3.0166
12/09/1974,3.0057
13/09/1974,3.0084
16/09/1974,3.0057
17/09/1974,2.9940
18/09/1974,2.9842
19/09/1974,2.9940
20/09/1974,2.9958
23/09/1974,2.9851
24/09/1974,2.9860
25/09/1974,2.9833
26/09/1974,2.9771
27/09/1974,2.9691
30/09/1974,2.9499
01/10/1974,2.9412
02/10/1974,2.9516
03/10/1974,2.9429
04/10/1974,2.9240
07/10/1974,2.9274
08/10/1974,2.9308
09/10/1974,2.9053
10/10/1974,2.9189
11/10/1974,2.9240
14/10/1974,
15/10/1974,2.9163
16/10/1974,2.8985
17/10/1974,2.8960
18/10/1974,2.8885
21/10/1974,2.8902
22/10/1974,2.8736
23/10/1974,2.8506
24/10/1974,2.8506
25/10/1974,2.8498
28/10/1974,2.8506
29/10/1974,2.8506
30/10/1974,2.8727
31/10/1974,2.8703
01/11/1974,2.8571
04/11/1974,2.8361
05/11/1974,
06/11/1974,2.8169
07/11/1974,2.7878
08/11/1974,2.7980
11/11/1974,
12/11/1974,2.8353
13/11/1974,2.8090
14/11/1974,2.7307
15/11/1974,2.7100
18/11/1974,2.6076
19/11/1974,2.6511
20/11/1974,2.7624
21/11/1974,2.8169
22/11/1974,2.7382
25/11/1974,2.6882
26/11/1974,2.6631
27/11/1974,2.6846
28/11/1974,
29/11/1974,2.7122
02/12/1974,2.7435
03/12/1974,2.7211
04/12/1974,2.6788
05/12/1974,2.6511
06/12/1974,2.6667
09/12/1974,2.6413
10/12/1974,2.6316
11/12/1974,2.6260
12/12/1974,2.5981
13/12/1974,2.6123
16/12/1974,2.5967
17/12/1974,2.5445
18/12/1974,2.5641
19/12/1974,2.6062
20/12/1974,2.5641
23/12/1974,2.5674
24/12/1974,2.5381
25/12/1974,
26/12/1974,2.5284
27/12/1974,2.5126
30/12/1974,2.5221
31/12/1974,2.5445
01/01/1975,
02/01/1975,2.5727
03/01/1975,2.5304
06/01/1975,2.5342
07/01/1975,2.5342
08/01/1975,2.5773
09/01/1975,2.5615
10/01/1975,2.5621
13/01/1975,2.5595
14/01/1975,2.5760
15/01/1975,2.5700
16/01/1975,2.5641
17/01/1975,2.5608
20/01/1975,2.5195
21/01/1975,2.5088
22/01/1975,2.5284
23/01/1975,2.5000
24/01/1975,2.4722
27/01/1975,2.4125
28/01/1975,2.4691
29/01/1975,2.5094
30/01/1975,2.4938
31/01/1975,2.4956
03/02/1975,2.5202
04/02/1975,2.5478
05/02/1975,2.5407
06/02/1975,2.5278
07/02/1975,2.5208
10/02/1975,2.5031
11/02/1975,2.5063
12/02/1975,
13/02/1975,2.4722
14/02/1975,2.4679
17/02/1975,
18/02/1975,2.4673
19/02/1975,2.4802
20/02/1975,2.4510
21/02/1975,2.4492
24/02/1975,2.4307
25/02/1975,2.4248
26/02/1975,2.4073
27/02/1975,2.3952
28/02/1975,2.4033
03/03/1975,2.4021
04/03/1975,2.4426
05/03/1975,2.4366
06/03/1975,2.4426
07/03/1975,2.4740
10/03/1975,2.4710
11/03/1975,2.4704
12/03/1975,2.4863
13/03/1975,2.4907
14/03/1975,2.4876
17/03/1975,2.4894
18/03/1975,2.4691
19/03/1975,2.4612
20/03/1975,2.4783
21/03/1975,2.4925
24/03/1975,2.5088
25/03/1975,2.5082
26/03/1975,2.5221
27/03/1975,2.5432
28/03/1975,2.5394
31/03/1975,2.5381
01/04/1975,2.5202
02/04/1975,2.5336
03/04/1975,2.5394
04/04/1975,2.5641
07/04/1975,2.5517
08/04/1975,2.5484
09/04/1975,2.5562
10/04/1975,2.5767
11/04/1975,2.5700
14/04/1975,2.5793
15/04/1975,2.5694
16/04/1975,2.5667
17/04/1975,2.5681
18/04/1975,2.5700
21/04/1975,2.5700
22/04/1975,2.5634
23/04/1975,2.5478
24/04/1975,2.5497
25/04/1975,2.5687
28/04/1975,2.5674
29/04/1975,2.5575
30/04/1975,2.5582
01/05/1975,2.5575
02/05/1975,2.5595
05/05/1975,2.5497
06/05/1975,2.5458
07/05/1975,2.5291
08/05/1975,2.5050
09/05/1975,2.5094
12/05/1975,2.5107
13/05/1975,2.4759
14/05/1975,2.4783
15/05/1975,2.5183
16/05/1975,2.5214
19/05/1975,2.5183
20/05/1975,2.5132
21/05/1975,2.4950
22/05/1975,2.4814
23/05/1975,2.4808
26/05/1975,
27/05/1975,2.4765
28/05/1975,2.4820
29/05/1975,2.4919
30/05/1975,2.5019
02/06/1975,2.4981
03/06/1975,2.4876
04/06/1975,2.4963
05/06/1975,2.4944
06/06/1975,2.5031
09/06/1975,2.5069
10/06/1975,2.5006
11/06/1975,2.4919
12/06/1975,2.4882
13/06/1975,2.4907
16/06/1975,2.4826
17/06/1975,2.4820
18/06/1975,2.4907
19/06/1975,2.4931
20/06/1975,2.4938
23/06/1975,2.4981
24/06/1975,2.4975
25/06/1975,2.4956
26/06/1975,2.4938
27/06/1975,2.5000
30/06/1975,2.5025
01/07/1975,2.5119
02/07/1975,2.5342
03/07/1975,2.5381
04/07/1975,
07/07/1975,2.5602
08/07/1975,2.5504
09/07/1975,2.5530
10/07/1975,2.5700
11/07/1975,2.5773
14/07/1975,2.5820
15/07/1975,2.5893
16/07/1975,2.6042
