date,exszus
06/03/1995,1.1695
07/03/1995,1.1445
08/03/1995,1.1640
09/03/1995,1.1612
10/03/1995,1.1785
13/03/1995,1.1740
14/03/1995,1.1770
15/03/1995,1.1485
16/03/1995,1.1642
17/03/1995,1.1505
20/03/1995,1.1640
21/03/1995,1.1767
22/03/1995,1.1675
23/03/1995,1.1665
24/03/1995,1.1760
27/03/1995,1.1595
28/03/1995,1.1495
29/03/1995,1.1412
30/03/1995,1.1710
31/03/1995,1.1330
03/04/1995,1.1242
04/04/1995,1.1370
05/04/1995,1.1322
06/04/1995,1.1280
07/04/1995,1.1350
10/04/1995,1.1605
11/04/1995,1.1525
12/04/1995,1.1562
13/04/1995,1.1495
14/04/1995,1.1522
17/04/1995,1.1292
18/04/1995,1.1260
19/04/1995,1.1172
20/04/1995,1.1430
21/04/1995,1.1360
24/04/1995,1.1375
25/04/1995,1.1320
26/04/1995,1.1395
27/04/1995,1.1350
28/04/1995,1.1455
01/05/1995,1.1460
02/05/1995,1.1350
03/05/1995,1.1330
04/05/1995,1.1290
05/05/1995,1.1320
08/05/1995,1.1245
09/05/1995,1.1320
10/05/1995,1.1540
11/05/1995,1.1900
12/05/1995,1.2050
15/05/1995,1.2085
16/05/1995,1.1985
17/05/1995,1.2005
18/05/1995,1.2180
19/05/1995,1.2010
22/05/1995,1.1990
23/05/1995,1.2045
24/05/1995,1.2000
25/05/1995,1.1650
26/05/1995,1.1380
29/05/1995,
30/05/1995,1.1440
31/05/1995,1.1675
01/06/1995,1.1710
02/06/1995,1.1690
05/06/1995,1.1555
06/06/1995,1.1700
07/06/1995,1.1580
08/06/1995,1.1685
09/06/1995,1.1585
12/06/1995,1.1545
13/06/1995,1.1603
14/06/1995,1.1560
15/06/1995,1.1705
16/06/1995,1.1622
19/06/1995,1.1645
20/06/1995,1.1570
21/06/1995,1.1520
22/06/1995,1.1580
23/06/1995,1.1475
26/06/1995,1.1515
27/06/1995,1.1450
28/06/1995,1.1625
29/06/1995,1.1500
30/06/1995,1.1515
03/07/1995,1.1460
04/07/1995,
05/07/1995,1.1468
06/07/1995,1.1488
07/07/1995,1.1580
10/07/1995,1.1613
11/07/1995,1.1660
12/07/1995,1.1660
13/07/1995,1.1605
14/07/1995,1.1635
17/07/1995,1.1663
18/07/1995,1.1585
19/07/1995,1.1575
20/07/1995,1.1503
21/07/1995,1.1565
24/07/1995,1.1503
25/07/1995,1.1600
26/07/1995,1.1525
27/07/1995,1.1468
28/07/1995,1.1460
31/07/1995,1.1505
01/08/1995,1.1460
02/08/1995,1.1588
03/08/1995,1.1493
04/08/1995,1.1495
07/08/1995,1.1655
08/08/1995,1.1690
09/08/1995,1.1640
10/08/1995,1.1780
11/08/1995,1.1910
14/08/1995,1.1940
15/08/1995,1.2240
16/08/1995,1.2273
17/08/1995,1.2265
18/08/1995,1.2210
21/08/1995,1.2210
22/08/1995,1.2310
23/08/1995,1.2255
24/08/1995,1.2210
25/08/1995,1.2184
28/08/1995,1.2040
29/08/1995,1.2110
30/08/1995,1.2110
31/08/1995,1.2060
01/09/1995,1.2010
04/09/1995,
05/09/1995,1.2015
06/09/1995,1.2140
07/09/1995,1.2140
08/09/1995,1.2170
11/09/1995,1.2065
12/09/1995,1.2018
13/09/1995,1.2205
14/09/1995,1.2105
15/09/1995,1.2095
18/09/1995,1.2105
19/09/1995,1.2025
20/09/1995,1.1785
21/09/1995,1.1453
22/09/1995,1.1355
25/09/1995,1.1495
26/09/1995,1.1620
27/09/1995,1.1520
28/09/1995,1.1470
29/09/1995,1.1560
02/10/1995,1.1507
03/10/1995,1.1610
04/10/1995,1.1517
05/10/1995,1.1467
06/10/1995,1.1480
09/10/1995,
10/10/1995,1.1480
11/10/1995,1.1555
12/10/1995,1.1532
13/10/1995,1.1585
16/10/1995,1.1495
17/10/1995,1.1485
18/10/1995,1.1543
19/10/1995,1.1505
20/10/1995,1.1415
23/10/1995,1.1260
24/10/1995,1.1307
25/10/1995,1.1350
26/10/1995,1.1390
27/10/1995,1.1325
30/10/1995,1.1340
31/10/1995,1.1360
01/11/1995,1.1395
02/11/1995,1.1415
03/11/1995,1.1375
06/11/1995,1.1392
07/11/1995,1.1395
08/11/1995,1.1435
09/11/1995,1.1387
10/11/1995,1.1355
13/11/1995,1.1430
14/11/1995,1.1400
15/11/1995,1.1347
16/11/1995,1.1420
17/11/1995,1.1353
20/11/1995,1.1390
21/11/1995,1.1389
22/11/1995,1.1345
23/11/1995,
24/11/1995,1.1435
27/11/1995,1.1590
28/11/1995,1.1545
29/11/1995,1.1629
30/11/1995,1.1755
01/12/1995,1.1740
04/12/1995,1.1686
05/12/1995,1.1680
06/12/1995,1.1690
07/12/1995,1.1685
08/12/1995,1.1687
11/12/1995,1.1693
12/12/1995,1.1751
13/12/1995,1.1780
14/12/1995,1.1637
15/12/1995,1.1650
18/12/1995,1.1485
19/12/1995,1.1535
20/12/1995,1.1567
21/12/1995,1.1575
22/12/1995,1.1592
25/12/1995,
26/12/1995,1.1560
27/12/1995,1.1530
28/12/1995,1.1565
29/12/1995,1.1540
01/01/1996,
02/01/1996,1.1573
03/01/1996,1.1605
04/01/1996,1.1737
05/01/1996,1.1605
08/01/1996,1.1631
09/01/1996,1.1658
10/01/1996,1.1635
11/01/1996,1.1617
12/01/1996,1.1605
15/01/1996,
16/01/1996,1.1755
17/01/1996,1.1847
18/01/1996,1.1866
19/01/1996,1.1942
22/01/1996,1.1886
23/01/1996,1.1920
24/01/1996,1.1936
25/01/1996,1.1953
26/01/1996,1.2079
29/01/1996,1.2080
30/01/1996,1.2133
31/01/1996,1.2123
01/02/1996,1.2195
02/02/1996,1.2180
05/02/1996,1.1970
06/02/1996,1.2022
07/02/1996,1.2088
08/02/1996,1.2055
09/02/1996,1.2085
12/02/1996,1.2015
13/02/1996,1.2070
14/02/1996,1.1981
15/02/1996,1.1995
16/02/1996,1.1879
19/02/1996,
20/02/1996,1.1845
21/02/1996,1.1867
22/02/1996,1.1815
23/02/1996,1.1728
26/02/1996,1.1785
27/02/1996,1.1820
28/02/1996,1.1953
29/02/1996,1.1990
01/03/1996,1.2053
04/03/1996,1.2022
05/03/1996,1.1998
06/03/1996,1.2009
07/03/1996,1.2018
08/03/1996,1.2062
11/03/1996,1.2016
12/03/1996,1.1970
13/03/1996,1.1915
14/03/1996,1.1900
15/03/1996,1.1892
18/03/1996,1.1913
19/03/1996,1.1914
20/03/1996,1.1910
21/03/1996,1.1953
22/03/1996,1.1945
25/03/1996,1.1928
26/03/1996,1.1923
27/03/1996,1.1993
28/03/1996,1.1905
29/03/1996,1.1897
01/04/1996,1.1948
02/04/1996,1.1930
03/04/1996,1.1946
04/04/1996,1.1937
05/04/1996,1.1970
08/04/1996,1.1920
09/04/1996,1.2058
10/04/1996,1.2178
11/04/1996,1.2115
12/04/1996,1.2262
15/04/1996,1.2306
16/04/1996,1.2315
17/04/1996,1.2260
18/04/1996,1.2225
19/04/1996,1.2225
22/04/1996,1.2275
23/04/1996,1.2295
24/04/1996,1.2326
25/04/1996,1.2359
26/04/1996,1.2360
29/04/1996,1.2332
30/04/1996,1.2415
01/05/1996,1.2497
02/05/1996,1.2445
03/05/1996,1.2420
06/05/1996,1.2455
07/05/1996,1.2402
08/05/1996,1.2334
09/05/1996,1.2355
10/05/1996,1.2476
13/05/1996,1.2492
14/05/1996,1.2511
15/05/1996,1.2533
16/05/1996,1.2580
17/05/1996,1.2546
20/05/1996,1.2625
21/05/1996,1.2673
22/05/1996,1.2660
23/05/1996,1.2637
24/05/1996,1.2670
27/05/1996,
28/05/1996,1.2740
29/05/1996,1.2710
30/05/1996,1.2586
31/05/1996,1.2510
03/06/1996,1.2515
04/06/1996,1.2582
05/06/1996,1.2574
06/06/1996,1.2610
07/06/1996,1.2668
10/06/1996,1.2663
11/06/1996,1.2679
12/06/1996,1.2644
13/06/1996,1.2590
14/06/1996,1.2530
17/06/1996,1.2485
18/06/1996,1.2491
19/06/1996,1.2535
20/06/1996,1.2541
21/06/1996,1.2637
24/06/1996,1.2618
25/06/1996,1.2615
26/06/1996,1.2590
27/06/1996,1.2515
28/06/1996,1.2505
01/07/1996,1.2495
02/07/1996,1.2513
03/07/1996,1.2530
04/07/1996,
05/07/1996,1.2660
08/07/1996,1.2635
09/07/1996,1.2612
10/07/1996,1.2645
11/07/1996,1.2570
12/07/1996,1.2580
15/07/1996,1.2559
16/07/1996,1.2207
17/07/1996,1.2115
18/07/1996,1.2145
19/07/1996,1.2165
22/07/1996,1.2075
23/07/1996,1.2130
24/07/1996,1.2138
25/07/1996,1.2080
26/07/1996,1.2110
29/07/1996,1.2073
30/07/1996,1.2035
31/07/1996,1.1978
01/08/1996,1.2008
02/08/1996,1.2040
05/08/1996,1.2030
06/08/1996,1.2049
07/08/1996,1.2095
08/08/1996,1.2103
09/08/1996,1.2050
12/08/1996,1.2010
13/08/1996,1.1993
14/08/1996,1.2080
15/08/1996,1.2057
16/08/1996,1.2112
19/08/1996,1.2066
20/08/1996,1.2077
21/08/1996,1.2004
22/08/1996,1.2071
23/08/1996,1.2000
26/08/1996,1.1935
27/08/1996,1.1937
28/08/1996,1.1928
29/08/1996,1.1985
30/08/1996,1.2009
02/09/1996,
03/09/1996,1.2080
04/09/1996,1.2060
05/09/1996,1.2072
06/09/1996,1.2165
09/09/1996,1.2185
10/09/1996,1.2331
11/09/1996,1.2326
12/09/1996,1.2395
13/09/1996,1.2413
16/09/1996,1.2394
17/09/1996,1.2450
18/09/1996,1.2423
19/09/1996,1.2440
20/09/1996,1.2395
23/09/1996,1.2341
24/09/1996,1.2378
25/09/1996,1.2359
26/09/1996,1.2535
27/09/1996,1.2565
30/09/1996,1.2555
01/10/1996,1.2545
02/10/1996,1.2545
03/10/1996,1.2538
04/10/1996,1.2566
07/10/1996,1.2562
08/10/1996,1.2508
09/10/1996,1.2537
10/10/1996,1.2520
11/10/1996,1.2547
14/10/1996,
15/10/1996,1.2680
16/10/1996,1.2658
17/10/1996,1.2695
18/10/1996,1.2717
21/10/1996,1.2640
22/10/1996,1.2648
23/10/1996,1.2546
24/10/1996,1.2565
25/10/1996,1.2600
28/10/1996,1.2585
29/10/1996,1.2545
30/10/1996,1.2530
31/10/1996,1.2623
01/11/1996,1.2700
04/11/1996,1.2718
05/11/1996,1.2778
06/11/1996,1.2784
07/11/1996,1.2670
08/11/1996,1.2660
11/11/1996,
12/11/1996,1.2635
13/11/1996,1.2684
14/11/1996,1.2745
15/11/1996,1.2792
18/11/1996,1.2673
19/11/1996,1.2705
20/11/1996,1.2653
21/11/1996,1.2667
22/11/1996,1.2695
25/11/1996,1.2865
26/11/1996,1.2905
27/11/1996,1.2924
28/11/1996,
29/11/1996,1.3033
02/12/1996,1.3140
03/12/1996,1.3285
04/12/1996,1.3230
05/12/1996,1.3138
06/12/1996,1.3155
09/12/1996,1.3268
10/12/1996,1.3275
11/12/1996,1.3105
12/12/1996,1.3140
13/12/1996,1.3167
16/12/1996,1.3270
17/12/1996,1.3210
18/12/1996,1.3322
19/12/1996,1.3370
20/12/1996,1.3325
23/12/1996,1.3375
24/12/1996,1.3450
25/12/1996,
26/12/1996,1.3453
27/12/1996,1.3503
30/12/1996,1.3515
31/12/1996,1.3390
01/01/1997,
02/01/1997,1.3430
03/01/1997,1.3587
06/01/1997,1.3581
07/01/1997,1.3540
08/01/1997,1.3650
09/01/1997,1.3683
10/01/1997,1.3768
13/01/1997,1.3790
14/01/1997,1.3765
15/01/1997,1.3738
16/01/1997,1.3772
17/01/1997,1.3945
20/01/1997,
21/01/1997,1.4145
22/01/1997,1.4273
23/01/1997,1.4230
24/01/1997,1.4081
27/01/1997,1.4226
28/01/1997,1.4291
29/01/1997,1.4255
30/01/1997,1.4226
31/01/1997,1.4190
03/02/1997,1.4205
04/02/1997,1.4260
05/02/1997,1.4285
06/02/1997,1.4255
07/02/1997,1.4448
10/02/1997,1.4265
11/02/1997,1.4345
12/02/1997,1.4483
13/02/1997,1.4531
14/02/1997,1.4632
17/02/1997,
18/02/1997,1.4705
19/02/1997,1.4887
20/02/1997,1.4767
21/02/1997,1.4725
24/02/1997,1.4556
25/02/1997,1.4642
26/02/1997,1.4773
27/02/1997,1.4780
28/02/1997,1.4735
03/03/1997,1.4770
04/03/1997,1.4872
05/03/1997,1.4812
06/03/1997,1.4860
07/03/1997,1.4852
10/03/1997,1.4732
11/03/1997,1.4726
12/03/1997,1.4656
13/03/1997,1.4642
14/03/1997,1.4582
17/03/1997,1.4585
18/03/1997,1.4395
19/03/1997,1.4469
20/03/1997,1.4494
21/03/1997,1.4595
24/03/1997,1.4564
25/03/1997,1.4675
26/03/1997,1.4651
27/03/1997,1.4490
28/03/1997,1.4505
31/03/1997,1.4383
01/04/1997,1.4427
02/04/1997,1.4445
03/04/1997,1.4335
04/04/1997,1.4422
07/04/1997,1.4648
08/04/1997,1.4692
09/04/1997,1.4770
10/04/1997,1.4704
11/04/1997,1.4660
14/04/1997,1.4689
15/04/1997,1.4693
16/04/1997,1.4715
17/04/1997,1.4690
18/04/1997,1.4589
21/04/1997,1.4496
22/04/1997,1.4596
23/04/1997,1.4624
24/04/1997,1.4615
25/04/1997,1.4690
28/04/1997,1.4690
29/04/1997,1.4668
30/04/1997,1.4745
01/05/1997,1.4685
02/05/1997,1.4700
05/05/1997,1.4741
06/05/1997,1.4615
07/05/1997,1.4621
08/05/1997,1.4440
09/05/1997,1.4230
12/05/1997,1.4385
13/05/1997,1.4376
14/05/1997,1.4395
15/05/1997,1.4355
16/05/1997,1.4205
19/05/1997,1.4288
20/05/1997,1.4075
21/05/1997,1.4060
22/05/1997,1.4145
23/05/1997,1.4048
26/05/1997,
27/05/1997,1.4165
28/05/1997,1.4162
29/05/1997,1.4120
30/05/1997,1.4145
02/06/1997,1.4285
03/06/1997,1.4383
04/06/1997,1.4481
05/06/1997,1.4482
06/06/1997,1.4540
09/06/1997,1.4377
10/06/1997,1.4445
11/06/1997,1.4375
12/06/1997,1.4413
13/06/1997,1.4405
16/06/1997,1.4416
17/06/1997,1.4465
18/06/1997,1.4478
19/06/1997,1.4363
20/06/1997,1.4399
23/06/1997,1.4328
24/06/1997,1.4393
25/06/1997,1.4383
26/06/1997,1.4382
27/06/1997,1.4496
30/06/1997,1.4606
01/07/1997,1.4590
02/07/1997,1.4719
03/07/1997,1.4660
04/07/1997,
07/07/1997,1.4590
08/07/1997,1.4655
09/07/1997,1.4602
10/07/1997,1.4498
11/07/1997,1.4601
14/07/1997,1.4720
15/07/1997,1.4803
16/07/1997,1.4832
17/07/1997,1.4815
18/07/1997,1.4730
21/07/1997,1.4755
22/07/1997,1.4900
23/07/1997,1.4840
24/07/1997,1.4995
25/07/1997,1.5150
28/07/1997,1.5200
29/07/1997,1.5170
30/07/1997,1.5150
31/07/1997,1.5145
01/08/1997,1.5260
04/08/1997,1.5255
05/08/1997,1.5360
06/08/1997,1.5317
07/08/1997,1.5295
08/08/1997,1.5070
11/08/1997,1.5230
12/08/1997,1.5285
13/08/1997,1.5101
14/08/1997,1.5195
15/08/1997,1.5055
18/08/1997,1.5120
19/08/1997,1.5165
20/08/1997,1.5270
21/08/1997,1.5165
22/08/1997,1.4978
25/08/1997,1.4996
26/08/1997,1.4875
27/08/1997,1.4965
28/08/1997,1.4833
29/08/1997,1.4889
01/09/1997,
02/09/1997,1.5060
03/09/1997,1.4986
04/09/1997,1.4970
05/09/1997,1.4753
08/09/1997,1.4875
09/09/1997,1.4885
10/09/1997,1.4774
11/09/1997,1.4710
12/09/1997,1.4662
15/09/1997,1.4494
16/09/1997,1.4480
17/09/1997,1.4593
18/09/1997,1.4665
19/09/1997,1.4588
22/09/1997,1.4726
23/09/1997,1.4745
24/09/1997,1.4601
25/09/1997,1.4578
26/09/1997,1.4530
29/09/1997,1.4510
30/09/1997,1.4548
01/10/1997,1.4609
02/10/1997,1.4560
03/10/1997,1.4491
06/10/1997,1.4521
07/10/1997,1.4450
08/10/1997,1.4455
09/10/1997,1.4561
10/10/1997,1.4572
13/10/1997,
14/10/1997,1.4615
15/10/1997,1.4580
16/10/1997,1.4558
17/10/1997,1.4755
20/10/1997,1.4732
21/10/1997,1.4885
22/10/1997,1.4793
23/10/1997,1.4685
24/10/1997,1.4636
27/10/1997,1.4552
28/10/1997,1.4115
29/10/1997,1.4178
30/10/1997,1.4059
31/10/1997,1.3995
03/11/1997,1.4134
04/11/1997,1.4070
05/11/1997,1.4073
06/11/1997,1.4050
07/11/1997,1.3958
10/11/1997,1.3912
11/11/1997,
12/11/1997,1.3998
13/11/1997,1.3975
14/11/1997,1.4065
17/11/1997,1.4096
18/11/1997,1.4035
19/11/1997,1.4043
20/11/1997,1.4083
21/11/1997,1.4182
24/11/1997,1.4055
25/11/1997,1.4073
26/11/1997,1.4180
27/11/1997,
28/11/1997,1.4255
01/12/1997,1.4330
02/12/1997,1.4331
03/12/1997,1.4285
04/12/1997,1.4308
05/12/1997,1.4390
08/12/1997,1.4525
09/12/1997,1.4570
10/12/1997,1.4460
11/12/1997,1.4335
12/12/1997,1.4333
15/12/1997,1.4305
16/12/1997,1.4415
17/12/1997,1.4343
18/12/1997,1.4394
19/12/1997,1.4278
22/12/1997,1.4380
23/12/1997,1.4338
24/12/1997,1.4346
25/12/1997,
26/12/1997,1.4342
29/12/1997,1.4474
30/12/1997,1.4558
31/12/1997,1.4610
01/01/1998,
02/01/1998,1.4670
05/01/1998,1.4803
06/01/1998,1.4790
07/01/1998,1.4765
08/01/1998,1.4732
09/01/1998,1.4763
12/01/1998,1.4744
13/01/1998,1.4765
14/01/1998,1.4828
15/01/1998,1.4933
16/01/1998,1.4975
19/01/1998,
20/01/1998,1.4983
21/01/1998,1.4861
22/01/1998,1.4701
23/01/1998,1.4449
26/01/1998,1.4585
27/01/1998,1.4498
28/01/1998,1.4623
29/01/1998,1.4673
30/01/1998,1.4820
02/02/1998,1.4730
03/02/1998,1.4689
04/02/1998,1.4590
05/02/1998,1.4473
06/02/1998,1.4556
09/02/1998,1.4653
10/02/1998,1.4650
11/02/1998,1.4633
12/02/1998,1.4510
13/02/1998,1.4655
16/02/1998,
17/02/1998,1.4731
18/02/1998,1.4690
19/02/1998,1.4715
20/02/1998,1.4705
23/02/1998,1.4506
24/02/1998,1.4539
25/02/1998,1.4653
26/02/1998,1.4655
27/02/1998,1.4662
02/03/1998,1.4660
03/03/1998,1.4694
04/03/1998,1.4770
05/03/1998,1.4841
06/03/1998,1.4939
09/03/1998,1.4950
10/03/1998,1.4915
11/03/1998,1.4930
12/03/1998,1.4853
13/03/1998,1.4765
16/03/1998,1.4825
17/03/1998,1.4788
18/03/1998,1.4905
19/03/1998,1.4939
20/03/1998,1.4993
23/03/1998,1.4902
24/03/1998,1.4900
25/03/1998,1.4940
26/03/1998,1.4895
27/03/1998,1.4972
30/03/1998,1.5210
31/03/1998,1.5245
01/04/1998,1.5335
02/04/1998,1.5317
03/04/1998,1.5302
06/04/1998,1.5285
07/04/1998,1.5297
08/04/1998,1.5104
09/04/1998,1.5127
10/04/1998,1.5156
13/04/1998,1.5123
14/04/1998,1.4925
15/04/1998,1.4930
16/04/1998,1.5041
17/04/1998,1.5005
20/04/1998,1.4937
21/04/1998,1.4825
22/04/1998,1.4840
23/04/1998,1.4910
24/04/1998,1.4903
27/04/1998,1.4860
28/04/1998,1.4930
29/04/1998,1.4955
30/04/1998,1.5005
01/05/1998,1.4883
04/05/1998,1.4895
05/05/1998,1.4835
06/05/1998,1.4735
07/05/1998,1.4703
08/05/1998,1.4795
11/05/1998,1.4860
12/05/1998,1.4805
13/05/1998,1.4809
14/05/1998,1.4840
15/05/1998,1.4879
18/05/1998,1.4880
19/05/1998,1.4825
20/05/1998,1.4758
21/05/1998,1.4645
22/05/1998,1.4650
25/05/1998,
26/05/1998,1.4700
27/05/1998,1.4722
28/05/1998,1.4755
29/05/1998,1.4820
01/06/1998,1.4765
02/06/1998,1.4800
03/06/1998,1.4778
04/06/1998,1.4675
05/06/1998,1.4770
08/06/1998,1.4772
09/06/1998,1.4773
10/06/1998,1.4885
11/06/1998,1.4905
12/06/1998,1.4970
15/06/1998,1.5095
16/06/1998,1.4975
17/06/1998,1.4920
18/06/1998,1.4965
19/06/1998,1.4940
22/06/1998,1.4970
23/06/1998,1.5065
24/06/1998,1.5080
25/06/1998,1.5104
26/06/1998,1.5255
29/06/1998,1.5275
30/06/1998,1.5150
01/07/1998,1.5285
02/07/1998,1.5355
03/07/1998,1.5300
06/07/1998,1.5255
07/07/1998,1.5281
08/07/1998,1.5280
09/07/1998,1.5420
10/07/1998,1.5385
13/07/1998,1.5185
14/07/1998,1.5205
15/07/1998,1.5153
16/07/1998,1.5070
17/07/1998,1.5050
20/07/1998,1.5045
21/07/1998,1.5123
22/07/1998,1.5100
23/07/1998,1.5120
24/07/1998,1.4948
27/07/1998,1.4995
28/07/1998,1.4925
29/07/1998,1.4870
30/07/1998,1.4870
31/07/1998,1.4915
03/08/1998,1.5020
04/08/1998,1.4970
05/08/1998,1.4915
06/08/1998,1.4908
07/08/1998,1.4982
10/08/1998,1.4973
11/08/1998,1.4895
12/08/1998,1.4835
13/08/1998,1.4885
14/08/1998,1.5090
17/08/1998,1.5029
18/08/1998,1.5105
19/08/1998,1.5070
20/08/1998,1.5045
21/08/1998,1.5030
24/08/1998,1.4996
25/08/1998,1.5030
26/08/1998,1.5053
27/08/1998,1.4820
28/08/1998,1.4530
31/08/1998,1.4417
01/09/1998,1.4405
02/09/1998,1.4450
03/09/1998,1.4193
04/09/1998,1.4252
07/09/1998,
08/09/1998,1.4123
09/09/1998,1.4165
10/09/1998,1.3905
11/09/1998,1.3860
14/09/1998,1.4047
15/09/1998,1.3945
16/09/1998,1.3955
17/09/1998,1.3850
18/09/1998,1.3900
21/09/1998,1.3805
22/09/1998,1.3895
23/09/1998,1.3955
24/09/1998,1.3880
25/09/1998,1.3805
28/09/1998,1.3900
29/09/1998,1.3895
30/09/1998,1.3808
01/10/1998,1.3640
02/10/1998,1.3523
05/10/1998,1.3470
06/10/1998,1.3442
07/10/1998,1.3180
08/10/1998,1.2935
09/10/1998,1.3230
12/10/1998,
13/10/1998,1.3286
14/10/1998,1.3325
15/10/1998,1.3230
16/10/1998,1.3148
19/10/1998,1.3235
20/10/1998,1.3462
21/10/1998,1.3480
22/10/1998,1.3423
23/10/1998,1.3375
26/10/1998,1.3463
27/10/1998,1.3497
28/10/1998,1.3483
29/10/1998,1.3452
30/10/1998,1.3548
02/11/1998,1.3500
03/11/1998,1.3559
04/11/1998,1.3670
05/11/1998,1.3585
06/11/1998,1.3742
09/11/1998,1.3995
10/11/1998,1.3920
11/11/1998,
12/11/1998,1.3955
13/11/1998,1.3907
16/11/1998,1.3735
17/11/1998,1.3740
18/11/1998,1.3747
19/11/1998,1.3870
20/11/1998,1.3912
23/11/1998,1.4066
24/11/1998,1.4090
25/11/1998,1.4075
26/11/1998,
27/11/1998,1.4152
30/11/1998,1.3963
01/12/1998,1.3783
02/12/1998,1.3700
03/12/1998,1.3667
04/12/1998,1.3710
07/12/1998,1.3756
08/12/1998,1.3659
09/12/1998,1.3603
10/12/1998,1.3396
11/12/1998,1.3295
14/12/1998,1.3338
15/12/1998,1.3415
16/12/1998,1.3441
17/12/1998,1.3487
18/12/1998,1.3482
21/12/1998,1.3630
22/12/1998,1.3655
23/12/1998,1.3630
24/12/1998,1.3760
25/12/1998,
28/12/1998,1.3720
29/12/1998,1.3630
30/12/1998,1.3805
31/12/1998,1.3735
01/01/1999,
04/01/1999,1.3666
05/01/1999,1.3694
06/01/1999,1.3852
07/01/1999,1.3863
08/01/1999,1.3970
11/01/1999,1.3963
12/01/1999,1.3890
13/01/1999,1.3585
14/01/1999,1.3618
15/01/1999,1.3785
18/01/1999,
19/01/1999,1.3752
20/01/1999,1.3902
21/01/1999,1.3855
22/01/1999,1.3829
25/01/1999,1.3823
26/01/1999,1.3870
27/01/1999,1.4012
28/01/1999,1.4165
29/01/1999,1.4168
01/02/1999,1.4232
02/02/1999,1.4111
03/02/1999,1.4135
04/02/1999,1.4170
05/02/1999,1.4173
08/02/1999,1.4175
09/02/1999,1.4183
10/02/1999,1.4083
11/02/1999,1.4154
12/02/1999,1.4157
15/02/1999,
16/02/1999,1.4290
17/02/1999,1.4247
18/02/1999,1.4250
19/02/1999,1.4462
22/02/1999,1.4483
23/02/1999,1.4495
24/02/1999,1.4520
25/02/1999,1.4345
26/02/1999,1.4495
01/03/1999,1.4620
02/03/1999,1.4582
03/03/1999,1.4610
04/03/1999,1.4700
05/03/1999,1.4686
08/03/1999,1.4612
09/03/1999,1.4675
10/03/1999,1.4566
11/03/1999,1.4685
12/03/1999,1.4608
15/03/1999,1.4660
16/03/1999,1.4665
17/03/1999,1.4483
18/03/1999,1.4534
19/03/1999,1.4620
22/03/1999,1.4640
23/03/1999,1.4586
24/03/1999,1.4575
25/03/1999,1.4681
26/03/1999,1.4845
29/03/1999,1.4877
30/03/1999,1.4890
31/03/1999,1.4775
01/04/1999,1.4810
02/04/1999,1.4810
05/04/1999,1.4912
06/04/1999,1.4725
07/04/1999,1.4807
08/04/1999,1.4724
09/04/1999,1.4832
12/04/1999,1.4795
13/04/1999,1.4900
14/04/1999,1.4879
15/04/1999,1.4973
16/04/1999,1.4993
19/04/1999,1.5097
20/04/1999,1.5065
21/04/1999,1.5080
22/04/1999,1.5095
23/04/1999,1.5071
26/04/1999,1.5132
27/04/1999,1.5085
28/04/1999,1.5137
29/04/1999,1.5190
30/04/1999,1.5257
03/05/1999,1.5252
04/05/1999,1.5170
05/05/1999,1.4975
06/05/1999,1.4920
07/05/1999,1.4910
10/05/1999,1.4895
11/05/1999,1.4998
12/05/1999,1.5025
13/05/1999,1.5080
14/05/1999,1.5058
17/05/1999,1.5013
18/05/1999,1.5030
19/05/1999,1.5050
20/05/1999,1.5083
21/05/1999,1.5175
24/05/1999,1.5115
25/05/1999,1.5050
26/05/1999,1.5220
27/05/1999,1.5265
28/05/1999,1.5280
31/05/1999,
01/06/1999,1.5230
02/06/1999,1.5365
03/06/1999,1.5375
04/06/1999,1.5385
07/06/1999,1.5425
08/06/1999,1.5250
09/06/1999,1.5250
10/06/1999,1.5240
11/06/1999,1.5195
14/06/1999,1.5300
15/06/1999,1.5315
16/06/1999,1.5492
17/06/1999,1.5455
18/06/1999,1.5412
21/06/1999,1.5458
22/06/1999,1.5455
23/06/1999,1.5478
24/06/1999,1.5395
25/06/1999,1.5290
28/06/1999,1.5416
29/06/1999,1.5495
30/06/1999,1.5555
01/07/1999,1.5690
02/07/1999,1.5678
05/07/1999,
06/07/1999,1.5650
07/07/1999,1.5690
08/07/1999,1.5731
09/07/1999,1.5775
12/07/1999,1.5828
13/07/1999,1.5777
14/07/1999,1.5717
15/07/1999,1.5710
16/07/1999,1.5745
19/07/1999,1.5738
20/07/1999,1.5405
21/07/1999,1.5267
22/07/1999,1.5285
23/07/1999,1.5294
26/07/1999,1.5069
27/07/1999,1.5065
28/07/1999,1.5020
29/07/1999,1.4900
30/07/1999,1.4925
02/08/1999,1.4995
03/08/1999,1.4975
04/08/1999,1.4862
05/08/1999,1.4805
06/08/1999,1.4863
09/08/1999,1.4972
10/08/1999,1.4895
11/08/1999,1.5024
12/08/1999,1.5060
13/08/1999,1.5157
16/08/1999,1.5173
17/08/1999,1.5215
18/08/1999,1.5230
19/08/1999,1.5025
20/08/1999,1.4988
23/08/1999,1.5145
24/08/1999,1.5242
25/08/1999,1.5315
26/08/1999,1.5339
27/08/1999,1.5303
30/08/1999,1.5332
31/08/1999,1.5130
01/09/1999,1.5135
02/09/1999,1.4938
03/09/1999,1.5073
06/09/1999,
07/09/1999,1.5108
08/09/1999,1.5103
09/09/1999,1.5172
