Date,SMI,SP500,USD_CHF
2004-01-20,5665.5,1138.77,1.2457
2004-01-21,5685.200195,1147.62,1.2375
2004-01-22,5721.399902,1143.94,1.2319
2004-01-23,5762.700195,1141.55,1.2414
2004-01-26,5748.5,1155.37,1.255
2004-01-27,5790.600098,1144.05,1.24
2004-01-28,5803.299805,1128.48,1.2579
2004-01-29,5768.200195,1134.11,1.2591
2004-01-30,5736.399902,1131.13,1.2525
2004-02-02,5788.299805,1135.26,1.261
2004-02-03,5735.0,1136.03,1.2483
2004-02-04,5775.600098,1126.52,1.2505
2004-02-05,5758.200195,1128.59,1.2482
2004-02-06,5810.899902,1142.76,1.2349
2004-02-09,5869.799805,1139.81,1.2354
2004-02-10,5880.0,1145.54,1.2375
2004-02-11,5882.100098,1157.76,1.2292
2004-02-12,5846.700195,1152.11,1.23
2004-02-13,5849.100098,1145.81,1.2389
2004-02-17,5871.700195,1156.99,1.2255
2004-02-18,5828.799805,1151.82,1.238
2004-02-19,5874.600098,1147.06,1.2349
2004-02-20,5856.5,1144.11,1.2597
2004-02-23,5880.200195,1140.99,1.2551
2004-02-24,5801.799805,1139.09,1.2424
2004-02-25,5811.5,1143.67,1.259
2004-02-26,5797.399902,1144.91,1.2662
2004-02-27,5798.399902,1144.94,1.2614
2004-03-01,5830.700195,1155.96,1.2684
2004-03-02,5896.299805,1149.1,1.2974
2004-03-03,5872.200195,1151.04,1.2936
2004-03-04,5934.399902,1154.88,1.2919
2004-03-05,5895.799805,1156.87,1.2782
2004-03-08,5884.5,1147.21,1.2718
2004-03-09,5858.799805,1140.58,1.2814
2004-03-10,5877.100098,1123.89,1.2878
2004-03-11,5706.700195,1106.78,1.2668
2004-03-12,5700.5,1120.57,1.2833
2004-03-15,5620.299805,1104.49,1.2743
2004-03-16,5646.200195,1110.7,1.2787
2004-03-17,5692.200195,1123.75,1.2782
2004-03-18,5609.5,1122.32,1.257
2004-03-19,5621.5,1109.78,1.2697
2004-03-22,5469.0,1095.4,1.2567
2004-03-23,5509.799805,1093.95,1.2565
2004-03-24,5504.0,1091.33,1.2766
2004-03-25,5592.299805,1109.19,1.2799
2004-03-26,5587.0,1108.06,1.2837
2004-03-29,5644.200195,1122.47,1.2836
2004-03-30,5623.100098,1127.0,1.281
2004-03-31,5618.600098,1126.21,1.266
2004-04-01,5716.799805,1132.17,1.2629
2004-04-02,5784.600098,1141.81,1.2917
2004-04-05,5815.299805,1150.57,1.3045
2004-04-06,5767.299805,1148.16,1.2863
2004-04-07,5771.100098,1140.53,1.2776
2004-04-08,5803.399902,1139.32,1.283
2004-04-12,5803.399902,1145.2,1.2832
2004-04-13,5804.5,1129.44,1.3
2004-04-14,5761.299805,1128.17,1.2992
2004-04-15,5784.600098,1128.84,1.2944
2004-04-16,5769.899902,1134.61,1.2955
2004-04-19,5787.799805,1135.82,1.2917
2004-04-20,5829.200195,1118.15,1.3137
2004-04-21,5795.100098,1124.09,1.3163
2004-04-22,5789.600098,1139.93,1.3066
2004-04-23,5818.100098,1140.6,1.3143
2004-04-26,5881.200195,1135.53,1.3078
2004-04-27,5869.299805,1138.11,1.298
2004-04-28,5792.899902,1122.41,1.3061
2004-04-29,5783.799805,1113.89,1.2923
2004-04-30,5774.399902,1107.3,1.294
2004-05-03,5816.899902,1117.49,1.3013
2004-05-04,5829.700195,1119.55,1.281
2004-05-05,5891.200195,1121.53,1.2753
2004-05-06,5832.399902,1113.99,1.2847
2004-05-07,5827.700195,1098.7,1.2988
2004-05-10,5641.799805,1087.12,1.2992
2004-05-11,5723.100098,1095.45,1.295
2004-05-12,5644.899902,1097.28,1.2935
2004-05-13,5714.600098,1096.44,1.3041
2004-05-14,5685.0,1095.7,1.2969
2004-05-17,5607.899902,1084.1,1.2753
2004-05-18,5638.399902,1091.49,1.2834
2004-05-19,5710.0,1088.68,1.2788
2004-05-20,5710.0,1089.19,1.2852
2004-05-21,5645.100098,1093.56,1.279
2004-05-24,5681.799805,1095.41,1.2797
2004-05-25,5646.899902,1113.05,1.2728
2004-05-26,5671.700195,1114.94,1.2714
2004-05-27,5705.799805,1121.28,1.2442
2004-05-28,5627.100098,1120.68,1.2517
2004-06-01,5589.5,1121.2,1.2463
2004-06-02,5631.700195,1124.99,1.25
2004-06-03,5660.5,1116.64,1.25
2004-06-04,5688.399902,1122.5,1.2393
2004-06-07,5744.200195,1140.42,1.2362
2004-06-08,5733.5,1142.18,1.2381
2004-06-09,5715.200195,1131.33,1.2555
2004-06-10,5680.5,1136.47,1.245
2004-06-14,5633.600098,1125.29,1.2552
2004-06-15,5671.700195,1132.01,1.2486
2004-06-16,5710.0,1133.56,1.2676
2004-06-17,5706.200195,1132.05,1.2546
2004-06-18,5693.899902,1135.02,1.2435
2004-06-21,5716.5,1130.3,1.2452
2004-06-22,5658.399902,1134.41,1.2482
2004-06-23,5653.899902,1144.06,1.2534
2004-06-24,5674.5,1140.65,1.2443
2004-06-25,5681.5,1134.43,1.247
2004-06-28,5706.299805,1133.35,1.2489
2004-06-29,5688.299805,1136.2,1.2644
2004-06-30,5619.100098,1140.84,1.2504
2004-07-01,5625.700195,1128.94,1.249
2004-07-02,5606.799805,1125.38,1.2332
2004-07-06,5549.899902,1116.21,1.2366
2004-07-07,5541.399902,1118.33,1.2266
2004-07-08,5578.700195,1109.11,1.2244
2004-07-09,5548.100098,1112.81,1.2225
2004-07-12,5532.700195,1114.35,1.2248
2004-07-13,5531.299805,1115.14,1.2355
2004-07-14,5548.299805,1111.47,1.2293
2004-07-15,5477.899902,1106.69,1.2364
2004-07-16,5461.200195,1101.39,1.2246
2004-07-19,5429.700195,1100.9,1.2292
2004-07-20,5498.200195,1108.67,1.2434
2004-07-21,5561.700195,1093.88,1.2495
2004-07-22,5476.899902,1096.84,1.2481
2004-07-23,5482.0,1086.2,1.2659
2004-07-26,5444.0,1084.06,1.265
2004-07-27,5501.899902,1094.83,1.2749
2004-07-28,5514.700195,1095.42,1.2763
2004-07-29,5553.399902,1100.43,1.281
2004-07-30,5547.200195,1101.72,1.2813
2004-08-02,5537.799805,1106.62,1.2799
2004-08-03,5588.600098,1099.69,1.2791
2004-08-04,5518.899902,1098.63,1.2749
2004-08-05,5515.200195,1080.7,1.2754
2004-08-06,5403.100098,1063.97,1.2505
2004-08-09,5358.600098,1065.22,1.2539
2004-08-10,5383.0,1079.04,1.2617
2004-08-11,5369.299805,1075.79,1.2613
2004-08-12,5356.0,1063.23,1.2571
2004-08-13,5309.799805,1064.8,1.2383
2004-08-16,5354.200195,1079.34,1.2406
2004-08-17,5378.399902,1081.71,1.2447
2004-08-18,5325.200195,1095.17,1.244
2004-08-19,5351.899902,1091.23,1.2423
2004-08-20,5344.200195,1098.35,1.249
2004-08-23,5394.299805,1095.68,1.2682
2004-08-24,5380.200195,1096.19,1.2714
2004-08-25,5374.799805,1104.96,1.273
2004-08-26,5432.399902,1105.09,1.2725
2004-08-27,5463.899902,1107.77,1.2784
2004-08-30,5448.799805,1099.15,1.2797
2004-08-31,5421.700195,1104.24,1.2667
2004-09-01,5468.0,1105.91,1.2602
2004-09-02,5449.799805,1118.31,1.2613
2004-09-03,5502.5,1113.63,1.2714
2004-09-07,5559.799805,1121.3,1.2678
2004-09-08,5556.5,1116.27,1.2594
2004-09-09,5522.299805,1118.38,1.2577
2004-09-10,5536.799805,1123.92,1.2573
2004-09-13,5573.299805,1125.82,1.2585
2004-09-14,5538.5,1128.33,1.2575
2004-09-15,5536.600098,1120.37,1.2694
2004-09-16,5525.700195,1123.5,1.2679
2004-09-17,5543.100098,1128.55,1.2676
2004-09-20,5548.5,1122.2,1.2721
2004-09-21,5602.700195,1129.3,1.2537
2004-09-22,5572.600098,1113.56,1.2596
2004-09-23,5511.299805,1108.36,1.2603
2004-09-24,5491.299805,1110.11,1.2603
2004-09-27,5446.0,1103.52,1.2597
2004-09-28,5499.700195,1110.06,1.2596
2004-09-29,5531.399902,1114.8,1.2585
2004-09-30,5465.299805,1114.58,1.2455
2004-10-01,5528.899902,1131.5,1.2494
2004-10-04,5600.899902,1135.17,1.2644
2004-10-05,5596.899902,1134.48,1.2617
2004-10-06,5593.899902,1142.05,1.2655
2004-10-07,5534.700195,1130.65,1.2626
2004-10-08,5503.700195,1122.14,1.2504
2004-10-11,5474.700195,1124.39,1.2507
2004-10-12,5443.600098,1121.84,1.256
2004-10-13,5462.799805,1113.65,1.2519
2004-10-14,5402.600098,1103.29,1.2439
2004-10-15,5362.399902,1108.2,1.2333
2004-10-18,5365.399902,1114.02,1.2323
2004-10-19,5417.5,1103.23,1.229
2004-10-20,5376.299805,1103.66,1.2219
2004-10-21,5400.899902,1106.49,1.2173
2004-10-22,5391.100098,1095.74,1.2095
2004-10-25,5309.700195,1094.81,1.1956
2004-10-26,5330.0,1111.09,1.2009
2004-10-27,5374.899902,1125.4,1.207
2004-10-28,5414.200195,1127.44,1.207
2004-10-29,5363.399902,1130.2,1.1951
2004-11-01,5422.299805,1130.51,1.2023
2004-11-02,5486.100098,1130.54,1.2054
2004-11-03,5538.899902,1143.2,1.1941
2004-11-04,5549.899902,1161.67,1.1879
2004-11-05,5618.299805,1166.17,1.1768
2004-11-08,5602.5,1164.89,1.182
2004-11-09,5573.200195,1164.08,1.1835
2004-11-10,5609.600098,1162.91,1.1823
2004-11-11,5649.700195,1173.48,1.1776
2004-11-12,5689.200195,1184.17,1.1701
2004-11-15,5674.299805,1183.81,1.1796
2004-11-16,5653.600098,1175.43,1.1754
2004-11-17,5681.5,1181.94,1.1622
2004-11-18,5673.799805,1183.55,1.1716
2004-11-19,5605.0,1170.34,1.1601
2004-11-22,5562.200195,1177.24,1.1631
2004-11-23,5525.799805,1176.94,1.1572
2004-11-24,5501.200195,1181.76,1.1453
2004-11-26,5548.5,1182.65,1.1387
2004-11-29,5519.5,1178.57,1.1432
2004-11-30,5444.200195,1173.82,1.1395
2004-12-01,5509.299805,1191.37,1.1405
2004-12-02,5569.299805,1190.33,1.1526
2004-12-03,5555.200195,1191.17,1.1297
2004-12-06,5520.700195,1190.25,1.1414
2004-12-07,5561.100098,1177.07,1.1404
2004-12-08,5566.700195,1182.81,1.1485
2004-12-09,5557.799805,1189.24,1.1509
2004-12-10,5581.799805,1188.0,1.1607
2004-12-13,5624.899902,1198.68,1.1531
2004-12-14,5653.0,1203.38,1.1536
2004-12-15,5640.299805,1205.72,1.1419
2004-12-16,5650.5,1203.21,1.1584
2004-12-17,5603.399902,1194.22,1.1564
2004-12-20,5650.700195,1194.65,1.1496
2004-12-21,5640.799805,1205.45,1.1537
2004-12-22,5687.700195,1209.57,1.1525
2004-12-23,5695.200195,1210.13,1.1431
2004-12-27,5685.5,1204.92,1.1346
2004-12-28,5686.5,1213.54,1.1349
2004-12-29,5692.399902,1213.45,1.1337
2004-12-30,5693.200195,1213.55,1.1334
2004-12-31,5693.200195,1211.92,1.1405
2005-01-03,5768.700195,1202.08,1.147
2005-01-04,5775.5,1188.05,1.1676
2005-01-05,5725.5,1183.74,1.1669
2005-01-06,5742.399902,1187.89,1.174
2005-01-07,5735.200195,1186.19,1.1841
2005-01-10,5731.799805,1190.25,1.1794
2005-01-11,5713.100098,1182.99,1.1824
2005-01-12,5669.600098,1187.7,1.1676
2005-01-13,5687.799805,1177.45,1.1721
2005-01-14,5730.100098,1184.52,1.1791
2005-01-18,5739.399902,1195.98,1.1853
2005-01-19,5749.5,1184.63,1.1851
2005-01-20,5728.100098,1175.41,1.1902
2005-01-21,5738.100098,1167.87,1.1854
2005-01-24,5750.5,1163.75,1.185
2005-01-25,5766.100098,1168.41,1.1934
2005-01-26,5768.399902,1174.07,1.1825
2005-01-27,5773.700195,1174.55,1.1843
2005-01-28,5750.700195,1171.36,1.1855
2005-01-31,5771.399902,1181.27,1.1878
2005-02-01,5797.899902,1189.41,1.1907
2005-02-02,5795.100098,1193.19,1.193
2005-02-03,5816.899902,1189.89,1.2025
2005-02-04,5843.100098,1203.03,1.2132
2005-02-07,5870.700195,1201.72,1.2238
2005-02-08,5881.200195,1202.3,1.221
2005-02-09,5866.5,1191.99,1.2164
2005-02-10,5871.200195,1197.01,1.2074
2005-02-11,5915.299805,1205.3,1.2095
2005-02-14,5913.0,1206.14,1.1979
2005-02-15,5916.899902,1210.12,1.1891
2005-02-16,5870.799805,1210.34,1.188
2005-02-17,5882.899902,1200.75,1.1838
2005-02-18,5901.700195,1201.59,1.1832
2005-02-22,5911.5,1184.16,1.1587
2005-02-23,5867.200195,1190.8,1.164
2005-02-24,5886.200195,1200.2,1.1699
2005-02-25,5936.200195,1211.37,1.162
2005-02-28,5931.299805,1203.6,1.1638
2005-03-01,5975.5,1210.41,1.167
2005-03-02,6013.399902,1210.08,1.1736
2005-03-03,5998.799805,1210.47,1.1811
2005-03-04,6009.299805,1222.12,1.1684
2005-03-07,6014.600098,1225.31,1.1743
2005-03-08,5980.200195,1219.43,1.1607
2005-03-09,5965.5,1207.01,1.1602
2005-03-10,5945.700195,1209.25,1.1525
2005-03-11,5971.899902,1200.08,1.1491
2005-03-14,5963.0,1206.83,1.1597
2005-03-15,6011.5,1197.75,1.1652
2005-03-16,5944.799805,1188.07,1.1529
2005-03-17,5929.0,1190.21,1.1574
2005-03-18,5897.0,1189.65,1.1636
2005-03-21,5907.700195,1183.78,1.1789
2005-03-22,5915.600098,1171.71,1.189
2005-03-23,5926.0,1172.53,1.1959
2005-03-24,5935.5,1171.42,1.2025
2005-03-28,5935.5,1174.28,1.2037
2005-03-29,5959.799805,1165.36,1.2
2005-03-30,5932.899902,1181.41,1.2
2005-03-31,5929.700195,1180.59,1.1958
2005-04-01,5950.899902,1172.92,1.2024
2005-04-04,5903.200195,1176.12,1.2089
2005-04-05,5947.399902,1181.39,1.2064
2005-04-06,6002.399902,1184.07,1.2059
2005-04-07,6023.700195,1191.14,1.2074
2005-04-08,6016.600098,1181.2,1.1964
2005-04-11,6014.700195,1181.21,1.1936
2005-04-12,5988.100098,1187.76,1.1995
2005-04-13,6012.299805,1173.79,1.2
2005-04-14,6030.5,1162.05,1.2154
2005-04-15,6019.0,1142.62,1.1999
2005-04-18,5925.399902,1145.98,1.1877
2005-04-19,5977.899902,1152.78,1.1804
2005-04-20,5914.700195,1137.5,1.1772
2005-04-21,5903.0,1159.95,1.183
2005-04-22,5912.899902,1152.12,1.1804
2005-04-25,5899.899902,1162.1,1.1883
2005-04-26,5914.0,1151.74,1.1867
2005-04-27,5840.5,1156.38,1.1934
2005-04-28,5850.100098,1143.22,1.1918
2005-04-29,5870.799805,1156.85,1.195
2005-05-02,5924.600098,1162.16,1.1988
2005-05-03,5933.700195,1161.17,1.1973
2005-05-04,6001.899902,1175.65,1.1913
2005-05-05,6001.899902,1172.63,1.1936
2005-05-06,6027.100098,1171.35,1.2055
2005-05-09,6002.899902,1178.84,1.2043
2005-05-10,5917.5,1166.22,1.2
2005-05-11,5919.899902,1171.11,1.2054
2005-05-12,5948.700195,1159.36,1.2171
2005-05-13,5943.0,1154.05,1.2259
2005-05-16,5943.0,1165.69,1.2221
2005-05-17,5945.100098,1173.8,1.2255
2005-05-18,5996.899902,1185.56,1.2177
2005-05-19,6017.799805,1191.08,1.2221
2005-05-20,6023.100098,1189.28,1.2322
2005-05-23,6038.600098,1193.86,1.2312
2005-05-24,6080.0,1194.07,1.2306
2005-05-25,6095.100098,1190.01,1.2272
2005-05-26,6138.200195,1197.62,1.2363
2005-05-27,6160.799805,1198.78,1.2298
2005-05-31,6127.200195,1191.5,1.2476
2005-06-01,6210.299805,1202.27,1.2558
2005-06-02,6228.700195,1204.29,1.2517
2005-06-03,6210.299805,1196.02,1.2526
2005-06-06,6186.0,1197.51,1.2495
2005-06-07,6237.399902,1197.26,1.246
2005-06-08,6236.700195,1194.67,1.2539
2005-06-09,6244.700195,1200.93,1.2544
2005-06-10,6239.399902,1198.11,1.2681
2005-06-13,6266.200195,1200.82,1.2704
2005-06-14,6268.399902,1203.91,1.2779
2005-06-15,6257.100098,1206.58,1.2701
2005-06-16,6257.799805,1210.96,1.2722
2005-06-17,6263.5,1216.96,1.2573
2005-06-20,6236.799805,1216.1,1.2708
2005-06-21,6294.100098,1213.61,1.266
2005-06-22,6286.899902,1213.88,1.2718
2005-06-23,6273.700195,1200.73,1.2797
2005-06-24,6223.200195,1191.57,1.275
2005-06-27,6191.100098,1190.69,1.2682
2005-06-28,6208.600098,1201.57,1.2796
2005-06-29,6261.200195,1199.85,1.2814
2005-06-30,6253.100098,1191.33,1.2831
2005-07-01,6279.799805,1194.44,1.2964
2005-07-05,6282.799805,1204.99,1.3023
2005-07-06,6309.0,1194.94,1.3026
2005-07-07,6250.600098,1197.87,1.2988
2005-07-08,6312.200195,1211.86,1.2989
2005-07-11,6357.200195,1219.44,1.288
2005-07-12,6328.700195,1222.21,1.2719
2005-07-13,6393.799805,1223.29,1.2912
2005-07-14,6449.200195,1226.5,1.2891
2005-07-15,6459.899902,1227.92,1.296
2005-07-18,6464.5,1221.13,1.294
2005-07-19,6482.100098,1229.35,1.3002
2005-07-20,6510.700195,1235.2,1.2846
2005-07-21,6492.0,1227.04,1.2858
2005-07-22,6492.5,1233.68,1.2963
2005-07-25,6503.899902,1229.03,1.295
2005-07-26,6521.0,1231.16,1.2996
2005-07-27,6560.100098,1236.79,1.2955
2005-07-28,6612.399902,1243.72,1.2851
2005-07-29,6600.899902,1234.18,1.2886
2005-08-01,6609.399902,1235.35,1.2785
2005-08-02,6672.200195,1244.12,1.2765
2005-08-03,6658.100098,1245.04,1.2612
2005-08-04,6617.299805,1235.86,1.2579
2005-08-05,6607.700195,1226.42,1.2618
2005-08-08,6634.299805,1223.13,1.2615
2005-08-09,6638.899902,1231.38,1.2587
2005-08-10,6689.200195,1229.13,1.2564
2005-08-11,6680.5,1237.81,1.2451
2005-08-12,6647.5,1230.39,1.247
2005-08-15,6636.399902,1233.87,1.2543
2005-08-16,6634.600098,1219.34,1.2565
2005-08-17,6631.399902,1220.24,1.2615
2005-08-18,6596.399902,1219.02,1.2712
2005-08-19,6636.600098,1219.71,1.2754
2005-08-22,6623.299805,1221.73,1.2694
2005-08-23,6565.299805,1217.57,1.2695
2005-08-24,6537.0,1209.59,1.2637
2005-08-25,6485.0,1212.39,1.2562
2005-08-26,6445.399902,1205.1,1.2581
2005-08-29,6463.700195,1212.28,1.2661
2005-08-30,6473.200195,1208.41,1.2692
2005-08-31,6517.200195,1220.33,1.2535
2005-09-01,6553.600098,1221.59,1.2348
2005-09-02,6532.100098,1218.02,1.2295
2005-09-06,6609.799805,1233.39,1.239
2005-09-07,6684.700195,1236.36,1.2429
2005-09-08,6681.700195,1231.67,1.2449
2005-09-09,6703.600098,1241.48,1.2428
2005-09-12,6727.200195,1240.56,1.2572
2005-09-13,6696.399902,1231.2,1.2597
2005-09-14,6731.600098,1227.16,1.2586
2005-09-15,6752.799805,1227.73,1.2661
2005-09-16,6810.299805,1237.91,1.2695
2005-09-19,6804.100098,1231.02,1.2787
2005-09-20,6835.700195,1221.34,1.2818
2005-09-21,6761.0,1210.2,1.2818
2005-09-22,6735.799805,1214.62,1.2788
2005-09-23,6785.5,1215.29,1.2919
2005-09-26,6852.200195,1215.63,1.2885
2005-09-27,6852.0,1215.66,1.2953
2005-09-28,6904.799805,1216.89,1.2897
2005-09-29,6860.399902,1227.68,1.2952
2005-09-30,6898.899902,1228.81,1.2935
2005-10-03,7005.600098,1226.7,1.3022
2005-10-04,7042.299805,1214.47,1.3019
2005-10-05,7026.399902,1196.39,1.2886
2005-10-06,6939.200195,1191.49,1.2719
2005-10-07,6947.0,1195.9,1.278
2005-10-10,6950.899902,1187.33,1.2852
2005-10-11,6965.700195,1184.87,1.2905
2005-10-12,6919.0,1177.68,1.2871
2005-10-13,6868.100098,1176.84,1.29
2005-10-14,6871.200195,1186.57,1.2857
2005-10-17,6883.399902,1190.1,1.2937
2005-10-18,6946.0,1178.14,1.3001
2005-10-19,6820.399902,1195.76,1.2971
2005-10-20,6885.399902,1177.8,1.2879
2005-10-21,6851.600098,1179.59,1.2918
2005-10-24,6911.799805,1199.38,1.2881
2005-10-25,6939.700195,1196.54,1.275
2005-10-26,6972.399902,1191.38,1.2836
2005-10-27,6919.600098,1178.9,1.2727
2005-10-28,6874.899902,1198.41,1.2806
2005-10-31,7036.600098,1207.01,1.2896
2005-11-01,7100.600098,1202.76,1.2872
2005-11-02,7117.399902,1214.76,1.2786
2005-11-03,7211.0,1219.94,1.2916
2005-11-04,7205.0,1220.14,1.3071
2005-11-07,7253.700195,1222.81,1.3073
2005-11-08,7257.5,1218.59,1.31205
2005-11-09,7238.5,1220.65,1.3089
2005-11-10,7243.100098,1230.96,1.3158
2005-11-11,7351.299805,1234.72,1.3123
2005-11-14,7313.0,1233.76,1.3176
2005-11-15,7322.700195,1229.01,1.3162
2005-11-16,7268.5,1231.21,1.3248
2005-11-17,7329.899902,1242.8,1.3173
2005-11-18,7431.399902,1248.27,1.3136
2005-11-21,7452.299805,1254.85,1.3189
2005-11-22,7467.700195,1261.23,1.3107
2005-11-23,7495.100098,1265.61,1.3126
2005-11-25,7498.700195,1268.25,1.3219
2005-11-28,7427.5,1257.46,1.3059
2005-11-29,7440.700195,1257.48,1.315
2005-11-30,7407.5,1249.48,1.3139
2005-12-01,7536.899902,1264.67,1.317
2005-12-02,7589.299805,1265.08,1.3173
2005-12-05,7584.799805,1262.09,1.3071
2005-12-06,7612.0,1263.7,1.3049
2005-12-07,7588.799805,1257.37,1.3137
2005-12-08,7560.0,1255.84,1.3
2005-12-09,7567.399902,1259.37,1.3023
2005-12-12,7567.5,1260.43,1.2892
2005-12-13,7577.399902,1267.43,1.2926
2005-12-14,7516.299805,1272.74,1.2843
2005-12-15,7458.0,1270.94,1.2899
2005-12-16,7491.0,1267.32,1.2897
2005-12-19,7532.899902,1259.92,1.2922
2005-12-20,7516.700195,1259.62,1.307
2005-12-21,7547.5,1262.79,1.3135
2005-12-22,7515.200195,1268.12,1.3115
2005-12-23,7497.799805,1268.66,1.3112
2005-12-27,7548.799805,1256.54,1.3146
2005-12-28,7559.100098,1258.17,1.3153
2005-12-29,7620.0,1254.42,1.3135
2005-12-30,7583.899902,1248.29,1.3159
2006-01-03,7628.600098,1268.8,1.2884
2006-01-04,7723.700195,1273.46,1.2771
2006-01-05,7703.299805,1273.48,1.2765
2006-01-06,7718.5,1285.45,1.2698
2006-01-09,7715.600098,1290.15,1.2773
2006-01-10,7663.700195,1289.69,1.2806
2006-01-11,7752.100098,1294.18,1.2738
2006-01-12,7798.100098,1286.06,1.2847
2006-01-13,7802.5,1287.61,1.2763
2006-01-17,7785.600098,1282.93,1.2797
2006-01-18,7726.5,1277.93,1.2805
2006-01-19,7771.600098,1285.04,1.2848
2006-01-20,7697.5,1261.49,1.277
2006-01-23,7702.700195,1263.82,1.2575
2006-01-24,7692.600098,1266.86,1.2626
2006-01-25,7682.700195,1264.68,1.2645
2006-01-26,7749.399902,1273.83,1.269
2006-01-27,7779.399902,1283.72,1.284
2006-01-30,7789.299805,1285.2,1.2873
2006-01-31,7810.899902,1280.08,1.2785
2006-02-01,7836.200195,1282.46,1.2885
2006-02-02,7785.899902,1270.84,1.2866
2006-02-03,7840.799805,1264.03,1.295
2006-02-06,7839.600098,1265.02,1.3015
2006-02-07,7837.299805,1254.78,1.2957
2006-02-08,7831.899902,1265.65,1.2989
2006-02-09,7873.600098,1263.78,1.2977
2006-02-10,7861.600098,1266.99,1.3067
2006-02-13,7889.299805,1262.86,1.3067
2006-02-14,7882.399902,1275.53,1.3079
2006-02-15,7797.200195,1280.0,1.3104
2006-02-16,7906.600098,1289.38,1.3096
2006-02-17,7917.100098,1287.24,1.3092
2006-02-21,8002.600098,1283.03,1.3072
2006-02-22,8040.5,1292.67,1.31105
2006-02-23,7983.799805,1287.79,1.3088
2006-02-24,7954.299805,1289.43,1.3183
