Date,SMI,SP500,USD_CHF
2006-02-27,7995.0,1294.12,1.3227
2006-02-28,7892.600098,1280.66,1.3109
2006-03-01,7980.399902,1291.24,1.3128
2006-03-02,7926.200195,1289.14,1.2987
2006-03-03,7916.0,1287.23,1.2964
2006-03-06,7917.200195,1278.26,1.2982
2006-03-07,7864.299805,1275.88,1.3132
2006-03-08,7831.5,1278.47,1.3077
2006-03-09,7860.700195,1272.23,1.3143
2006-03-10,7970.600098,1281.58,1.3173
2006-03-13,8035.399902,1284.13,1.3109
2006-03-14,8034.200195,1297.48,1.3023
2006-03-15,8012.600098,1303.02,1.2951
2006-03-16,8018.0,1305.33,1.2893
2006-03-17,8047.100098,1307.25,1.2894
2006-03-20,8059.399902,1305.08,1.29115
2006-03-21,8056.600098,1297.23,1.2994
2006-03-22,8064.0,1305.04,1.305
2006-03-23,8024.100098,1301.67,1.3164
2006-03-24,8045.100098,1302.95,1.31
2006-03-27,7980.899902,1301.61,1.3089
2006-03-28,7972.899902,1293.23,1.3091
2006-03-29,7983.399902,1302.89,1.3095
2006-03-30,8035.299805,1300.25,1.2965
2006-03-31,8023.299805,1294.83,1.3043
2006-04-03,8078.5,1297.81,1.3041
2006-04-04,8051.600098,1305.93,1.2904
2006-04-05,8090.5,1311.56,1.2843
2006-04-06,8102.299805,1309.04,1.2906
2006-04-07,8105.200195,1295.5,1.301
2006-04-10,8109.299805,1296.6,1.3024
2006-04-11,8029.100098,1286.57,1.2974
2006-04-12,7976.600098,1288.12,1.2976
2006-04-13,8007.299805,1289.12,1.2971
2006-04-17,8007.299805,1285.33,1.2797
2006-04-18,7961.399902,1307.65,1.2667
2006-04-19,8050.899902,1309.93,1.2668
2006-04-20,8057.0,1311.46,1.2784
2006-04-21,8093.5,1311.28,1.2751
2006-04-24,8076.299805,1308.11,1.2681
2006-04-25,8041.0,1301.74,1.2677
2006-04-26,8071.100098,1305.41,1.2701
2006-04-27,8080.100098,1309.72,1.2598
2006-04-28,8047.299805,1310.61,1.2384
2006-05-01,8047.299805,1305.19,1.2405
2006-05-02,8074.700195,1313.21,1.2365
2006-05-03,7964.600098,1307.85,1.23775
2006-05-04,7965.399902,1312.25,1.228
2006-05-05,8058.100098,1325.76,1.2277
2006-05-08,8103.600098,1324.66,1.2286
2006-05-09,8122.100098,1325.14,1.2198
2006-05-10,8112.899902,1322.85,1.2195
2006-05-11,8097.299805,1305.92,1.2109
2006-05-12,7954.100098,1291.24,1.1971
2006-05-15,7853.899902,1294.5,1.2131
2006-05-16,7887.100098,1292.08,1.2078
2006-05-17,7658.5,1270.32,1.2145
2006-05-18,7602.299805,1261.81,1.205
2006-05-19,7614.299805,1267.03,1.2175
2006-05-22,7430.200195,1262.07,1.2053
2006-05-23,7572.5,1256.58,1.212
2006-05-24,7481.299805,1258.57,1.2162
2006-05-25,7481.299805,1272.88,1.2163
2006-05-26,7679.5,1280.16,1.225
2006-05-30,7533.299805,1259.84,1.2119
2006-05-31,7604.399902,1270.09,1.2178
2006-06-01,7617.299805,1285.71,1.2202
2006-06-02,7665.100098,1288.22,1.2079
2006-06-05,7665.100098,1265.29,1.2082
2006-06-06,7497.0,1263.85,1.21585
2006-06-07,7549.799805,1256.15,1.2202
2006-06-08,7344.299805,1257.93,1.2322
2006-06-09,7434.600098,1252.3,1.2309
2006-06-12,7332.700195,1236.4,1.2336
2006-06-13,7154.899902,1223.69,1.2387
2006-06-14,7171.0,1230.04,1.2305
2006-06-15,7324.399902,1256.16,1.2305
2006-06-16,7294.5,1251.54,1.2339
2006-06-19,7364.0,1240.14,1.2401
2006-06-20,7397.899902,1240.12,1.2379
2006-06-21,7427.100098,1252.2,1.2336
2006-06-22,7483.299805,1245.6,1.2423
2006-06-23,7485.799805,1244.5,1.247
2006-06-26,7463.600098,1250.56,1.2421
2006-06-27,7406.799805,1239.2,1.2442
2006-06-28,7431.899902,1246.0,1.2467
2006-06-29,7541.100098,1272.87,1.2367
2006-06-30,7652.100098,1270.2,1.2231
2006-07-03,7720.700195,1280.19,1.2243
2006-07-05,7659.200195,1270.91,1.2313
2006-07-06,7704.600098,1274.08,1.2286
2006-07-07,7655.200195,1265.48,1.2238
2006-07-10,7704.399902,1267.34,1.2297
2006-07-11,7669.399902,1272.52,1.2263
2006-07-12,7707.0,1258.6,1.23285
2006-07-13,7588.0,1242.29,1.2287
2006-07-14,7506.799805,1236.2,1.2361
2006-07-17,7501.299805,1234.49,1.2482
2006-07-18,7461.299805,1236.86,1.2528
2006-07-19,7603.600098,1259.81,1.2475
2006-07-20,7659.600098,1249.13,1.2434
2006-07-21,7618.100098,1240.29,1.2358
2006-07-24,7780.299805,1260.91,1.247
2006-07-25,7784.799805,1268.88,1.2529
2006-07-26,7815.100098,1268.4,1.2408
2006-07-27,7856.5,1263.2,1.238
2006-07-28,7946.5,1278.55,1.2316
2006-07-31,7941.799805,1276.66,1.2303
2006-08-01,7941.799805,1270.92,1.2265
2006-08-02,7905.200195,1278.55,1.2302
2006-08-03,7810.0,1280.27,1.2312
2006-08-04,7891.0,1279.36,1.222
2006-08-07,7790.799805,1275.77,1.2268
2006-08-08,7793.299805,1271.48,1.2326
2006-08-09,7882.899902,1265.95,1.2254
2006-08-10,7844.200195,1271.81,1.234
2006-08-11,7858.600098,1266.74,1.2445
2006-08-14,7925.100098,1268.21,1.2415
2006-08-15,8055.299805,1285.58,1.2368
2006-08-16,8089.700195,1295.43,1.2292
2006-08-17,8112.799805,1297.48,1.2324
2006-08-18,8084.200195,1302.3,1.2322
2006-08-21,8057.600098,1297.52,1.2261
2006-08-22,8080.600098,1298.82,1.2335
2006-08-23,8078.700195,1292.99,1.2357
2006-08-24,8099.0,1296.06,1.239
2006-08-25,8102.5,1295.09,1.2395
2006-08-28,8118.600098,1301.78,1.2355
2006-08-29,8165.600098,1304.28,1.2288
2006-08-30,8183.399902,1304.27,1.2268
2006-08-31,8168.0,1303.82,1.2309
2006-09-01,8189.100098,1311.01,1.2299
2006-09-05,8226.200195,1313.25,1.2332
2006-09-06,8172.799805,1300.26,1.234
2006-09-07,8126.100098,1294.02,1.2428
2006-09-08,8167.0,1298.92,1.2473
2006-09-11,8094.100098,1299.54,1.2441
2006-09-12,8195.099609,1313.11,1.2501
2006-09-13,8215.700195,1318.07,1.2495
2006-09-14,8181.799805,1316.28,1.2526
2006-09-15,8229.299805,1319.87,1.2578
2006-09-18,8257.799805,1321.18,1.2502
2006-09-19,8232.099609,1318.31,1.2515
2006-09-20,8342.400391,1325.18,1.2509
2006-09-21,8373.599609,1318.03,1.2426
2006-09-22,8294.5,1314.78,1.2352
2006-09-25,8270.5,1326.37,1.2383
2006-09-26,8382.799805,1336.34,1.2435
2006-09-27,8413.099609,1336.59,1.2437
2006-09-28,8416.700195,1339.15,1.247
2006-09-29,8425.900391,1335.85,1.2525
2006-10-02,8381.200195,1331.32,1.2429
2006-10-03,8390.200195,1334.11,1.2453
2006-10-04,8448.900391,1350.22,1.2486
2006-10-05,8511.0,1353.22,1.25195
2006-10-06,8521.200195,1349.58,1.2601
2006-10-09,8548.900391,1350.66,1.2611
2006-10-10,8627.200195,1353.42,1.2715
2006-10-11,8638.0,1349.95,1.2722
2006-10-12,8673.700195,1362.83,1.2679
2006-10-13,8651.099609,1365.62,1.2734
2006-10-16,8632.099609,1369.05,1.2698
2006-10-17,8535.299805,1364.05,1.2679
2006-10-18,8620.200195,1365.96,1.2698
2006-10-19,8620.700195,1366.96,1.2571
2006-10-20,8643.0,1368.6,1.2591
2006-10-23,8697.599609,1377.02,1.2666
2006-10-24,8662.700195,1377.38,1.2669
2006-10-25,8682.5,1382.22,1.2638
2006-10-26,8673.799805,1389.08,1.2536
2006-10-27,8695.400391,1377.34,1.2494
2006-10-30,8652.400391,1377.93,1.2492
2006-10-31,8569.700195,1377.94,1.2435
2006-11-01,8613.0,1367.81,1.2453
2006-11-02,8645.700195,1367.34,1.245
2006-11-03,8698.5,1364.3,1.2534
2006-11-06,8798.5,1379.78,1.2547
2006-11-07,8835.599609,1382.84,1.2488
2006-11-08,8776.700195,1385.72,1.25095
2006-11-09,8764.200195,1378.33,1.2421
2006-11-10,8735.799805,1380.9,1.2388
2006-11-13,8752.099609,1384.42,1.2432
2006-11-14,8733.799805,1393.22,1.2436
2006-11-15,8791.200195,1396.57,1.2458
2006-11-16,8789.400391,1399.76,1.2479
2006-11-17,8745.799805,1401.2,1.2419
2006-11-20,8760.0,1400.5,1.2436
2006-11-21,8774.599609,1402.81,1.24085
2006-11-22,8778.5,1406.09,1.2266
2006-11-24,8641.5,1400.95,1.2087
2006-11-27,8517.299805,1381.9,1.2062
2006-11-28,8462.200195,1386.72,1.2023
2006-11-29,8569.900391,1399.48,1.21015
2006-11-30,8484.599609,1400.63,1.1975
2006-12-01,8420.299805,1396.71,1.1932
2006-12-04,8479.400391,1409.12,1.1933
2006-12-05,8452.099609,1414.76,1.1921
2006-12-06,8509.900391,1412.9,1.1959
2006-12-07,8570.900391,1407.29,1.1952
2006-12-08,8540.900391,1409.84,1.2053
2006-12-11,8594.0,1413.04,1.2013
2006-12-12,8670.099609,1411.56,1.199
2006-12-13,8678.5,1413.21,1.2056
2006-12-14,8776.599609,1425.49,1.2137
2006-12-15,8786.900391,1427.09,1.2207
2006-12-18,8824.299805,1422.48,1.2217
2006-12-19,8763.099609,1425.55,1.2129
2006-12-20,8770.799805,1423.53,1.2165
2006-12-21,8775.400391,1418.3,1.2163
2006-12-22,8726.700195,1410.76,1.2198
2006-12-27,8822.200195,1426.84,1.2255
2006-12-28,8803.299805,1424.73,1.2218
2006-12-29,8785.700195,1418.3,1.2196
2007-01-03,8920.200195,1416.6,1.225
2007-01-04,8925.200195,1418.34,1.232
2007-01-05,8900.200195,1409.71,1.2374
2007-01-08,8850.299805,1412.84,1.2348
2007-01-09,8874.0,1412.11,1.2415
2007-01-10,8861.599609,1414.85,1.2461
2007-01-11,8987.900391,1423.82,1.2496
2007-01-12,9032.799805,1430.73,1.2475
2007-01-16,9073.0,1431.9,1.2486
2007-01-17,9104.599609,1430.62,1.247
2007-01-18,9099.299805,1426.37,1.2472
2007-01-19,9155.099609,1430.5,1.2485
2007-01-22,9102.200195,1422.95,1.2492
2007-01-23,9105.5,1427.99,1.2427
2007-01-24,9153.099609,1440.13,1.2482
2007-01-25,9134.099609,1423.9,1.2479
2007-01-26,9041.099609,1422.18,1.2537
2007-01-29,9110.799805,1420.62,1.2519
2007-01-30,9147.0,1428.82,1.2514
2007-01-31,9135.099609,1438.24,1.2445
2007-02-01,9217.900391,1445.94,1.2439
2007-02-02,9260.5,1448.39,1.2499
2007-02-05,9257.900391,1446.99,1.2481
2007-02-06,9266.200195,1448.0,1.2397
2007-02-07,9288.200195,1450.02,1.2404
2007-02-08,9229.299805,1448.31,1.2459
2007-02-09,9292.099609,1438.06,1.2476
2007-02-12,9261.599609,1433.37,1.2536
2007-02-13,9240.0,1444.26,1.2472
2007-02-14,9299.200195,1455.3,1.239
2007-02-15,9305.400391,1456.81,1.23505
2007-02-16,9336.299805,1455.54,1.2353
2007-02-20,9315.299805,1459.68,1.23555
2007-02-21,9207.099609,1457.63,1.238
2007-02-22,9251.799805,1456.38,1.238
2007-02-23,9258.0,1451.19,1.2324
2007-02-26,9223.0,1449.37,1.229
2007-02-27,8909.799805,1399.04,1.2179
2007-02-28,8789.700195,1406.82,1.2191
2007-03-01,8781.900391,1403.17,1.2239
2007-03-02,8798.700195,1387.17,1.2138
2007-03-05,8676.900391,1374.12,1.2206
2007-03-06,8775.599609,1395.41,1.2234
2007-03-07,8878.400391,1391.97,1.2163
2007-03-08,8955.700195,1401.89,1.2272
2007-03-09,8933.900391,1402.85,1.2316
2007-03-12,8899.400391,1406.6,1.2249
2007-03-13,8829.099609,1377.95,1.2169
2007-03-14,8577.700195,1387.17,1.217
2007-03-15,8706.799805,1392.28,1.213
2007-03-16,8717.599609,1386.95,1.2082
2007-03-19,8841.700195,1402.06,1.2111
2007-03-20,8882.400391,1410.94,1.2118
2007-03-21,8942.200195,1435.04,1.2087
2007-03-22,9074.299805,1434.54,1.2139
2007-03-23,9089.799805,1436.11,1.2187
2007-03-26,9006.0,1437.5,1.2153
2007-03-27,8966.299805,1428.61,1.2107
2007-03-28,8870.599609,1417.23,1.21655
2007-03-29,8977.5,1422.53,1.2172
2007-03-30,8977.0,1420.86,1.2137
2007-04-02,8956.299805,1424.55,1.2148
2007-04-03,9054.0,1437.77,1.22285
2007-04-04,9057.599609,1439.37,1.2193
2007-04-05,9099.099609,1443.76,1.2148
2007-04-10,9150.700195,1448.39,1.2174
2007-04-11,9136.099609,1438.87,1.2199
2007-04-12,9110.099609,1447.8,1.2161
2007-04-13,9177.5,1452.85,1.2147
2007-04-16,9269.900391,1468.47,1.2146
2007-04-17,9228.0,1471.48,1.2088
2007-04-18,9278.5,1472.5,1.203
2007-04-19,9256.799805,1470.73,1.20468
2007-04-20,9399.799805,1484.35,1.2071
2007-04-23,9438.099609,1480.93,1.2087
2007-04-24,9392.400391,1480.41,1.2011
2007-04-25,9429.299805,1495.42,1.2057
2007-04-26,9481.299805,1494.25,1.2087
2007-04-27,9419.900391,1494.07,1.2055
2007-04-30,9428.299805,1482.37,1.2062
2007-05-02,9445.0,1495.92,1.2143
2007-05-03,9393.0,1502.39,1.2159
2007-05-04,9455.5,1505.62,1.2097
2007-05-07,9455.5,1509.48,1.2116
2007-05-08,9377.099609,1507.72,1.2181
2007-05-09,9427.700195,1512.58,1.2188
2007-05-10,9367.299805,1491.47,1.2198
2007-05-11,9408.299805,1505.85,1.2181
2007-05-14,9387.299805,1503.15,1.2186
2007-05-15,9391.0,1501.19,1.21473
2007-05-16,9357.5,1514.14,1.2222
2007-05-18,9424.700195,1522.75,1.227
2007-05-21,9405.299805,1525.1,1.2299
2007-05-22,9361.099609,1524.12,1.2297
2007-05-23,9438.799805,1522.28,1.2275
2007-05-24,9357.0,1507.51,1.2275
2007-05-25,9381.299805,1515.73,1.2269
2007-05-29,9396.0,1518.11,1.225
2007-05-30,9382.799805,1530.23,1.2258
2007-05-31,9450.799805,1530.62,1.2251
2007-06-01,9531.5,1536.34,1.2358
2007-06-04,9487.5,1539.18,1.2227
2007-06-05,9408.200195,1530.95,1.218
2007-06-06,9277.5,1517.38,1.2167
2007-06-07,9152.099609,1490.72,1.2239
2007-06-08,9150.700195,1507.67,1.2347
2007-06-11,9223.0,1509.12,1.2381
2007-06-12,9181.0,1493.0,1.2418
2007-06-13,9146.099609,1515.67,1.244
2007-06-14,9292.299805,1522.97,1.2461
2007-06-15,9395.799805,1532.91,1.2419
2007-06-18,9365.700195,1531.05,1.2416
2007-06-19,9333.400391,1533.7,1.2402
2007-06-20,9347.299805,1512.84,1.2384
2007-06-21,9230.299805,1522.19,1.2412
2007-06-22,9166.5,1502.56,1.2292
2007-06-25,9141.200195,1497.74,1.2279
2007-06-26,9073.299805,1492.89,1.2286
2007-06-27,9025.799805,1506.34,1.2292
2007-06-28,9138.900391,1505.71,1.2314
2007-06-29,9209.400391,1503.35,1.2215
2007-07-02,9192.599609,1519.43,1.2094
2007-07-03,9240.299805,1524.87,1.21578
2007-07-05,9219.400391,1525.4,1.2173
2007-07-06,9264.0,1530.44,1.2176
2007-07-09,9296.400391,1531.85,1.2164
2007-07-10,9248.400391,1510.12,1.2012
2007-07-11,9214.400391,1518.76,1.2047
2007-07-12,9248.5,1547.7,1.2034
2007-07-13,9261.700195,1552.5,1.2024
2007-07-16,9299.799805,1549.52,1.2024
2007-07-17,9219.299805,1549.37,1.2005
2007-07-18,9074.099609,1546.17,1.2005
2007-07-19,9189.299805,1553.08,1.2038
2007-07-20,9105.5,1534.1,1.2005
2007-07-23,9117.5,1541.57,1.20628
2007-07-24,9047.700195,1511.04,1.2029
2007-07-25,8922.700195,1518.09,1.2134
2007-07-26,8706.400391,1482.66,1.203
2007-07-27,8705.599609,1458.95,1.2128
2007-07-30,8705.099609,1473.91,1.20294
2007-07-31,8885.0,1455.27,1.2013
2007-08-02,8775.700195,1472.2,1.2033
2007-08-03,8671.400391,1433.06,1.1879
2007-08-06,8639.900391,1467.67,1.192
2007-08-07,8747.0,1476.71,1.197
2007-08-08,8964.200195,1497.49,1.1954
2007-08-09,8805.299805,1453.09,1.1968
2007-08-10,8565.5,1453.64,1.1992
2007-08-13,8687.5,1452.92,1.2047
2007-08-14,8549.299805,1426.54,1.2105
2007-08-15,8661.599609,1406.7,1.2186
2007-08-16,8422.299805,1411.27,1.2168
2007-08-17,8543.0,1445.94,1.2051
2007-08-20,8594.299805,1445.55,1.206
2007-08-21,8603.200195,1447.12,1.2067
2007-08-22,8714.599609,1464.07,1.2064
2007-08-23,8738.5,1462.5,1.2074
2007-08-24,8775.900391,1479.37,1.2036
2007-08-27,8846.200195,1466.79,1.2022
2007-08-28,8714.700195,1432.36,1.2012
2007-08-29,8727.799805,1463.76,1.1992
2007-08-30,8776.700195,1457.64,1.2035
2007-08-31,8881.5,1473.99,1.2081
2007-09-04,8966.299805,1489.42,1.2099
2007-09-05,8843.099609,1472.29,1.2036
2007-09-06,8830.099609,1478.55,1.2008
2007-09-07,8676.099609,1453.55,1.1884
2007-09-10,8612.5,1451.7,1.1884
2007-09-11,8717.200195,1471.49,1.1888
2007-09-12,8784.0,1471.56,1.1844
2007-09-13,8878.0,1483.95,1.1849
2007-09-14,8772.599609,1484.25,1.1908
2007-09-17,8685.799805,1476.65,1.1872
2007-09-18,8775.900391,1519.78,1.1808
2007-09-19,9006.799805,1529.03,1.1834
2007-09-20,8896.700195,1518.75,1.1714
2007-09-21,8897.299805,1525.75,1.1719
2007-09-24,8906.099609,1517.73,1.173
2007-09-25,8829.200195,1517.21,1.1655
2007-09-26,8859.700195,1525.42,1.1695
2007-09-27,8886.0,1531.38,1.1726
2007-09-28,8933.5,1526.75,1.163
2007-10-01,9022.5,1547.04,1.1682
2007-10-02,9074.0,1546.63,1.175
2007-10-03,9088.700195,1539.59,1.1799
2007-10-04,9053.400391,1542.84,1.1745
2007-10-05,9075.299805,1557.59,1.1773
2007-10-08,9097.0,1552.58,1.1862
2007-10-09,9137.799805,1565.15,1.183
2007-10-10,9182.299805,1562.47,1.1835
2007-10-11,9218.299805,1554.41,1.1817
2007-10-12,9197.5,1561.8,1.1853
2007-10-15,9179.5,1548.71,1.1809
2007-10-16,9062.700195,1538.53,1.182
2007-10-17,9071.799805,1541.24,1.1788
2007-10-18,9027.5,1540.08,1.1694
2007-10-19,8937.200195,1500.63,1.1677
2007-10-22,8845.400391,1506.33,1.1773
2007-10-23,8903.200195,1519.59,1.1734
2007-10-24,8851.0,1515.88,1.1716
2007-10-25,8917.5,1514.4,1.1653
2007-10-26,8962.900391,1535.28,1.1647
2007-10-29,9007.299805,1540.98,1.1649
2007-10-30,8939.200195,1531.02,1.1584
2007-10-31,9019.599609,1549.38,1.1595
2007-11-01,8891.5,1508.44,1.1571
2007-11-02,8770.400391,1509.65,1.1562
2007-11-05,8707.799805,1502.17,1.1529
2007-11-06,8770.299805,1520.27,1.144
2007-11-07,8703.200195,1475.62,1.134
2007-11-08,8605.200195,1474.77,1.1271
2007-11-09,8417.200195,1453.7,1.121
2007-11-12,8442.0,1439.18,1.1294
2007-11-13,8500.599609,1481.05,1.1257
2007-11-14,8631.0,1470.58,1.123
2007-11-15,8593.700195,1451.15,1.1225
2007-11-16,8478.799805,1458.74,1.1186
2007-11-19,8270.900391,1433.27,1.1147
2007-11-20,8339.0,1439.7,1.106
2007-11-21,8125.399902,1416.77,1.1017
2007-11-23,8371.799805,1440.7,1.1019
2007-11-26,8361.200195,1407.22,1.1019
2007-11-27,8431.099609,1428.23,1.1051
2007-11-28,8650.799805,1469.02,1.1108
2007-11-29,8734.5,1469.72,1.1167
2007-11-30,8828.400391,1481.14,1.1321
2007-12-03,8706.200195,1472.42,1.127
2007-12-04,8645.0,1462.79,1.1171
2007-12-05,8758.200195,1485.01,1.1284
2007-12-06,8741.700195,1507.34,1.1279
2007-12-07,8799.700195,1504.66,1.1283
2007-12-10,8885.299805,1515.96,1.1281
2007-12-11,8855.900391,1477.65,1.12988
2007-12-12,8852.299805,1486.59,1.1342
2007-12-13,8658.400391,1488.41,1.1414
2007-12-14,8675.900391,1467.95,1.1509
2007-12-17,8544.599609,1445.9,1.1494
2007-12-18,8467.099609,1454.98,1.1494
2007-12-19,8395.0,1453.0,1.1546
2007-12-20,8402.799805,1460.12,1.1582
2007-12-21,8468.400391,1484.46,1.155
2007-12-24,8468.400391,1496.45,1.1565
2007-12-27,8518.200195,1476.37,1.1401
2007-12-28,8484.5,1478.49,1.1267
2007-12-31,8484.5,1468.36,1.132
2008-01-03,8318.799805,1447.16,1.1115
2008-01-04,8130.0,1411.63,1.1071
2008-01-07,8110.600098,1416.18,1.1178
2008-01-08,8316.400391,1390.19,1.1122
2008-01-09,8339.799805,1409.13,1.1162
2008-01-10,8290.799805,1420.33,1.1044
2008-01-11,8159.700195,1401.02,1.1
2008-01-14,8193.400391,1416.25,1.0929
2008-01-15,7973.899902,1380.95,1.0913
2008-01-16,7847.5,1373.2,1.0989
2008-01-17,7788.100098,1333.25,1.1005
2008-01-18,7692.0,1325.19,1.0993
2008-01-22,7487.899902,1310.5,1.0968
2008-01-23,7356.100098,1338.6,1.0918
2008-01-24,7691.0,1352.07,1.0866
2008-01-25,7686.899902,1330.61,1.0978
2008-01-28,7581.700195,1353.97,1.0896
2008-01-29,7704.399902,1362.3,1.0939
2008-01-30,7671.799805,1355.81,1.0842
2008-01-31,7670.399902,1378.55,1.0807
2008-02-01,7816.0,1395.42,1.0887
2008-02-04,7751.700195,1380.82,1.088
2008-02-05,7517.399902,1336.64,1.0991
2008-02-06,7565.5,1326.45,1.0971
2008-02-07,7420.0,1336.91,1.1032
2008-02-08,7447.0,1331.29,1.1073
2008-02-11,7347.5,1339.13,1.1022
2008-02-12,7546.899902,1348.86,1.102
2008-02-13,7536.5,1367.21,1.1081
2008-02-14,7502.0,1348.86,1.0972
2008-02-15,7353.0,1349.99,1.0933
2008-02-19,7462.700195,1348.78,1.0943
2008-02-20,7381.600098,1360.03,1.0982
2008-02-21,7486.100098,1342.53,1.0902
2008-02-22,7454.799805,1353.11,1.0849
2008-02-25,7615.799805,1371.8,1.0885
2008-02-26,7743.200195,1381.29,1.076
2008-02-27,7782.5,1380.02,1.0627
2008-02-28,7663.0,1367.68,1.051
2008-02-29,7533.899902,1330.63,1.0422
2008-03-03,7403.899902,1331.34,1.041
2008-03-04,7276.0,1326.75,1.0394
2008-03-05,7338.799805,1333.7,1.0359
2008-03-06,7269.899902,1304.34,1.022
2008-03-07,7174.100098,1293.37,1.0248
2008-03-10,7055.0,1273.37,1.0189
2008-03-11,7143.0,1320.65,1.0324
2008-03-12,7245.0,1308.77,1.0147
2008-03-13,7251.700195,1315.48,1.0103
2008-03-14,7132.0,1288.14,0.99785
2008-03-17,6774.299805,1276.6,0.9843
2008-03-18,7013.899902,1330.74,0.999
2008-03-19,7073.0,1298.42,0.9965
2008-03-20,7009.899902,1329.51,1.0067
2008-03-25,7234.399902,1352.99,1.0087
2008-03-26,7184.5,1341.13,0.9916
2008-03-27,7265.0,1325.76,0.992
2008-03-28,7239.399902,1315.22,0.9925
2008-03-31,7224.299805,1322.7,0.9945
2008-04-01,7494.299805,1370.18,0.9945
2008-04-02,7596.600098,1367.53,1.0085
2008-04-03,7516.200195,1369.31,1.0106
2008-04-04,7573.5,1370.4,1.0055
2008-04-07,7639.299805,1372.54,1.0126
2008-04-08,7568.100098,1365.54,1.0162
2008-04-09,7403.100098,1354.49,1.0024
2008-04-10,7312.600098,1360.55,1.0083
2008-04-11,7259.0,1332.83,1.0004
2008-04-14,7139.5,1328.32,1.0004
2008-04-15,7187.399902,1334.43,1.0081
2008-04-16,7250.700195,1364.71,0.9991
2008-04-17,7173.600098,1365.56,1.0061
2008-04-18,7418.0,1390.33,1.0179
2008-04-21,7394.899902,1388.17,1.0084
2008-04-22,7328.899902,1375.94,1.003
2008-04-23,7324.5,1379.93,1.0157
2008-04-24,7460.5,1388.82,1.0349
2008-04-25,7509.5,1397.84,1.0346
2008-04-28,7550.100098,1396.37,1.0342
2008-04-29,7462.0,1390.94,1.0372
2008-04-30,7529.0,1385.59,1.035
2008-05-02,7665.799805,1413.9,1.0559
2008-05-05,7658.299805,1407.49,1.0534
2008-05-06,7543.700195,1418.26,1.0516
2008-05-07,7639.200195,1392.57,1.0558
2008-05-08,7586.100098,1397.68,1.0508
2008-05-09,7484.0,1388.28,1.0403
2008-05-13,7578.299805,1403.04,1.0516
2008-05-14,7594.600098,1408.66,1.0549
2008-05-15,7683.399902,1423.57,1.0563
2008-05-16,7653.700195,1425.35,1.0479
2008-05-19,7778.899902,1426.63,1.0521
2008-05-20,7626.600098,1413.4,1.0367
2008-05-21,7574.299805,1390.71,1.0254
2008-05-22,7578.0,1394.35,1.0302
2008-05-23,7459.899902,1375.93,1.0233
2008-05-27,7418.0,1385.35,1.0334
2008-05-28,7474.5,1390.84,1.0368
2008-05-29,7541.799805,1398.26,1.049
2008-05-30,7511.299805,1400.38,1.0414
2008-06-02,7555.700195,1385.67,1.0368
2008-06-03,7590.399902,1377.65,1.0419
2008-06-04,7514.47998,1377.2,1.042
2008-06-05,7567.22998,1404.05,1.0384
2008-06-06,7386.419922,1360.68,1.0185
2008-06-09,7325.899902,1361.76,1.0271
2008-06-10,7284.209961,1358.44,1.0421
2008-06-11,7167.299805,1335.49,1.0312
2008-06-12,7222.790039,1339.87,1.0398
2008-06-13,7261.370117,1360.03,1.0469
2008-06-16,7238.27002,1360.14,1.0445
2008-06-17,7251.419922,1350.93,1.041
2008-06-18,7182.560059,1337.81,1.036
2008-06-19,7158.939941,1342.83,1.044
2008-06-20,7069.439941,1317.93,1.0365
2008-06-23,7026.919922,1318.0,1.0446
2008-06-24,7026.080078,1314.29,1.041
2008-06-25,7081.370117,1321.97,1.0346
2008-06-26,6949.72998,1283.15,1.0237
2008-06-27,6861.540039,1278.38,1.0181
2008-06-30,6958.509766,1280.0,1.021
2008-07-01,6849.669922,1284.91,1.021
2008-07-02,6843.75,1261.52,1.0141
2008-07-03,6844.060059,1262.9,1.0264
2008-07-07,6815.72998,1252.31,1.0262
2008-07-08,6788.129883,1273.7,1.0336
2008-07-09,6921.439941,1244.69,1.0288
2008-07-10,6803.069824,1253.39,1.0279
2008-07-11,6638.890137,1239.49,1.0157
2008-07-14,6675.259766,1228.3,1.0171
2008-07-15,6561.97998,1214.91,1.0099
2008-07-16,6583.490234,1245.36,1.0175
2008-07-17,6739.160156,1260.32,1.0197
2008-07-18,6827.310059,1260.68,1.0225
2008-07-21,6858.220215,1260.0,1.0178
2008-07-22,6922.25,1277.0,1.0301
2008-07-23,7058.240234,1282.19,1.0374
2008-07-24,7056.930176,1252.54,1.0359
2008-07-25,7015.029785,1257.76,1.0387
2008-07-28,6968.930176,1234.37,1.0338
2008-07-29,6993.299805,1263.2,1.046
2008-07-30,7108.910156,1284.26,1.0485
2008-07-31,7141.209961,1267.38,1.0475
2008-08-04,7078.220215,1249.01,1.0488
2008-08-05,7190.779785,1284.88,1.0536
2008-08-06,7209.339844,1289.19,1.0587
2008-08-07,7182.069824,1266.07,1.0624
2008-08-08,7262.100098,1296.32,1.082
2008-08-11,7337.72998,1305.32,1.0858
2008-08-12,7301.839844,1289.59,1.0874
2008-08-13,7193.5,1285.83,1.0858
2008-08-14,7206.459961,1292.93,1.0964
2008-08-15,7235.930176,1298.2,1.0953
2008-08-18,7231.399902,1278.6,1.0969
2008-08-19,7115.180176,1266.69,1.0908
2008-08-20,7100.009766,1274.54,1.098
2008-08-21,7000.529785,1277.72,1.087
2008-08-22,7094.120117,1292.2,1.0973
